"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","consent_text","consent","note_3","resp_status","resp_interviewed","date_time","id_c","id_2_c","district_calc","id","id_2","district","sex_q2_1","day_q2_2","age_q2_3_c","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","lc1_naba_vht_q2_11","q2_12err","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","activity_q3_1","q3_1_oth","frequency_discussion_q3_1","convers_q3_3","q3_3err","granchildren_q3_4","granchildren_boys_q3_5","food_q4_2","news_q4_1","watchTV_q4_1","mobile_q4_2","randomdraw1","random_order","note_q5_1","doctor_q5_1a","teacher_q5_1a","principal_q5_1a","official_q5_1a","judge_q5_1a","police_q5_1a","clergy_q5_1a","note_q5_1_b","doctor_q5_1b","teacher_q5_1b","police_q5_1b","clergy_q5_1b","principal_q5_1b","official_q5_1b","judge_q5_1b","note_q5_1_c","official_q5_1c","judge_q5_1c","doctor_q5_1c","teacher_q5_1c","police_q5_1c","clergy_q5_1c","principal_q5_1c","note_q5_1_d","official_q5_1d","judge_q5_1d","doctor_q5_1d","teacher_q5_1d","police_q5_1d","clergy_q5_1d","principal_q5_1d","note_q5_1_e","official_q5_1e","judge_q5_1e","doctor_q5_1e","teacher_q5_1e","police_q5_1e","clergy_q5_1e","principal_q5_1e","note_q5_1_f","official_q5_1f","judge_q5_1f","doctor_q5_1f","teacher_q5_1f","police_q5_1f","clergy_q5_1f","principal_q5_1f","goals_q6_2","q6_2err","note7_1","boys_school_q7_1","able_marry_q7_2","final_say_q7_3","child_rearing_q7_4","note8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","spiral_risk_q8_7","note8_8","empathy_pair_q8_8","empathy_husband_q8_9","free_riding_ran","free_riding","free_riding_lug","free.riding_q8_10","free.riding_q8_10_oth","free.riding_q8_10_no","free.riding_q8_10_2","free.riding_q8_10_2no","revenge_q8_11","note8_12","forum_ran","forum","R_gender","R_not_gender","R_gender_lug","R_not_gender_lug","reporting_exp_q8_12","reporting_intro","reporting_intro_2","reporting_cost1_q8_13a","reporting_cost2_q8_13b","reporting_cost3_q8_13c","intervention_q9_1","interv_consequence_q9_2","randomdraw6","tribe_q2_25","q2_25_oth","tribe1","religion_q14_1","q14_1_oth","religion_times_q14_2","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note_17","beating_freq_q17_2","beating_yes_q17_2b","beating_no_q17_2b","note_17_2","hh_violence_yesno_q17_2","incidents_q17_2b","hh_violence_freq_q17_3","hh_violence_yes_q17_3b","hh_violence_no_q17_3b","ipv_efficacy_q17_4","films_q17_1","other_attend_q17_2","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_19","q19_1","organizers_q18_1","followup_fest_q18_2","attendance_q18_3","cooperative_q20_1","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","note20","observe_conditions_q18_4","note20_2","survey_language","survey_language_oth","woman_kneeling","comments","instanceID","formdef_version","KEY","tc_id"
"47","May 19, 2017 8:37:31 PM","May 19, 2017 1:07:49 PM","May 19, 2017 2:27:49 PM",26,NA,NA,NA,NA,1,NA,2,1,"May 19, 2017 1:08:00 PM",NA,NA,NA,"t41601021","t41601021",4,2,2,NA,35,2,NA,1,NA,"11",NA,18,NA,4,26,NA,"2 27",NA,NA,1,NA,3,"8",NA,3,3,"Irish potatoes",5,6,1,0.0698979843063724,1,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 4 9",NA,NA,2,2,1,1,NA,NA,0.362273505660843,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.581121402842342,NA,2,NA,NA,2,NA,NA,2,2,2,1,NA,1,2,0.695065388593671,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",2,NA,"That can be rumor its better to talk to the husband there and then.",NA,NA,2,NA,0.495929702948451,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,2,2,0.0787507633368567,14,NA,"Mufumbira",2,NA,2,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,6,NA,1,NA,2,"Survey went well.","uuid:9e8b788f-7870-4e4a-a089-1ad0b1dc7bd1",1705190627,"uuid:9e8b788f-7870-4e4a-a089-1ad0b1dc7bd1",93
"48","May 19, 2017 8:37:32 PM","May 19, 2017 3:49:52 PM","May 19, 2017 4:50:43 PM",26,NA,NA,NA,NA,1,NA,1,1,"May 19, 2017 3:53:00 PM",41601051,41601051,"Mubende",NA,NA,NA,2,1,35,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"5 1 3 4 7 10",NA,4,5,"Cassava",5,2,1,0.00328917233668891,1,NA,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 4 7",NA,NA,2,2,1,1,NA,NA,0.991016872893275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,2,NA,2,0.318043380772407,2,NA,NA,NA,2,NA,2,NA,1,1,1,NA,2,1,0.510093001212883,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.49687235048232,"Nabakyala","woman","Man","omukazi","omusajja",1,NA,NA,1,1,1,1,1,0.423900050541453,14,NA,"Mufumbira",NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,4,NA,1,NA,2,"Survey went well as the respondent was cooperative.","uuid:0156b475-d938-4784-9688-2f79eff8517d",1705190627,"uuid:0156b475-d938-4784-9688-2f79eff8517d",93
"49","May 19, 2017 8:38:40 PM","May 19, 2017 9:47:08 AM","May 19, 2017 11:10:37 AM",24,NA,NA,NA,NA,1,NA,1,1,"May 19, 2017 9:51:00 AM",41601221,41601221,"Mubende",NA,NA,NA,2,3,33,NA,NA,NA,2,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"1 3 4 7 10",NA,4,5,"Matooke",5,6,5,0.704470986500724,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"2 4 9",NA,NA,2,1,2,1,NA,NA,0.653894742227347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.954793793196422,NA,NA,2,NA,1,2,NA,NA,1,1,2,NA,1,2,0.601868289910751,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.899371704865625,"Police","woman","Man","omukazi","omusajja",2,NA,NA,2,2,2,1,1,0.829034246882515,14,NA,"Mufumbira",NA,NA,NA,NA,NA,4,4,"4",NA,NA,NA,NA,NA,NA,NA,1,4,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"She doesn't know",1,4,1,2,NA,NA,NA,NA,NA,6,NA,1,NA,2,NA,"uuid:2225ba69-b099-4cf2-95ba-3f05f99409e8",1705190627,"uuid:2225ba69-b099-4cf2-95ba-3f05f99409e8",93
"50","May 19, 2017 8:38:43 PM","May 19, 2017 11:41:50 AM","May 19, 2017 1:17:53 PM",27,NA,NA,NA,NA,1,NA,1,1,"May 19, 2017 11:50:00 AM",41601451,41601451,"Mubende",NA,NA,NA,2,2,32,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"5 1 2 3 4 10",NA,5,4,"Matooke",5,1,3,0.480716532004646,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 7 9",NA,NA,1,1,1,1,NA,NA,0.181669771809929,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.282635252652227,2,NA,NA,NA,1,NA,2,NA,2,1,1,NA,1,2,0.758395657557201,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",2,NA,"It is non of my business  ",NA,NA,1,NA,0.630992897813748,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,1,2,0.950064905520322,18,NA,"Mukiga",NA,NA,NA,NA,NA,5,2,"1 2 3",NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,NA,NA,NA,NA,NA,1,NA,2,NA,1,"The respondent had low self-esteem.  She didn't  watch any movie but she heard about them!","uuid:bf2f2471-eb94-4bc6-af5e-b590e68b1c30",1705190627,"uuid:bf2f2471-eb94-4bc6-af5e-b590e68b1c30",93
"51","May 19, 2017 8:41:06 PM","May 19, 2017 8:37:50 AM","May 19, 2017 11:05:02 AM",31,NA,NA,NA,NA,1,NA,1,2,"May 19, 2017 9:59:00 AM",40105181,40105181,"Mubende",NA,NA,NA,1,2,18,NA,NA,NA,7,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"8",NA,4,5,"Potatoes",5,3,5,0.981230343013854,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,1,"2 3 9",NA,NA,2,2,1,1,NA,NA,0.861318157405667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,2,NA,2,0.244112324681454,2,NA,NA,NA,2,NA,2,NA,1,1,2,NA,1,1,0.0642879724660705,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,2,NA,0.784944396831856,"Police","man","Woman","omusajja","omukazi",2,NA,NA,2,2,1,1,1,0.158181656424826,1,NA,"Muganda",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,6,NA,1,NA,1,NA,"uuid:334d32c0-2956-4b22-a3f7-8694868c55fa",1705190627,"uuid:334d32c0-2956-4b22-a3f7-8694868c55fa",83
"52","May 19, 2017 8:42:09 PM","May 19, 2017 9:28:26 AM","May 19, 2017 10:45:51 AM",33,NA,NA,NA,NA,1,NA,1,1,"May 19, 2017 9:28:00 AM",40105301,40105301,"Mubende",NA,NA,NA,1,3,26,NA,NA,NA,2,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"1 10",NA,4,5,"Posh",5,5,4,0.611393279728097,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 3 9",NA,NA,1,2,1,1,NA,NA,0.32762497135024,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.0134287175671803,2,NA,NA,NA,1,NA,1,NA,1,1,1,NA,1,2,0.43367468099984,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,2,NA,0.519728098853183,"Nabakyala","man","Woman","omusajja","omukazi",1,NA,NA,1,1,2,1,1,0.759350525341008,24,NA,"Munyoro",NA,NA,NA,NA,NA,2,1,"1 2",NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,3,NA,1,NA,3,"He was free to answer every question","uuid:bb4f827d-9e47-47ba-a170-05ccdc142d31",1705190627,"uuid:bb4f827d-9e47-47ba-a170-05ccdc142d31",83
"53","May 19, 2017 8:42:10 PM","May 19, 2017 10:46:01 AM","May 19, 2017 12:05:12 PM",33,NA,NA,NA,NA,1,NA,1,1,"May 19, 2017 10:46:00 AM",40105361,40105361,"Mubende",NA,NA,NA,1,1,27,NA,NA,NA,7,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Sand minning",3,"1 2 10",NA,4,5,"Matooke",5,2,4,0.37973612285164,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 5 9",NA,NA,2,2,1,1,NA,NA,0.9026132957492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,2,NA,2,0.532148100018387,NA,2,NA,NA,2,NA,NA,2,1,1,1,NA,1,2,0.838765811240977,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.00636389573294904,"LC1","man","Woman","omusajja","omukazi",1,NA,NA,1,1,2,2,2,0.956887198007759,29,NA,"Mutooro",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,3,"None","uuid:1d328e8a-3834-443a-bb28-50041960c376",1705190627,"uuid:1d328e8a-3834-443a-bb28-50041960c376",83
"54","May 19, 2017 8:42:11 PM","May 19, 2017 4:23:36 PM","May 19, 2017 5:28:09 PM",33,NA,NA,NA,NA,1,NA,1,1,"May 19, 2017 4:24:00 PM",40105191,40105191,"Mubende",NA,NA,NA,1,1,24,NA,NA,NA,2,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,2,"1 2 3 4 7 10",NA,4,5,"Matooke",5,3,5,0.76216753847662,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"1 3 9",NA,NA,2,1,1,1,NA,NA,0.239113937387474,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.207686295541838,2,NA,NA,NA,2,NA,2,NA,1,1,1,NA,1,1,0.80136803846053,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.804101330522641,"Police","man","Woman","omusajja","omukazi",1,NA,NA,2,2,2,1,1,0.137343081431009,1,NA,"Muganda",NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,4,NA,1,NA,2,"None","uuid:9f047f7a-8c09-4bdb-8cbe-2453f4914825",1705190627,"uuid:9f047f7a-8c09-4bdb-8cbe-2453f4914825",83
"55","May 19, 2017 8:42:21 PM","May 19, 2017 9:43:59 AM","May 19, 2017 10:48:13 AM",17,NA,NA,NA,NA,1,NA,2,2,"May 19, 2017 9:49:00 AM",NA,NA,NA,"t40105061","t40105061",4,2,2,NA,42,1,NA,5,NA,"11",NA,3,2,NA,2,NA,"37",NA,NA,1,NA,3,"3 7 10",NA,6,5,"Muwogo",5,6,5,0.155213308137323,1,NA,2,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 9",NA,NA,1,1,1,1,NA,NA,0.288687696448723,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.330159709272333,1,NA,NA,NA,2,NA,1,NA,1,1,1,NA,2,1,0.700057996306113,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.219294263634612,"LC1","woman","Man","omukazi","omusajja",1,NA,NA,2,1,1,1,1,0.529795648993055,1,NA,"Muganda",2,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,4,NA,1,NA,1,NA,"uuid:b35e5b33-d455-4c3f-b6e3-e0fffcb22c20",1705190627,"uuid:b35e5b33-d455-4c3f-b6e3-e0fffcb22c20",83
"56","May 19, 2017 8:42:50 PM","May 19, 2017 10:05:40 AM","May 19, 2017 11:32:11 AM",34,NA,NA,NA,NA,1,NA,1,1,"May 19, 2017 10:06:00 AM",40105071,40105071,"Mubende",NA,NA,NA,1,1,43,NA,NA,NA,1,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,"5 1 3 7 10",NA,5,3,"Nile perch",5,5,5,0.290573170090487,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 5 9",NA,NA,1,1,1,1,NA,NA,0.971909631019124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,NA,NA,2,NA,2,0.166114993700686,2,NA,NA,NA,1,NA,1,NA,1,1,1,NA,1,2,0.0459068804625405,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,2,NA,0.443584564187511,"Nabakyala","man","Woman","omusajja","omukazi",2,NA,NA,1,1,2,1,2,0.175912592277117,22,NA,"Munyarwanda",NA,NA,NA,NA,NA,6,4,"5",NA,"Ssabataka",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"The organization responsible for the movie industry",1,4,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,"uuid:bc063e5f-9bcc-4f1a-a88f-9d7463a4fc1a",1705190627,"uuid:bc063e5f-9bcc-4f1a-a88f-9d7463a4fc1a",83
"57","May 19, 2017 8:42:50 PM","May 19, 2017 11:43:59 AM","May 19, 2017 12:53:23 PM",34,NA,NA,NA,NA,1,NA,1,1,"May 19, 2017 11:46:00 AM",40105091,40105091,"Mubende",NA,NA,NA,1,1,27,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,3,"1 3 4 10",NA,2,5,"Matooke",5,4,5,0.966286579862353,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,1,"1 3 9",NA,NA,2,1,2,1,NA,NA,0.918566844100323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,NA,NA,2,NA,2,0.0630887865875757,2,NA,NA,NA,2,NA,2,NA,1,1,1,NA,1,1,0.216251588411715,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,2,NA,0.449940988344201,"Nabakyala","man","Woman","omusajja","omukazi",2,NA,NA,1,1,1,1,1,0.938632627768542,21,NA,"Munyankole",NA,NA,NA,NA,NA,2,1,"1 2",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,3,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,3,"The police officer known to the respondent is in the army and another one is a crime preventor","uuid:a2b2955f-28e1-4f80-8663-9f8c5de78b0b",1705190627,"uuid:a2b2955f-28e1-4f80-8663-9f8c5de78b0b",83
"58","May 19, 2017 8:43:48 PM","May 19, 2017 10:10:33 AM","May 19, 2017 11:03:16 AM",25,NA,NA,NA,NA,1,NA,2,2,"May 19, 2017 10:12:00 AM",NA,NA,NA,"t40105051","t40105051",4,2,2,NA,48,1,NA,6,NA,"11",NA,4,2,NA,2,NA,"31",NA,NA,1,NA,3,"1 3 7 10",NA,4,5,"Matooke ",3,2,4,0.584691604576537,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 9",NA,NA,2,2,1,1,NA,NA,0.0385879712001096,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.318229315276911,1,NA,NA,NA,1,NA,1,NA,2,1,1,NA,1,2,0.583254404818498,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.137028132511696,"LC1","woman","Man","omukazi","omusajja",1,NA,NA,1,2,1,1,1,0.557916456032909,24,NA,"Munyoro",3,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,"uuid:4ceab976-07d2-4db0-8d36-0d16bc2c4387",1705190627,"uuid:4ceab976-07d2-4db0-8d36-0d16bc2c4387",83
"59","May 19, 2017 8:43:52 PM","May 19, 2017 11:24:36 AM","May 19, 2017 12:16:11 PM",25,NA,NA,NA,NA,1,NA,1,1,"May 19, 2017 11:25:00 AM",40105131,40105131,"Mubende",NA,NA,NA,2,2,19,NA,NA,NA,7,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,3,"1 2 3 10",NA,2,5,"Matooke ",4,5,5,0.0651281233338954,1,NA,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 4 9",NA,NA,2,1,1,1,NA,NA,0.725802741256055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.725434557708545,NA,NA,1,NA,2,2,NA,NA,2,1,2,NA,1,2,0.24562470433245,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.417926624848631,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,2,1,2,2,0.651134982145729,24,NA,"Munyoro",NA,NA,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"She doesn't know ",1,3,1,2,NA,NA,NA,NA,NA,6,NA,1,NA,2,NA,"uuid:1f81d295-9677-41a8-9a9a-9e668ce44054",1705190627,"uuid:1f81d295-9677-41a8-9a9a-9e668ce44054",83
