"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","audio","audio_consent","consent_text","consent","note_3","date_time","id","id_2","district","tracking","time_2","sex_q2_1","day_q2_2","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","note2_6","members_q2_6","child_q2_7","older_q2_8","younger_q2_9","q2_9err","born_q2_10","lc1_naba_vht_q2_11","q2_12err","discuss_q2_13","big_city_q2_14","kla_q2_14","vill16_q2_15","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","tribe_q2_25","q2_25_oth","tribe1","uga_q2_22","uga_q2_22b","time_3","activity_q3_1","q3_1_oth","free_time_q3_2","q3_2err","convers_q3_3","q3_3err","time_4","news_q4_1","oly_q4_2","africa_cup_q4_3","watchTV_q4_1","mobile_q4_2","time_5","living_cond_q5_1","living_tribe_q5_2","living_tribe_q5_2b","cond_parents_q5_3","cond_children_q5_4","randomdraw1","hardwork_q5_5","hardwork_q5_6","religious_q5_7","religious_q5_8","willing_q5_9","willing_q5_10","time_6","new_ideas_q6_2a_c1","goals_q6_2","q6_2err","time_7","note7_1","achiever_q7_1","kneel_q7_3","woman_earns_q7_3","women_leaders_q7_5","time_8","note8","note_sec8","audio_sec8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","note8_1f","time_9","note9_1","randomdraw4","citizens_q9_1a_1","citizens_q9_1a_2","randomdraw5","government_q9_1b_1","government_q9_1b_2","elders_q9_2","time_10","randomdraw6","note_10_1","time_11","robbed_police_q11_5","gov_resp_q11_2","time_12","time_13","religion_q14_1","q14_1_oth","religion_times_q14_2","pray_private_q14_4","time_14","killed_witch_q14_1","possible_kill_q14_1b","randomdraw9","time_15","randomdraw11","note15_1son","move_son_q15_3","move_daughter_q15_3","time_16","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note16_2","once_week_q16_2","once_week_q16_2b","once_month_q16_2b","friends_fam_q16_3","note17","note17_1","dwelling_q16_1","q16_1_oth","note17_2","rooms_q16_2","walls_q16_5","q16_5_oth","floor_q16_6","q16_6_oth","light_q16_7","q16_7_oth","fuel_q16_8","q16_8_oth","time_18","note18_1","radio_q17_1","tv_q17_2","cellphone_q17_5","cellpone_internet_q17_5a","cellphone_battery_q17_5b","cellphone_unit_q17_5b_units","chair_q17_7","sofa_q17_8","motor_cycle_q17_15","time_19","films_q17_1","other_attend_q17_2","additional_movie_q19_3","planned_q19_4","audio_sec19","note_sec19","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_sec19_2","time_20","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","followup_q18_3","note20","observe_conditions_q18_4","note20_2","note21","survey_language","survey_language_oth","comments","instanceID","formdef_version","KEY","tc_id"
"1","Oct 31, 2016 7:57:28 PM","Oct 31, 2016 9:23:27 AM","Oct 31, 2016 10:11:20 AM",5,NA,NA,NA,NA,1,NA,1,NA,"Oct 31, 2016 9:28:00 AM",41623321,41623321,4,2,"2016-Oct-31 09:29:35",2,2,22,2,NA,2,NA,NA,3,1,1,1,NA,1,"11",NA,3,1,1,1,13,NA,2,34,NA,"37",NA,NA,29,NA,"Mutooro",1,NA,"2016-Oct-31 09:32:40",1,NA,"1 11 6 8",NA,"1 2 3 4",NA,"2016-Oct-31 09:35:56",5,NA,3,6,1,"2016-Oct-31 09:38:12",3,1,NA,2,2,0.4189823736786,NA,NA,3,3,NA,NA,"2016-Oct-31 09:23:27",1,"4 6 8",NA,"2016-Oct-31 09:42:41",NA,1,2,2,2,"2016-Oct-31 09:43:40",NA,NA,"media\AA_9283012a-8f58-4d5e-9560-63b35785cf80_note8_1.3gpp",NA,0.822555315365895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,NA,NA,2,NA,2,0.923495699224858,NA,NA,2,NA,1,1,NA,NA,1,1,NA,"2016-Oct-31 09:47:52",NA,0.481076016577348,1,NA,0.582402772378814,NA,1,2,"2016-Oct-31 09:49:09",0.757044753964318,NA,"2016-Oct-31 09:52:25",1,1,"2016-Oct-31 09:53:33","2016-Oct-31 09:58:28",9,NA,1,4,"2016-Oct-31 09:59:05",1,NA,0.651231341498846,"2016-Oct-31 10:00:58",0.30655043657884,NA,1,NA,"2016-Oct-31 10:02:11",NA,NA,1,1,"4",NA,NA,NA,2,NA,1,1,NA,NA,2,NA,NA,2,1,NA,1,NA,6,NA,2,NA,"2016-Oct-31 10:05:19",NA,1,2,2,NA,NA,NA,1,2,1,"2016-Oct-31 10:06:33",7,4,1,2,"media\AA_9283012a-8f58-4d5e-9560-63b35785cf80_note_sec19.3gpp",NA,NA,NA,NA,"7",NA,NA,NA,"2016-Oct-31 10:07:54",2,NA,NA,NA,NA,1,NA,3,NA,NA,1,NA,"She was welcoming. ","uuid:9283012a-8f58-4d5e-9560-63b35785cf80",1610280719,"uuid:9283012a-8f58-4d5e-9560-63b35785cf80",96
"2","Oct 31, 2016 7:57:37 PM","Oct 31, 2016 10:40:13 AM","Oct 31, 2016 11:27:15 AM",5,NA,NA,NA,NA,1,NA,1,NA,"Oct 31, 2016 10:42:00 AM",41623281,41623281,4,2,"2016-Oct-31 10:44:09",2,3,24,12,"She single.",7,NA,NA,3,2,0,2,NA,0,"4",NA,1,1,1,2,10,NA,2,34,NA,"2",NA,NA,29,NA,"Mutooro",5,NA,"2016-Oct-31 10:48:02",11,NA,"1 9 5 11",NA,"5 3 4",NA,"2016-Oct-31 10:51:07",5,NA,NA,6,5,"2016-Oct-31 10:51:57",2,1,NA,2,NA,0.505171925701857,NA,NA,3,1,NA,NA,"2016-Oct-31 10:40:13",0,"2 4 6",NA,"2016-Oct-31 10:56:58",NA,2,2,1,1,"2016-Oct-31 10:58:15",NA,NA,"media\AA_41d255fb-d860-483a-a62b-4253216a4ec1_note8_1.3gpp",NA,0.510180575714581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.264113311228272,2,NA,NA,NA,1,NA,2,NA,1,1,NA,"2016-Oct-31 11:02:11",NA,0.248773206567041,1,NA,0.845791802744488,NA,1,1,"2016-Oct-31 11:03:21",0.634902329887777,NA,"2016-Oct-31 11:07:00",1,2,"2016-Oct-31 11:08:27","2016-Oct-31 11:13:03",8,NA,1,1,"2016-Oct-31 11:13:27",1,NA,0.153326100857248,"2016-Oct-31 11:14:55",0.752255527914318,NA,NA,1,"2016-Oct-31 11:16:30",NA,NA,6,1,"4",NA,NA,NA,1,1,NA,1,NA,NA,3,NA,NA,1,6,NA,7,NA,7,NA,2,NA,"2016-Oct-31 11:19:02",NA,1,2,1,2,4,3,2,2,2,"2016-Oct-31 11:19:49",7,2,2,NA,"media\AA_41d255fb-d860-483a-a62b-4253216a4ec1_note_sec19.3gpp",NA,NA,NA,NA,"7",NA,NA,NA,"2016-Oct-31 11:20:56",2,NA,NA,NA,NA,1,NA,4,NA,NA,1,NA,"The respondent has a phone but she doesn't know her number by head.she saved it in the phone thou right now it has no battery. She was cooperative.","uuid:41d255fb-d860-483a-a62b-4253216a4ec1",1610280719,"uuid:41d255fb-d860-483a-a62b-4253216a4ec1",96
"3","Oct 31, 2016 7:57:44 PM","Oct 31, 2016 11:52:13 AM","Oct 31, 2016 12:43:12 PM",5,NA,NA,NA,NA,1,NA,1,NA,"Oct 31, 2016 11:54:00 AM",41623121,41623121,4,2,"2016-Oct-31 11:55:51",2,2,19,2,NA,2,NA,NA,3,1,1,1,NA,1,"10",NA,4,1,1,2,4,3,NA,2,NA,"34",NA,NA,22,NA,"Munyarwanda",1,NA,"2016-Oct-31 12:00:13",1,NA,"1 9 11 8",NA,"1 2 3",NA,"2016-Oct-31 12:03:12",4,NA,3,4,1,"2016-Oct-31 12:04:40",2,2,NA,2,1,0.0663171681311765,1,3,NA,NA,NA,NA,"2016-Oct-31 11:52:13",1,"2 6 8",NA,"2016-Oct-31 12:08:27",NA,1,2,1,1,"2016-Oct-31 12:09:42",NA,NA,"media\AA_1aa96f00-45dd-4dab-9f6f-04bff3fd6e45_note8_1.3gpp",NA,0.9756993853138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,2,NA,2,0.188647717273198,1,NA,NA,NA,1,NA,1,NA,1,2,NA,"2016-Oct-31 12:13:59",NA,0.93506960351255,NA,1,0.53212151082752,NA,1,1,"2016-Oct-31 12:15:10",0.369546632521807,NA,"2016-Oct-31 12:18:47",1,2,"2016-Oct-31 12:20:06","2016-Oct-31 12:25:17",3,NA,0,1,"2016-Oct-31 12:25:59",1,NA,0.159802811653434,"2016-Oct-31 12:27:33",0.346434248277421,NA,2,NA,"2016-Oct-31 12:29:25",NA,NA,1,1,"4",NA,NA,NA,1,1,NA,2,NA,NA,2,NA,NA,1,1,NA,1,NA,1,NA,3,NA,"2016-Oct-31 12:34:06",NA,1,2,2,NA,NA,NA,1,2,2,"2016-Oct-31 12:34:41",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-31 12:35:11",2,NA,NA,NA,NA,1,NA,3,NA,NA,1,NA,"She was welcoming. Thou she is soft spoken.she was not audible enough thou I tried to probe several times to make sure that she is louder.","uuid:1aa96f00-45dd-4dab-9f6f-04bff3fd6e45",1610280719,"uuid:1aa96f00-45dd-4dab-9f6f-04bff3fd6e45",96
"4","Oct 31, 2016 7:58:00 PM","Oct 31, 2016 2:04:37 PM","Oct 31, 2016 3:22:38 PM",5,NA,NA,NA,NA,1,NA,1,NA,"Oct 31, 2016 2:09:00 PM",41623311,41623311,4,2,"2016-Oct-31 14:10:17",2,3,31,2,NA,1,NA,NA,9,4,1,7,NA,4,"11",NA,2,1,1,2,11,NA,2,34,NA,"1 2",NA,NA,29,NA,"Mutooro",3,NA,"2016-Oct-31 14:16:30",7,NA,"1 10 5 6",NA,"1 2 4 7 9",NA,"2016-Oct-31 14:21:11",5,NA,3,2,5,"2016-Oct-31 14:22:23",3,1,NA,2,1,0.298735452822801,1,1,NA,NA,NA,NA,"2016-Oct-31 14:04:37",1,"2 3 6",NA,"2016-Oct-31 14:28:46",NA,2,2,1,1,"2016-Oct-31 14:29:48",NA,NA,"media\AA_29468e5a-3c89-44dc-93a9-1cd0370e1a6c_note8_1.3gpp",NA,0.740637035047627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.746814270449607,NA,NA,1,NA,1,1,NA,NA,1,1,NA,"2016-Oct-31 14:34:55",NA,0.743305971318834,NA,2,0.843001121744953,NA,1,1,"2016-Oct-31 14:36:59",0.702104794352495,NA,"2016-Oct-31 14:47:14",1,2,"2016-Oct-31 14:48:36","2016-Oct-31 15:03:00",4,NA,3,1,"2016-Oct-31 15:03:35",1,NA,0.379657004068061,"2016-Oct-31 15:08:54",0.513666160079085,NA,NA,1,"2016-Oct-31 15:10:38",NA,NA,6,1,"4",NA,NA,NA,2,NA,1,2,NA,NA,2,NA,NA,3,6,NA,7,NA,7,NA,3,NA,"2016-Oct-31 15:15:35",NA,2,1,1,2,3,3,1,1,2,"2016-Oct-31 15:16:10",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-31 15:16:33",2,NA,NA,NA,NA,1,NA,4,NA,NA,1,NA,"She was sensitive in first place but later she accepted. The survey took a while since she would be interrupted by clients to attend to at the shop.","uuid:29468e5a-3c89-44dc-93a9-1cd0370e1a6c",1610280719,"uuid:29468e5a-3c89-44dc-93a9-1cd0370e1a6c",96
"5","Oct 31, 2016 7:58:13 PM","Oct 31, 2016 3:46:33 PM","Oct 31, 2016 4:34:39 PM",5,NA,NA,NA,NA,1,NA,1,NA,"Oct 31, 2016 3:50:00 PM",41623291,41623291,4,2,"2016-Oct-31 15:51:25",2,2,20,2,NA,2,NA,NA,4,2,1,2,NA,2,"1",NA,3,2,1,2,2,4,NA,34,NA,"37",NA,NA,29,NA,"Mutooro",5,NA,"2016-Oct-31 15:55:24",5,NA,"1 5 11 8",NA,"3",NA,"2016-Oct-31 15:59:20",5,NA,3,2,4,"2016-Oct-31 16:00:48",2,2,NA,3,NA,0.155601818706866,3,1,NA,NA,NA,NA,"2016-Oct-31 15:46:34",0,"3 4 6",NA,"2016-Oct-31 16:04:45",NA,1,2,2,1,"2016-Oct-31 16:05:46",NA,NA,"media\AA_3b5b7d6c-838a-4508-8447-3bfca2626d42_note8_1.3gpp",NA,0.36953465074371,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344736436737666,NA,2,NA,NA,2,NA,NA,2,1,1,NA,"2016-Oct-31 16:10:05",NA,0.0927179964276037,2,NA,0.581737622937161,NA,2,1,"2016-Oct-31 16:11:17",0.440988397266168,NA,"2016-Oct-31 16:14:39",1,1,"2016-Oct-31 16:15:55","2016-Oct-31 16:21:29",3,NA,3,2,"2016-Oct-31 16:21:55",2,2,0.617864041402087,"2016-Oct-31 16:23:43",0.388739876032615,NA,1,NA,"2016-Oct-31 16:24:56",NA,NA,0,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,2,NA,NA,2,1,NA,1,NA,1,NA,3,NA,"2016-Oct-31 16:27:05",NA,2,2,1,2,7,3,2,2,2,"2016-Oct-31 16:27:35",7,4,2,NA,"media\AA_3b5b7d6c-838a-4508-8447-3bfca2626d42_note_sec19.3gpp",NA,NA,NA,NA,"7",NA,NA,NA,"2016-Oct-31 16:28:24",2,NA,NA,NA,NA,1,NA,2,NA,NA,5,"Rutooro\Runyooro","She was welcoming","uuid:3b5b7d6c-838a-4508-8447-3bfca2626d42",1610280719,"uuid:3b5b7d6c-838a-4508-8447-3bfca2626d42",96
"6","Oct 31, 2016 7:58:19 PM","Oct 31, 2016 9:24:21 AM","Oct 31, 2016 10:24:43 AM",38,NA,NA,NA,NA,2,NA,1,NA,"Oct 31, 2016 9:28:00 AM",41623101,41623101,4,2,"2016-Oct-31 09:33:16",1,1,19,1,NA,2,NA,NA,2,0,0,1,NA,0,"11",NA,3,2,1,1,8,NA,2,34,NA,"31",NA,NA,24,NA,"Munyoro",1,NA,"2016-Oct-31 09:39:08",1,NA,"3 5 6 8",NA,"3 4",NA,"2016-Oct-31 09:43:12",5,NA,1,5,1,"2016-Oct-31 09:45:23",2,3,NA,2,NA,0.161961775274859,1,NA,NA,NA,NA,NA,"2016-Oct-31 09:24:21",0,"4 7 8",NA,"2016-Oct-31 09:50:05",NA,2,2,1,2,"2016-Oct-31 09:52:38",NA,NA,NA,NA,0.0446460564868694,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587694575188805,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,"2016-Oct-31 10:01:15",NA,0.362022218952335,1,NA,0.851905236686695,NA,2,2,"2016-Oct-31 10:03:31",0.451438791668215,NA,"2016-Oct-31 10:06:07",2,1,"2016-Oct-31 10:07:41","2016-Oct-31 10:14:13",4,NA,2,2,"2016-Oct-31 10:14:52",1,NA,0.235077644245899,"2016-Oct-31 10:15:44",0.904450962011283,NA,NA,1,"2016-Oct-31 10:16:32",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,3,8,NA,2,NA,3,NA,3,NA,"2016-Oct-31 10:18:13",NA,2,2,2,NA,NA,NA,2,2,2,"2016-Oct-31 10:18:37",5,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"2016-Oct-31 10:20:15",2,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,"Was ok","uuid:17fb2116-90c7-4502-848a-ea8c052c7685",1610280719,"uuid:17fb2116-90c7-4502-848a-ea8c052c7685",96
"7","Oct 31, 2016 7:58:32 PM","Oct 31, 2016 10:41:32 AM","Oct 31, 2016 11:43:09 AM",38,NA,NA,NA,NA,1,NA,1,NA,"Oct 31, 2016 10:42:00 AM",41623071,41623071,4,2,"2016-Oct-31 10:43:30",1,3,44,1,NA,2,NA,NA,6,4,0,5,NA,5,"11",NA,1,1,2,2,2,1,NA,31,NA,"37",NA,NA,24,NA,"Munyoro",3,NA,"2016-Oct-31 10:48:57",13,NA,"1 10 8",NA,"5",NA,"2016-Oct-31 10:53:52",4,3,NA,2,5,"2016-Oct-31 10:56:36",1,1,NA,1,2,0.804523912718988,NA,NA,NA,NA,1,3,"2016-Oct-31 10:41:33",0,"4 7 8",NA,"2016-Oct-31 11:01:00",NA,2,2,1,2,"2016-Oct-31 11:03:05",NA,NA,"media\AA_1adfbb82-909b-4b6d-bd57-2ccbfd25815e_note8_1.3gpp",NA,0.539731055406376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.571142868516913,NA,2,NA,NA,2,NA,NA,2,1,1,NA,"2016-Oct-31 11:10:57",NA,0.107892753432051,1,NA,0.0501720342565146,2,NA,2,"2016-Oct-31 11:12:08",0.365402404309102,NA,"2016-Oct-31 11:15:34",3,2,"2016-Oct-31 11:18:28","2016-Oct-31 11:30:05",3,NA,1,3,"2016-Oct-31 11:30:59",2,1,0.0244317235262826,"2016-Oct-31 11:31:58",0.952599057799983,NA,NA,1,"2016-Oct-31 11:33:20",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,4,3,NA,7,NA,7,NA,3,NA,"2016-Oct-31 11:34:31",NA,1,2,1,2,7,3,2,2,2,"2016-Oct-31 11:35:10",7,2,1,2,"media\AA_1adfbb82-909b-4b6d-bd57-2ccbfd25815e_note_sec19.3gpp",NA,NA,NA,NA,"2",NA,NA,NA,"2016-Oct-31 11:36:56",2,NA,NA,NA,NA,1,NA,4,NA,NA,1,NA," Was ok","uuid:1adfbb82-909b-4b6d-bd57-2ccbfd25815e",1610280719,"uuid:1adfbb82-909b-4b6d-bd57-2ccbfd25815e",96
"8","Oct 31, 2016 7:59:00 PM","Oct 31, 2016 12:14:56 PM","Oct 31, 2016 1:30:42 PM",38,NA,NA,NA,NA,2,NA,1,NA,"Oct 31, 2016 12:15:00 PM",41623061,41623061,4,2,"2016-Oct-31 12:16:38",1,2,28,1,NA,2,NA,NA,3,1,0,2,NA,1,"6",NA,3,2,1,2,6,2,NA,2,NA,"31",NA,NA,1,NA,"Muganda",1,NA,"2016-Oct-31 12:33:43",1,NA,"1 9 3 8",NA,"5 7",NA,"2016-Oct-31 12:39:43",5,NA,NA,6,4,"2016-Oct-31 12:42:15",1,1,NA,2,2,0.345543494582587,NA,NA,1,3,NA,NA,"2016-Oct-31 12:14:56",1,"1 6 8",NA,"2016-Oct-31 12:46:54",NA,2,2,2,2,"2016-Oct-31 12:51:24",NA,NA,NA,NA,0.340678768876322,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.617141266238906,NA,2,NA,NA,2,NA,NA,2,2,1,NA,"2016-Oct-31 13:03:42",NA,0.540701291672717,NA,1,0.566511628682713,NA,1,1,"2016-Oct-31 13:05:24",0.406322593833153,NA,"2016-Oct-31 13:09:54",2,2,"2016-Oct-31 13:11:52","2016-Oct-31 13:19:30",4,NA,2,2,"2016-Oct-31 13:20:18",2,1,0.228756311349672,"2016-Oct-31 13:21:34",0.17879735482402,NA,1,NA,"2016-Oct-31 13:22:17",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,2,8,NA,2,NA,5,NA,2,NA,"2016-Oct-31 13:24:52",NA,1,2,1,2,3,3,2,2,2,"2016-Oct-31 13:25:20",7,2,1,2,NA,NA,NA,NA,NA,"6",NA,"Don't know",NA,"2016-Oct-31 13:27:14",2,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,"Ok","uuid:a9b3bb49-70a9-49aa-bd5b-c5c10d48c0c9",1610280719,"uuid:a9b3bb49-70a9-49aa-bd5b-c5c10d48c0c9",96
"9","Oct 31, 2016 7:59:11 PM","Oct 31, 2016 2:25:31 PM","Oct 31, 2016 3:38:23 PM",38,NA,NA,NA,NA,1,NA,1,NA,"Oct 31, 2016 2:25:00 PM",41623081,41623081,4,2,"2016-Oct-31 14:26:57",1,1,43,1,NA,2,NA,NA,10,8,0,9,NA,11,"6 8",NA,3,2,1,1,11,NA,2,31,NA,"2",NA,NA,24,NA,"Munyoro",1,NA,"2016-Oct-31 14:41:28",1,NA,"1 9 3 8",NA,"5 1",NA,"2016-Oct-31 14:45:13",5,NA,3,6,5,"2016-Oct-31 14:46:48",3,3,NA,1,1,0.185023260261146,1,2,NA,NA,NA,NA,"2016-Oct-31 14:25:31",0,"2 4 6",NA,"2016-Oct-31 14:55:09",NA,2,2,1,2,"2016-Oct-31 14:57:03",NA,NA,"media\AA_32fc1c35-09bd-44ca-9bbb-066a9d224a9a_note8_1.3gpp",NA,0.119185171866318,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.359996479798093,NA,2,NA,NA,2,NA,NA,2,1,1,NA,"2016-Oct-31 15:03:49",NA,0.657247809389141,NA,1,0.10181052505627,2,NA,1,"2016-Oct-31 15:05:11",0.898550676034567,NA,"2016-Oct-31 15:12:28",2,2,"2016-Oct-31 15:14:38","2016-Oct-31 15:24:41",9,NA,3,4,"2016-Oct-31 15:25:58",1,NA,0.275045122601895,"2016-Oct-31 15:27:12",0.501074274565354,NA,NA,1,"2016-Oct-31 15:28:52",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,4,8,NA,2,NA,5,NA,3,NA,"2016-Oct-31 15:30:30",NA,1,2,1,2,5,3,1,2,2,"2016-Oct-31 15:31:01",5,1,1,1,"media\AA_32fc1c35-09bd-44ca-9bbb-066a9d224a9a_note_sec19.3gpp",NA,6,NA,"One was about sanitation and another one was education",NA,NA,NA,NA,"2016-Oct-31 15:33:05",2,NA,NA,NA,NA,1,NA,3,NA,NA,1,NA,"Was fine","uuid:32fc1c35-09bd-44ca-9bbb-066a9d224a9a",1610280719,"uuid:32fc1c35-09bd-44ca-9bbb-066a9d224a9a",96
"10","Oct 31, 2016 7:59:15 PM","Oct 31, 2016 9:37:23 AM","Oct 31, 2016 10:30:38 AM",12,NA,NA,NA,NA,1,NA,1,NA,"Oct 31, 2016 9:47:00 AM",41623271,41623271,4,1,"2016-Oct-31 09:48:37",1,1,20,1,NA,7,NA,NA,1,NA,NA,NA,NA,0,"8",NA,1,1,1,1,10,NA,2,31,NA,"1 2",NA,NA,24,NA,"Munyoro",3,NA,"2016-Oct-31 09:52:15",15,"Casual labour ","1 3 4 6",NA,"3",NA,"2016-Oct-31 09:56:29",5,NA,NA,2,5,"2016-Oct-31 09:57:36",2,2,NA,2,2,0.165869520923265,1,3,NA,NA,NA,NA,"2016-Oct-31 09:37:23",1,"1 3 8",NA,"2016-Oct-31 10:04:02",NA,1,2,2,2,"2016-Oct-31 10:05:37",NA,NA,"media\AA_d8e2bb6a-1abc-4775-8909-d509a3d7c466_note8_1.3gpp",NA,0.899064595399655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,1,1,NA,0.25477053158819,1,NA,NA,NA,1,NA,1,NA,1,1,NA,"2016-Oct-31 10:09:31",NA,0.565664785314675,NA,2,0.899570580251669,NA,2,2,"2016-Oct-31 10:11:07",0.0648108331834542,NA,"2016-Oct-31 10:13:39",1,2,"2016-Oct-31 10:15:34","2016-Oct-31 10:21:11",4,NA,0,6,"2016-Oct-31 10:21:39",1,NA,0.552046651747364,"2016-Oct-31 10:23:08",0.726127201653711,NA,NA,1,"2016-Oct-31 10:23:40",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,3,NA,NA,1,5,NA,7,NA,7,NA,9,"Does not cook","2016-Oct-31 10:25:12",NA,2,1,1,2,3,3,2,2,2,"2016-Oct-31 10:25:47",6,1,2,NA,"media\AA_d8e2bb6a-1abc-4775-8909-d509a3d7c466_note_sec19.3gpp",NA,5,NA,NA,NA,NA,NA,NA,"2016-Oct-31 10:27:23",2,NA,NA,NA,NA,1,NA,3,NA,NA,1,NA,"Positive but they are not willing to watch another movie ","uuid:d8e2bb6a-1abc-4775-8909-d509a3d7c466",1610280719,"uuid:d8e2bb6a-1abc-4775-8909-d509a3d7c466",96
