"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","consent_text","consent","note_3","resp_status","resp_interviewed","date_time","id_c","id_2_c","district_calc","id","id_2","district","sex_q2_1","day_q2_2","age_q2_3_c","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","lc1_naba_vht_q2_11","q2_12err","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","activity_q3_1","q3_1_oth","frequency_discussion_q3_1","convers_q3_3","q3_3err","granchildren_q3_4","granchildren_boys_q3_5","food_q4_2","news_q4_1","watchTV_q4_1","mobile_q4_2","randomdraw1","random_order","note_q5_1","doctor_q5_1a","teacher_q5_1a","principal_q5_1a","official_q5_1a","judge_q5_1a","police_q5_1a","clergy_q5_1a","note_q5_1_b","doctor_q5_1b","teacher_q5_1b","police_q5_1b","clergy_q5_1b","principal_q5_1b","official_q5_1b","judge_q5_1b","note_q5_1_c","official_q5_1c","judge_q5_1c","doctor_q5_1c","teacher_q5_1c","police_q5_1c","clergy_q5_1c","principal_q5_1c","note_q5_1_d","official_q5_1d","judge_q5_1d","doctor_q5_1d","teacher_q5_1d","police_q5_1d","clergy_q5_1d","principal_q5_1d","note_q5_1_e","official_q5_1e","judge_q5_1e","doctor_q5_1e","teacher_q5_1e","police_q5_1e","clergy_q5_1e","principal_q5_1e","note_q5_1_f","official_q5_1f","judge_q5_1f","doctor_q5_1f","teacher_q5_1f","police_q5_1f","clergy_q5_1f","principal_q5_1f","goals_q6_2","q6_2err","note7_1","boys_school_q7_1","able_marry_q7_2","final_say_q7_3","child_rearing_q7_4","note8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","spiral_risk_q8_7","note8_8","empathy_pair_q8_8","empathy_husband_q8_9","free_riding_ran","free_riding","free_riding_lug","free.riding_q8_10","free.riding_q8_10_oth","free.riding_q8_10_no","free.riding_q8_10_2","free.riding_q8_10_2no","revenge_q8_11","note8_12","forum_ran","forum","R_gender","R_not_gender","R_gender_lug","R_not_gender_lug","reporting_exp_q8_12","reporting_intro","reporting_intro_2","reporting_cost1_q8_13a","reporting_cost2_q8_13b","reporting_cost3_q8_13c","intervention_q9_1","interv_consequence_q9_2","randomdraw6","tribe_q2_25","q2_25_oth","tribe1","religion_q14_1","q14_1_oth","religion_times_q14_2","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note_17","beating_freq_q17_2","beating_yes_q17_2b","beating_no_q17_2b","note_17_2","hh_violence_yesno_q17_2","incidents_q17_2b","hh_violence_freq_q17_3","hh_violence_yes_q17_3b","hh_violence_no_q17_3b","ipv_efficacy_q17_4","films_q17_1","other_attend_q17_2","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_19","q19_1","organizers_q18_1","followup_fest_q18_2","attendance_q18_3","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","note20","observe_conditions_q18_4","note20_2","survey_language","survey_language_oth","woman_kneeling","comments","instanceID","formdef_version","KEY","tc_id"
"48","Oct 18, 2016 7:22:58 PM","Oct 18, 2016 12:49:57 PM","Oct 18, 2016 2:11:36 PM",7,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 12:55:00 PM",NA,NA,NA,NA,NA,NA,1,2,NA,32,1,NA,1,NA,"11",NA,7,2,NA,2,NA,"37",NA,NA,1,NA,NA,"4 7",NA,NA,NA,NA,5,2,5,0.0106757553669177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 6 8",NA,NA,NA,NA,NA,NA,NA,NA,0.527369908199037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.669216939189472,NA,NA,2,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.867240858426799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:aeb4f6c2-a135-419d-8f66-3a3553a69de3",1610170740,"uuid:aeb4f6c2-a135-419d-8f66-3a3553a69de3",NA
"49","Oct 18, 2016 7:23:04 PM","Oct 18, 2016 10:55:16 AM","Oct 18, 2016 12:43:16 PM",4,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 10:26:00 AM",NA,NA,NA,NA,NA,NA,1,1,NA,25,1,NA,1,NA,"2",NA,9,NA,2,2,NA,"37",NA,NA,10,NA,NA,"1 3 7",NA,NA,NA,NA,5,3,5,0.200007339957195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 6 8",NA,NA,NA,NA,NA,NA,NA,NA,0.568682337089456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.689577278089145,NA,NA,2,NA,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273544963893004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:dd28fcdc-9e60-4ad2-98d7-577b0d7bd6d4",1610121154,"uuid:dd28fcdc-9e60-4ad2-98d7-577b0d7bd6d4",NA
"50","Oct 18, 2016 7:23:46 PM","Oct 18, 2016 10:39:54 AM","Oct 18, 2016 12:09:57 PM",11,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 10:46:00 AM",NA,NA,NA,NA,NA,NA,2,1,NA,55,2,NA,2,NA,"11",NA,18,NA,4,2,NA,"37",NA,NA,1,NA,NA,"1",NA,NA,NA,NA,2,6,5,0.608814111529769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 6",NA,NA,NA,NA,NA,NA,NA,NA,0.24555215773566,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.535297121673821,NA,1,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553308489378863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:8b73a49c-2a65-4e7c-be9b-a99a53280480",1610170740,"uuid:8b73a49c-2a65-4e7c-be9b-a99a53280480",NA
"51","Oct 18, 2016 7:24:24 PM","Oct 18, 2016 12:37:07 PM","Oct 18, 2016 1:42:45 PM",11,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 12:38:00 PM",NA,NA,NA,NA,NA,NA,2,1,NA,50,2,NA,1,NA,"2",NA,4,2,NA,2,NA,"37",NA,NA,1,NA,NA,"1 7",NA,NA,NA,NA,5,6,5,0.915384400759068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 6",NA,NA,NA,NA,NA,NA,NA,NA,0.891370637237408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,NA,NA,2,NA,2,0.596623554929085,NA,2,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597669204868225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,"6",NA,"Doesn't know ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:ff9e7a2b-45fd-42a0-822d-cd9fbae11923",1610170740,"uuid:ff9e7a2b-45fd-42a0-822d-cd9fbae11923",NA
"52","Oct 18, 2016 7:24:31 PM","Oct 18, 2016 1:18:29 PM","Oct 18, 2016 2:56:00 PM",4,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 1:18:00 PM",NA,NA,NA,NA,NA,NA,1,1,NA,24,1,NA,1,NA,"11",NA,4,2,NA,26,NA,"2 30",NA,NA,1,NA,NA,"5 7",NA,NA,NA,NA,5,6,5,0.0328521327647004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 6 8",NA,NA,NA,NA,NA,NA,NA,NA,0.975241388871844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,NA,NA,2,NA,1,0.89934123151502,NA,NA,2,NA,2,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11576393752871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,"6",NA,"He did not watch any movie ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:07ab4640-f16b-4a09-89bc-acdff7f80389",1610121154,"uuid:07ab4640-f16b-4a09-89bc-acdff7f80389",NA
"53","Oct 18, 2016 7:24:41 PM","Oct 18, 2016 10:49:22 AM","Oct 18, 2016 7:21:36 PM",24,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 10:49:00 AM",NA,NA,NA,NA,NA,NA,1,1,NA,39,1,NA,2,NA,"11",NA,9,NA,2,2,NA,"2 30",NA,NA,1,NA,NA,"5 1",NA,NA,NA,NA,5,2,5,0.920810217549306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 4 6",NA,NA,NA,NA,NA,NA,NA,NA,0.00650924277945442,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.660216867876658,NA,2,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492453346479587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:accd15a3-8584-4eec-85f0-a183e4bd0286",1610170740,"uuid:accd15a3-8584-4eec-85f0-a183e4bd0286",NA
"54","Oct 18, 2016 7:25:05 PM","Oct 18, 2016 10:42:17 AM","Oct 18, 2016 12:59:50 PM",35,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 10:52:00 AM",NA,NA,NA,NA,NA,NA,2,1,NA,34,2,NA,2,NA,"11",NA,13,NA,2,2,NA,"1 26 29",NA,NA,7,NA,NA,"1",NA,NA,NA,NA,5,6,5,0.0989790913076973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 6 7",NA,NA,NA,NA,NA,NA,NA,NA,0.319978554168474,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.7049719812609,NA,NA,2,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211173682940269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:bceea8e4-8d0b-431e-b61a-fd63fa022843",1610170740,"uuid:bceea8e4-8d0b-431e-b61a-fd63fa022843",NA
"55","Oct 18, 2016 7:25:49 PM","Oct 18, 2016 1:13:52 PM","Oct 18, 2016 3:01:06 PM",35,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 1:22:00 PM",NA,NA,NA,NA,NA,NA,2,2,NA,30,2,NA,2,NA,"11",NA,5,3,NA,2,NA,"2",NA,NA,1,NA,NA,"1",NA,NA,NA,NA,5,6,1,0.256686155441784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 6 7",NA,NA,NA,NA,NA,NA,NA,NA,0.454252653566248,NA,NA,NA,NA,NA,NA,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.585401528371557,NA,2,NA,NA,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868278743631652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:ec0f9483-a8d0-410f-aa90-d4ba139397ac",1610170740,"uuid:ec0f9483-a8d0-410f-aa90-d4ba139397ac",NA
"56","Oct 18, 2016 7:26:17 PM","Oct 18, 2016 9:59:31 AM","Oct 18, 2016 11:52:15 AM",5,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 10:09:00 AM",NA,NA,NA,NA,NA,NA,2,2,NA,39,1,NA,2,NA,"11",NA,18,NA,4,26,NA,"2 27 29",NA,NA,1,NA,NA,"5 1 7",NA,NA,NA,NA,3,1,1,0.683558320704962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 4",NA,NA,NA,NA,NA,NA,NA,NA,0.163936560679519,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.525797846174097,NA,2,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787465668075885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:3eb540db-2685-4e15-8ee2-27d84364a475",1610170740,"uuid:3eb540db-2685-4e15-8ee2-27d84364a475",NA
"57","Oct 18, 2016 7:26:44 PM","Oct 18, 2016 12:12:35 PM","Oct 18, 2016 1:39:30 PM",23,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 12:28:00 PM",NA,NA,NA,NA,NA,NA,2,3,NA,25,2,NA,2,NA,"2",NA,4,3,NA,2,NA,"22",NA,NA,1,NA,NA,"1",NA,NA,NA,NA,5,6,4,0.75330312338133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 5 6",NA,NA,NA,NA,NA,NA,NA,NA,0.428448541123773,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.561755362152961,NA,2,NA,NA,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0656749276945227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:0ceeb947-29d1-4406-8c8b-dfbbbee7abe7",1610170740,"uuid:0ceeb947-29d1-4406-8c8b-dfbbbee7abe7",NA
"58","Oct 18, 2016 7:27:27 PM","Oct 18, 2016 10:15:23 AM","Oct 18, 2016 11:53:07 AM",3,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 10:16:00 AM",NA,NA,NA,NA,NA,NA,1,2,NA,49,1,NA,2,NA,"1 2 6",NA,6,2,NA,27,NA,"2 27",NA,NA,1,NA,NA,"5 1",NA,NA,NA,NA,5,3,5,0.378468717674084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 4 8",NA,NA,NA,NA,NA,NA,NA,NA,0.882556518560579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,2,NA,2,0.281753434299824,2,NA,NA,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.444478069481337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,"6",NA,"Does not know of anything ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:ddd31851-68e2-4475-97f5-c43946cb1afb",1610170740,"uuid:ddd31851-68e2-4475-97f5-c43946cb1afb",NA
"59","Oct 18, 2016 7:27:26 PM","Oct 18, 2016 12:45:04 PM","Oct 18, 2016 2:03:27 PM",5,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 12:53:00 PM",NA,NA,NA,NA,NA,NA,2,3,NA,26,2,NA,2,NA,"11",NA,4,2,NA,2,NA,"2 26 30",NA,NA,1,NA,NA,"5 1 3 7",NA,NA,NA,NA,4,6,1,0.732888807208745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 6 8",NA,NA,NA,NA,NA,NA,NA,NA,0.981999140871078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,1,1,NA,0.994419650091279,NA,NA,1,NA,2,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885551136087948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:5a3b1fb5-6335-46e1-b8a7-8804bc6fe134",1610170740,"uuid:5a3b1fb5-6335-46e1-b8a7-8804bc6fe134",NA
"60","Oct 18, 2016 7:27:43 PM","Oct 18, 2016 2:00:29 PM","Oct 18, 2016 4:04:47 PM",23,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 2:16:00 PM",NA,NA,NA,NA,NA,NA,2,1,NA,23,2,NA,1,NA,"10",NA,6,2,NA,2,NA,"1",NA,NA,1,NA,NA,"1 2 3",NA,NA,NA,NA,5,6,2,0.183174944755854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 4 6",NA,NA,NA,NA,NA,NA,NA,NA,0.270948493932814,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.380110205155838,NA,2,NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244435254867402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:a7055758-933a-46b1-a44a-dd6aaf099ee3",1610170740,"uuid:a7055758-933a-46b1-a44a-dd6aaf099ee3",NA
"61","Oct 18, 2016 7:28:18 PM","Oct 18, 2016 3:49:11 PM","Oct 18, 2016 5:40:44 PM",3,NA,NA,NA,NA,1,NA,NA,NA,"Oct 18, 2016 3:55:00 PM",NA,NA,NA,NA,NA,NA,1,1,NA,26,1,NA,2,NA,"11",NA,4,4,NA,2,NA,"2",NA,NA,6,NA,NA,"4",NA,NA,NA,NA,5,2,5,0.822511720675676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 6",NA,NA,NA,NA,NA,NA,NA,NA,0.257817012578294,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.446651958833205,NA,2,NA,NA,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665231123641002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:d4137de2-4ae8-46ac-a853-526ca679e50c",1610170740,"uuid:d4137de2-4ae8-46ac-a853-526ca679e50c",NA
