"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","audio","audio_consent","consent_text","consent","note_3","date_time","id","id_2","district","tracking","time_2","sex_q2_1","day_q2_2","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","note2_6","members_q2_6","child_q2_7","older_q2_8","younger_q2_9","q2_9err","born_q2_10","lc1_naba_vht_q2_11","q2_12err","discuss_q2_13","big_city_q2_14","kla_q2_14","vill16_q2_15","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","tribe_q2_25","q2_25_oth","tribe1","uga_q2_22","uga_q2_22b","time_3","activity_q3_1","q3_1_oth","free_time_q3_2","q3_2err","convers_q3_3","q3_3err","time_4","news_q4_1","oly_q4_2","africa_cup_q4_3","watchTV_q4_1","mobile_q4_2","time_5","living_cond_q5_1","living_tribe_q5_2","living_tribe_q5_2b","cond_parents_q5_3","cond_children_q5_4","randomdraw1","hardwork_q5_5","hardwork_q5_6","religious_q5_7","religious_q5_8","willing_q5_9","willing_q5_10","time_6","new_ideas_q6_2a_c1","goals_q6_2","q6_2err","time_7","note7_1","achiever_q7_1","kneel_q7_3","woman_earns_q7_3","women_leaders_q7_5","time_8","note8","note_sec8","audio_sec8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","note8_1f","time_9","note9_1","randomdraw4","citizens_q9_1a_1","citizens_q9_1a_2","randomdraw5","government_q9_1b_1","government_q9_1b_2","elders_q9_2","time_10","randomdraw6","note_10_1","time_11","robbed_police_q11_5","gov_resp_q11_2","time_12","time_13","religion_q14_1","q14_1_oth","religion_times_q14_2","pray_private_q14_4","time_14","killed_witch_q14_1","possible_kill_q14_1b","randomdraw9","time_15","randomdraw11","note15_1son","qualities_son_q15_2_3","move_son_q15_3","qualities_daughter_q15_2_3","move_daughter_q15_3","time_16","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note16_2","once_week_q16_2","once_week_q16_2b","once_month_q16_2b","friends_fam_q16_3","note17","note17_1","dwelling_q16_1","q16_1_oth","note17_2","rooms_q16_2","walls_q16_5","q16_5_oth","floor_q16_6","q16_6_oth","light_q16_7","q16_7_oth","fuel_q16_8","q16_8_oth","time_18","note18_1","radio_q17_1","tv_q17_2","cellphone_q17_5","cellpone_internet_q17_5a","cellphone_battery_q17_5b","cellphone_unit_q17_5b_units","chair_q17_7","sofa_q17_8","motor_cycle_q17_15","time_19","films_q17_1","other_attend_q17_2","audio_sec19","note_sec19","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_sec19_2","time_20","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","followup_q18_3","note20","observe_conditions_q18_4","note20_2","note21","instanceID","formdef_version","KEY","tc_id"
"11","Oct 15, 2016 11:17:17 AM","Oct 14, 2016 11:50:03 AM","Oct 14, 2016 1:33:18 PM",5,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:58:00 AM",22446688,22446688,4,1,"2016-Oct-14 11:59:03",1,1,46,1,NA,1,NA,NA,6,4,0,5,NA,3,"11",NA,3,1,NA,2,9,NA,2,2,NA,"1",NA,NA,1,NA,"Muganda",2,NA,"2016-Oct-14 12:05:10",7,NA,"1 9 6 8",NA,"5 2 7",NA,"2016-Oct-14 12:11:25",5,NA,1,3,5,"2016-Oct-14 12:14:35",3,3,NA,2,2,0.715363214197913,NA,NA,NA,NA,1,1,"2016-Oct-14 11:50:03",1,"1 4 8",NA,"2016-Oct-14 12:25:03",NA,2,1,1,2,"2016-Oct-14 12:27:34",NA,NA,"media\AA_07ade1e9-a794-472b-890b-8ad084ae375b_note8_1.3gpp",NA,0.134904800465836,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.455409587780007,NA,2,NA,NA,2,NA,NA,2,1,1,NA,"2016-Oct-14 12:35:47",NA,0.26599031483157,1,NA,0.0430098430725168,1,NA,1,"2016-Oct-14 12:38:39",0.729629571403673,NA,"2016-Oct-14 12:43:42",2,1,"2016-Oct-14 12:46:05","2016-Oct-14 12:56:46",9,NA,2,1,"2016-Oct-14 12:57:44",2,2,0.255100355142043,"2016-Oct-14 13:00:48",0.529793072002532,NA,NA,NA,1,1,"2016-Oct-14 13:03:13",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,1,NA,NA,2,5,NA,7,NA,6,NA,2,NA,"2016-Oct-14 13:08:45",NA,1,1,1,1,2,3,1,2,1,"2016-Oct-14 13:10:22",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 13:11:39",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:07ade1e9-a794-472b-890b-8ad084ae375b",1610121154,"uuid:07ade1e9-a794-472b-890b-8ad084ae375b",90
"12","Oct 15, 2016 11:19:57 AM","Oct 14, 2016 11:11:50 AM","Oct 14, 2016 12:27:38 PM",39,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:12:00 AM",12345678,12345678,1,1,"2016-Oct-14 11:12:59",2,2,37,2,NA,1,NA,NA,7,5,1,5,NA,6,"11",NA,3,2,NA,2,8,NA,2,2,NA,"37",NA,NA,1,NA,"Muganda",3,NA,"2016-Oct-14 11:19:51",7,NA,"1 11",NA,"5 4",NA,"2016-Oct-14 11:24:19",4,NA,NA,6,5,"2016-Oct-14 11:26:14",1,3,NA,2,1,0.00375525404929988,1,1,NA,NA,NA,NA,"2016-Oct-14 11:11:51",1,"1 4 6",NA,"2016-Oct-14 11:35:13",NA,1,2,1,2,"2016-Oct-14 11:36:54",NA,NA,"media\AA_e55f782d-58ed-41fd-bf8b-052582af1b1a_note8_1.3gpp",NA,0.65047986032398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.366230884326908,NA,2,NA,NA,2,NA,NA,2,2,2,NA,"2016-Oct-14 11:45:40",NA,0.418273288079454,2,NA,0.975030953156014,NA,1,1,"2016-Oct-14 11:47:46",0.183182515858859,NA,"2016-Oct-14 11:52:50",2,2,"2016-Oct-14 11:55:51","2016-Oct-14 12:07:48",11,NA,1,1,"2016-Oct-14 12:08:25",2,1,0.250154980384441,"2016-Oct-14 12:11:16",0.745368350451676,NA,NA,NA,4,1,"2016-Oct-14 12:13:52",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,2,NA,NA,2,NA,NA,2,2,NA,7,NA,1,NA,3,NA,"2016-Oct-14 12:18:14",NA,1,2,1,2,4,3,1,2,2,"2016-Oct-14 12:18:51",7,4,"media\AA_e55f782d-58ed-41fd-bf8b-052582af1b1a_note_sec19.3gpp",NA,NA,NA,NA,4,NA,NA,NA,"2016-Oct-14 12:19:16",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:e55f782d-58ed-41fd-bf8b-052582af1b1a",1610121154,"uuid:e55f782d-58ed-41fd-bf8b-052582af1b1a",1
"13","Oct 15, 2016 11:20:47 AM","Oct 14, 2016 11:59:40 AM","Oct 14, 2016 1:27:10 PM",41,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 12:00:00 PM",12345678,12345678,2,1,"2016-Oct-14 12:01:58",2,1,28,2,NA,1,NA,NA,6,4,1,4,NA,3,"11",NA,3,1,NA,2,10,NA,2,2,NA,"1",NA,NA,1,NA,"Muganda",3,NA,"2016-Oct-14 12:06:39",1,NA,"4 5 11 6",NA,"3 4",NA,"2016-Oct-14 12:11:26",4,NA,NA,6,5,"2016-Oct-14 12:14:38",1,1,NA,1,2,0.160391222206651,3,2,NA,NA,NA,NA,"2016-Oct-14 11:59:40",1,"3 4 8",NA,"2016-Oct-14 12:28:35",NA,1,2,2,2,"2016-Oct-14 12:30:47",NA,NA,"media\AA_4499291e-62f5-47d7-95c3-b25a6017ae72_note8_1.3gpp",NA,0.33440737577204,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.892019664574739,NA,NA,2,NA,2,2,NA,NA,1,1,NA,"2016-Oct-14 12:37:57",NA,0.590745282531483,NA,1,0.857869054323265,NA,1,1,"2016-Oct-14 12:40:39",0.776089881399998,NA,"2016-Oct-14 12:46:14",2,2,"2016-Oct-14 12:48:25","2016-Oct-14 12:59:29",11,NA,1,4,"2016-Oct-14 13:00:39",2,2,0.90303005829896,"2016-Oct-14 13:03:06",0.037969807282744,NA,1,1,NA,NA,"2016-Oct-14 13:05:58",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,3,6,NA,7,NA,7,NA,2,NA,"2016-Oct-14 13:11:41",NA,1,1,1,2,3,3,2,2,2,"2016-Oct-14 13:13:23",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 13:14:17",2,NA,NA,NA,NA,1,NA,6,NA,NA,"uuid:4499291e-62f5-47d7-95c3-b25a6017ae72",1610121154,"uuid:4499291e-62f5-47d7-95c3-b25a6017ae72",16
"14","Oct 15, 2016 11:23:11 AM","Oct 14, 2016 11:43:51 AM","Oct 14, 2016 12:47:12 PM",16,NA,NA,NA,NA,2,NA,1,NA,"Oct 14, 2016 11:47:00 AM",12345678,12345678,1,1,"2016-Oct-14 11:52:01",1,1,31,1,NA,1,NA,NA,2,0,0,1,NA,0,"4",NA,2,1,NA,2,6,2,NA,2,NA,"3 22",NA,NA,18,NA,"Mukiga",2,NA,"2016-Oct-14 11:56:54",3,NA,"9",NA,"1",NA,"2016-Oct-14 11:57:39",5,1,1,1,5,"2016-Oct-14 11:58:51",2,2,NA,2,NA,0.47710270261384,NA,NA,3,2,NA,NA,"2016-Oct-14 11:43:51",0,"1 2 3",NA,"2016-Oct-14 12:02:38",NA,1,2,2,1,"2016-Oct-14 12:03:55",NA,NA,NA,NA,0.826450531232562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,NA,NA,1,1,NA,0.981236675528488,NA,NA,2,NA,1,2,NA,NA,1,1,NA,"2016-Oct-14 12:09:41",NA,0.706959017900854,NA,2,0.778596936302974,NA,1,1,"2016-Oct-14 12:11:51",0.0155471158400599,NA,"2016-Oct-14 12:17:57",2,2,"2016-Oct-14 12:18:56","2016-Oct-14 12:24:14",5,NA,1,4,"2016-Oct-14 12:24:34",2,1,0.427594592665967,"2016-Oct-14 12:26:38",0.329896687543948,NA,3,1,NA,NA,"2016-Oct-14 12:29:21",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,4,7,NA,7,NA,9,NA,3,NA,"2016-Oct-14 12:37:55",NA,1,2,1,2,1,3,1,2,2,"2016-Oct-14 12:39:06",6,3,NA,NA,"5",NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:39:44",2,NA,NA,NA,NA,1,NA,2,NA,NA,"uuid:5a00e801-9052-4caf-a275-f455e89c2135",1610121154,"uuid:5a00e801-9052-4caf-a275-f455e89c2135",1
"15","Oct 15, 2016 11:23:19 AM","Oct 14, 2016 12:07:04 PM","Oct 14, 2016 1:50:28 PM",18,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 12:07:00 PM",12345678,12345678,1,1,"2016-Oct-14 12:11:19",2,2,49,1,NA,6,NA,NA,8,2,1,6,NA,5,"2",NA,3,2,NA,2,7,2,NA,2,NA,"2",NA,NA,1,NA,"Muganda",2,NA,"2016-Oct-14 12:21:31",15,"Dealing in stones","1 9 6",NA,"2 4",NA,"2016-Oct-14 12:26:47",4,NA,3,4,5,"2016-Oct-14 12:30:59",1,1,NA,2,2,0.628061318996196,NA,NA,3,1,NA,NA,"2016-Oct-14 12:07:04",1,"4 6 7",NA,"2016-Oct-14 12:50:07",NA,2,1,2,2,"2016-Oct-14 12:51:41",NA,NA,"media\AA_d9724631-0841-434d-af63-7a681a8faef9_note8_1.3gpp",NA,0.82199147371087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,1,1,NA,0.690176749817306,NA,NA,2,NA,2,2,NA,NA,1,1,NA,"2016-Oct-14 13:01:41",NA,0.414309285863668,1,NA,0.0964064855169073,2,NA,1,"2016-Oct-14 13:06:04",0.857282558286045,NA,"2016-Oct-14 13:08:41",2,2,"2016-Oct-14 13:11:09","2016-Oct-14 13:24:10",11,NA,1,1,"2016-Oct-14 13:27:10",2,1,0.807164062491645,"2016-Oct-14 13:31:23",0.298921161401101,NA,2,1,NA,NA,"2016-Oct-14 13:34:37",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,2,NA,NA,3,NA,NA,2,7,NA,7,NA,7,NA,2,NA,"2016-Oct-14 13:38:53",NA,1,1,1,2,3,3,1,1,2,"2016-Oct-14 13:40:22",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 13:41:26",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:d9724631-0841-434d-af63-7a681a8faef9",1610121154,"uuid:d9724631-0841-434d-af63-7a681a8faef9",1
"16","Oct 15, 2016 11:26:44 AM","Oct 14, 2016 11:33:53 AM","Oct 15, 2016 11:24:19 AM",25,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:34:00 AM",12345678,12345678,1,1,"2016-Oct-14 11:35:16",2,1,29,2,NA,2,NA,NA,4,2,1,2,NA,2,"11",NA,3,2,NA,2,7,2,NA,2,NA,"37",NA,NA,1,NA,"Muganda",3,NA,"2016-Oct-14 11:45:10",14,NA,"1 9 10 6",NA,"4",NA,"2016-Oct-14 11:50:06",4,NA,NA,4,5,"2016-Oct-14 11:51:57",1,1,NA,1,2,0.311813775323462,1,1,NA,NA,NA,NA,"2016-Oct-14 11:33:53",1,"6 7 8",NA,"2016-Oct-14 11:58:06",NA,2,2,2,1,"2016-Oct-14 11:59:44",NA,NA,"media\AA_4b3412a4-71ba-4398-9958-759611ae45af_note8_1.3gpp",NA,0.0213182169060355,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.275637969026495,2,NA,NA,NA,1,NA,1,NA,1,1,NA,"2016-Oct-14 12:07:12",NA,0.489377108035943,2,NA,0.934426392723479,NA,1,1,"2016-Oct-14 12:09:07",0.857419515727641,NA,"2016-Oct-14 12:15:23",3,2,"2016-Oct-14 12:18:43","2016-Oct-14 12:33:20",11,NA,0,9,"2016-Oct-14 12:34:56",2,2,0.15657470566006,"2016-Oct-14 12:36:42",0.048202720412243,NA,1,1,NA,NA,"2016-Oct-14 12:38:24",NA,NA,3,1,"3",NA,NA,NA,1,2,NA,1,NA,NA,2,NA,NA,1,5,NA,3,NA,7,NA,2,NA,"2016-Oct-14 12:43:25",NA,1,2,1,2,3,3,1,1,2,"2016-Oct-14 12:44:13",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:44:43",2,NA,NA,NA,NA,1,NA,2,NA,NA,"uuid:4b3412a4-71ba-4398-9958-759611ae45af",1610121154,"uuid:4b3412a4-71ba-4398-9958-759611ae45af",1
"17","Oct 15, 2016 11:27:14 AM","Oct 14, 2016 10:58:15 AM","Oct 14, 2016 1:07:55 PM",13,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:10:00 AM",12345678,12345678,2,1,"2016-Oct-14 11:11:10",1,2,34,1,NA,2,NA,NA,4,2,0,3,NA,2,"7",NA,2,1,NA,2,9,NA,2,2,NA,"37",NA,NA,23,NA,"Munyole",3,NA,"2016-Oct-14 11:24:49",8,NA,"1 4 6 8",NA,"5 2 4",NA,"2016-Oct-14 11:32:20",5,NA,1,1,5,"2016-Oct-14 11:36:31",1,3,NA,1,1,0.325037534943343,1,1,NA,NA,NA,NA,"2016-Oct-14 10:58:15",0,"1 5 7",NA,"2016-Oct-14 11:48:05",NA,2,2,1,2,"2016-Oct-14 11:51:12",NA,NA,"media\AA_a3a5528e-c4d2-4e19-b3f2-7ad1b467b5db_note8_1.3gpp",NA,0.958293858448289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,1,2,NA,0.760287784999615,NA,NA,1,NA,2,1,NA,NA,2,1,NA,"2016-Oct-14 12:04:19",NA,0.17539568632548,1,NA,0.456383055388464,1,NA,1,"2016-Oct-14 12:07:26",0.127548835783597,NA,"2016-Oct-14 12:18:41",2,2,"2016-Oct-14 12:21:47","2016-Oct-14 12:39:25",4,NA,0,3,"2016-Oct-14 12:40:47",2,1,0.47985824610065,"2016-Oct-14 12:45:27",0.732393101564883,NA,NA,NA,2,1,"2016-Oct-14 12:48:39",NA,NA,1,0,NA,NA,NA,NA,2,NA,3,2,NA,NA,3,NA,NA,1,5,NA,7,NA,7,NA,2,NA,"2016-Oct-14 12:56:45",NA,1,1,1,2,2,3,1,1,2,"2016-Oct-14 12:57:39",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:59:33",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:a3a5528e-c4d2-4e19-b3f2-7ad1b467b5db",1610121154,"uuid:a3a5528e-c4d2-4e19-b3f2-7ad1b467b5db",15
"18","Oct 15, 2016 11:33:49 AM","Oct 14, 2016 11:07:44 AM","Oct 14, 2016 4:38:38 PM",46,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:08:00 AM",12345671,12345671,1,1,"2016-Oct-14 11:09:38",1,2,33,1,NA,7,NA,NA,2,0,1,0,NA,0,"11",NA,4,1,NA,2,2,4,NA,2,NA,"3 17",NA,NA,17,NA,"Mukhonjo",3,NA,"2016-Oct-14 11:20:43",6,NA,"8",NA,"8",NA,"2016-Oct-14 11:27:38",1,NA,NA,6,1,"2016-Oct-14 11:31:22",2,2,NA,2,2,0.170382578703489,1,1,NA,NA,NA,NA,"2016-Oct-14 11:07:45",0,"2 5 8",NA,"2016-Oct-14 11:51:35",NA,2,2,1,2,"2016-Oct-14 11:54:40",NA,NA,"media\AA_49743a8a-6b18-456c-8788-78dd0f578b13_note8_1.3gpp",NA,0.654391551245419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0.816770191842454,NA,NA,2,NA,1,2,NA,NA,2,2,NA,"2016-Oct-14 12:09:33",NA,0.99798550224527,NA,1,0.790277236938283,NA,2,1,"2016-Oct-14 12:14:10",0.491448756294699,NA,"2016-Oct-14 12:22:12",2,1,"2016-Oct-14 12:25:30","2016-Oct-14 12:41:29",11,NA,1,1,"2016-Oct-14 12:42:43",1,NA,0.125125507576866,"2016-Oct-14 12:46:49",0.199833837491324,NA,1,2,NA,NA,"2016-Oct-14 12:53:44",NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,3,NA,NA,1,5,NA,1,NA,9,NA,4,NA,"2016-Oct-14 13:01:20",NA,1,2,2,NA,NA,NA,2,2,2,"2016-Oct-14 13:01:54",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 13:02:21",2,NA,NA,NA,NA,1,NA,2,NA,NA,"uuid:49743a8a-6b18-456c-8788-78dd0f578b13",1610121154,"uuid:49743a8a-6b18-456c-8788-78dd0f578b13",1
"19","Oct 15, 2016 11:35:52 AM","Oct 14, 2016 11:10:33 AM","Oct 14, 2016 12:49:07 PM",56,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:21:00 AM",12345678,12345678,1,1,"2016-Oct-14 11:22:28",2,3,20,2,NA,2,NA,NA,4,2,1,2,NA,2,"11",NA,3,1,NA,2,18,NA,NA,2,NA,"15",NA,NA,12,NA,"Lugbara",1,NA,"2016-Oct-14 11:30:17",12,NA,"1 10 6 8",NA,"5 1",NA,"2016-Oct-14 11:37:25",4,NA,NA,2,3,"2016-Oct-14 11:40:01",3,3,NA,2,2,0.380352908226684,NA,NA,NA,1,NA,NA,"2016-Oct-14 11:10:34",0,"2 6 8",NA,"2016-Oct-14 11:49:48",NA,1,1,1,1,"2016-Oct-14 11:51:24",NA,NA,"media\AA_6ef5aaed-6ad6-4ae0-b4f8-577e0e40ca59_note8_1.3gpp",NA,0.906363230081604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,NA,2,NA,2,0.487077212248314,NA,2,NA,NA,2,NA,NA,2,2,2,NA,"2016-Oct-14 12:00:13",NA,0.952759487362771,NA,1,0.838256998448978,NA,2,1,"2016-Oct-14 12:02:50",0.394881192810206,NA,"2016-Oct-14 12:10:38",1,1,"2016-Oct-14 12:13:11","2016-Oct-14 12:24:00",3,NA,0,2,"2016-Oct-14 12:24:37",2,1,0.693266881382151,"2016-Oct-14 12:27:13",0.831947071241889,NA,NA,NA,3,1,"2016-Oct-14 12:29:52",NA,NA,3,3,"3",NA,NA,NA,2,NA,3,2,NA,NA,3,NA,NA,1,5,NA,7,NA,7,NA,2,NA,"2016-Oct-14 12:35:33",NA,1,1,1,2,2,3,2,2,2,"2016-Oct-14 12:36:28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:37:02",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:6ef5aaed-6ad6-4ae0-b4f8-577e0e40ca59",1610121154,"uuid:6ef5aaed-6ad6-4ae0-b4f8-577e0e40ca59",2
"20","Oct 15, 2016 11:39:51 AM","Oct 14, 2016 11:14:10 AM","Oct 15, 2016 11:39:13 AM",53,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:26:00 AM",12345678,12345678,4,1,"2016-Oct-14 11:27:40",1,3,22,1,NA,1,NA,NA,8,1,0,7,NA,1,"11",NA,2,1,NA,2,7,2,NA,2,NA,"29",NA,NA,1,NA,"Muganda",4,NA,"2016-Oct-14 11:45:39",1,NA,"9 10 4 6",NA,"5 3 4 7",NA,"2016-Oct-14 11:55:06",5,2,NA,5,5,"2016-Oct-14 12:03:52",2,1,NA,2,2,0.538431198173715,NA,NA,2,2,NA,NA,"2016-Oct-14 11:14:11",1,"1 2 3",NA,"2016-Oct-14 12:10:59",NA,1,2,2,1,"2016-Oct-14 12:12:56",NA,NA,"media\AA_babbac3d-2eee-4390-a60d-b7db8a95eec2_note8_1.3gpp",NA,0.957033875815994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,NA,NA,1,1,NA,0.0992900281878821,1,NA,NA,NA,1,NA,1,NA,1,1,NA,"2016-Oct-14 12:21:20",NA,0.81815937939579,NA,2,0.384865134468148,1,NA,1,"2016-Oct-14 12:23:21",0.440772885846503,NA,"2016-Oct-14 12:26:39",1,1,"2016-Oct-14 12:29:20","2016-Oct-14 12:51:53",2,NA,1,2,"2016-Oct-14 12:52:22",1,NA,0.935173193639316,"2016-Oct-14 12:53:20",0.792566393118197,NA,NA,NA,3,1,"2016-Oct-14 12:53:48",NA,NA,2,0,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,2,5,NA,7,NA,7,NA,2,NA,"2016-Oct-14 12:56:26",NA,2,1,1,2,12,2,1,2,1,"2016-Oct-14 12:57:20",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:57:35",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:babbac3d-2eee-4390-a60d-b7db8a95eec2",1610121154,"uuid:babbac3d-2eee-4390-a60d-b7db8a95eec2",78
"21","Oct 15, 2016 11:42:10 AM","Oct 14, 2016 11:20:00 AM","Oct 15, 2016 11:36:30 AM",43,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:32:00 AM",11111111,11111111,2,1,"2016-Oct-14 11:33:40",2,2,26,2,NA,2,NA,NA,4,2,1,2,NA,4,"8",NA,3,1,NA,2,5,1,NA,2,NA,"29",NA,NA,21,NA,"Munyankole",3,NA,"2016-Oct-14 11:45:05",1,NA,"1 10 11 6",NA,"5 7",NA,"2016-Oct-14 11:51:14",4,2,3,2,1,"2016-Oct-14 11:56:37",3,2,NA,2,2,0.540984325282382,NA,NA,3,1,NA,NA,"2016-Oct-14 11:20:01",1,"3 6 7",NA,"2016-Oct-14 12:05:13",NA,2,1,1,1,"2016-Oct-14 12:10:14",NA,NA,"media\AA_0d4a3839-d4eb-434a-8d63-7e2d9b60b51e_note8_1.3gpp",NA,0.997521059484954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,2,NA,2,0.169944327645024,2,NA,NA,NA,1,NA,2,NA,1,1,NA,"2016-Oct-14 12:22:08",NA,0.0211513200616333,2,NA,0.783056743070891,NA,1,1,"2016-Oct-14 12:25:57",0.458131992985202,NA,"2016-Oct-14 12:37:35",3,2,"2016-Oct-14 12:42:49","2016-Oct-14 12:59:17",2,NA,1,1,"2016-Oct-14 13:00:53",2,1,0.446744216965452,"2016-Oct-14 13:04:09",0.70688187307743,NA,NA,NA,2,1,"2016-Oct-14 13:07:34",NA,NA,2,1,"4",NA,NA,NA,1,1,NA,2,NA,NA,2,NA,NA,4,5,NA,7,NA,1,NA,2,NA,"2016-Oct-14 13:18:03",NA,2,2,2,NA,NA,NA,1,1,2,"2016-Oct-14 13:18:42",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 13:19:23",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:0d4a3839-d4eb-434a-8d63-7e2d9b60b51e",1610121154,"uuid:0d4a3839-d4eb-434a-8d63-7e2d9b60b51e",15
