"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","audio","audio_consent","consent_text","consent","note_3","date_time","id","id_2","district","tracking","time_2","sex_q2_1","day_q2_2","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","note2_6","members_q2_6","child_q2_7","older_q2_8","younger_q2_9","q2_9err","born_q2_10","lc1_naba_vht_q2_11","q2_12err","discuss_q2_13","big_city_q2_14","kla_q2_14","vill16_q2_15","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","tribe_q2_25","q2_25_oth","tribe1","uga_q2_22","uga_q2_22b","time_3","activity_q3_1","q3_1_oth","free_time_q3_2","q3_2err","convers_q3_3","q3_3err","time_4","news_q4_1","oly_q4_2","africa_cup_q4_3","watchTV_q4_1","mobile_q4_2","time_5","living_cond_q5_1","living_tribe_q5_2","living_tribe_q5_2b","cond_parents_q5_3","cond_children_q5_4","randomdraw1","hardwork_q5_5","hardwork_q5_6","religious_q5_7","religious_q5_8","willing_q5_9","willing_q5_10","time_6","new_ideas_q6_2a_c1","goals_q6_2","q6_2err","time_7","note7_1","achiever_q7_1","kneel_q7_3","woman_earns_q7_3","women_leaders_q7_5","time_8","note8","note_sec8","audio_sec8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","note8_1f","time_9","note9_1","randomdraw4","citizens_q9_1a_1","citizens_q9_1a_2","randomdraw5","government_q9_1b_1","government_q9_1b_2","elders_q9_2","time_10","randomdraw6","note_10_1","time_11","robbed_police_q11_5","gov_resp_q11_2","time_12","time_13","religion_q14_1","q14_1_oth","religion_times_q14_2","pray_private_q14_4","time_14","killed_witch_q14_1","possible_kill_q14_1b","randomdraw9","time_15","randomdraw11","note15_1son","qualities_son_q15_2_3","move_son_q15_3","qualities_daughter_q15_2_3","move_daughter_q15_3","time_16","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note16_2","once_week_q16_2","once_week_q16_2b","once_month_q16_2b","friends_fam_q16_3","note17","note17_1","dwelling_q16_1","q16_1_oth","note17_2","rooms_q16_2","walls_q16_5","q16_5_oth","floor_q16_6","q16_6_oth","light_q16_7","q16_7_oth","fuel_q16_8","q16_8_oth","time_18","note18_1","radio_q17_1","tv_q17_2","cellphone_q17_5","cellpone_internet_q17_5a","cellphone_battery_q17_5b","cellphone_unit_q17_5b_units","chair_q17_7","sofa_q17_8","motor_cycle_q17_15","time_19","films_q17_1","other_attend_q17_2","audio_sec19","note_sec19","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_sec19_2","time_20","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","followup_q18_3","note20","observe_conditions_q18_4","note20_2","note21","instanceID","formdef_version","KEY","tc_id"
"22","Oct 15, 2016 11:42:12 AM","Oct 14, 2016 1:39:25 PM","Oct 15, 2016 11:41:39 AM",43,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 1:49:00 PM",11111111,11111111,1,1,"2016-Oct-14 13:49:53",2,2,26,2,NA,2,NA,NA,5,3,1,3,NA,3,"11",NA,1,1,NA,1,4,1,NA,2,NA,"2",NA,NA,2,NA,"Acholi",2,NA,"2016-Oct-14 15:44:40",16,NA,"1",NA,"5",NA,"2016-Oct-14 15:44:46",2,2,2,2,2,"2016-Oct-14 15:45:06",2,2,NA,2,2,0.65637792461858,NA,NA,3,2,NA,NA,"2016-Oct-14 13:39:26",0,"1 3 6",NA,"2016-Oct-14 15:45:23",NA,1,1,1,1,"2016-Oct-14 15:45:30",NA,NA,"media\AA_069b9c3b-0235-4adb-8919-2816e17075e9_note8_1.3gpp",NA,0.744362200349325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.548322750950041,NA,1,NA,NA,1,NA,NA,1,1,1,NA,"2016-Oct-14 15:45:56",NA,0.314824548139581,1,NA,0.186882896744441,1,NA,1,"2016-Oct-14 15:46:01",0.902802624055505,NA,"2016-Oct-14 15:46:13",2,2,"2016-Oct-14 15:46:20","2016-Oct-14 15:46:51",2,NA,1,1,"2016-Oct-14 15:47:00",1,NA,0.975862132525213,"2016-Oct-14 15:47:06",0.300392482667971,NA,1,1,NA,NA,"2016-Oct-14 15:47:18",NA,NA,1,1,"2",NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,1,1,NA,1,NA,4,NA,3,NA,"2016-Oct-14 15:48:02",NA,1,1,2,NA,NA,NA,2,2,2,"2016-Oct-14 15:48:17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-15 11:37:21",2,NA,NA,NA,NA,1,NA,2,NA,NA,"uuid:069b9c3b-0235-4adb-8919-2816e17075e9",1610121154,"uuid:069b9c3b-0235-4adb-8919-2816e17075e9",1
"23","Oct 15, 2016 11:42:50 AM","Oct 14, 2016 11:09:13 AM","Oct 14, 2016 4:26:55 PM",51,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:09:00 AM",12345678,12345678,2,1,"2016-Oct-14 11:10:38",2,2,21,2,NA,2,NA,NA,4,2,1,2,NA,2,"11",NA,3,1,NA,2,10,NA,2,2,NA,"22",NA,NA,1,NA,"Muganda",4,NA,"2016-Oct-14 11:16:31",8,NA,"1 9 10 6",NA,"1",NA,"2016-Oct-14 11:19:34",4,3,3,2,4,"2016-Oct-14 11:22:19",3,1,NA,2,2,0.797585723186584,NA,NA,NA,NA,3,3,"2016-Oct-14 11:09:13",0,"4 5 6",NA,"2016-Oct-14 11:28:36",NA,2,1,2,1,"2016-Oct-14 11:30:09",NA,NA,"media\AA_f98ae107-0b9a-4aca-8e2a-c57406b18a32_note8_1.3gpp",NA,0.609624217894857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.15956614621245,1,NA,NA,NA,1,NA,1,NA,2,2,NA,"2016-Oct-14 11:36:31",NA,0.996620253302276,NA,2,0.210949327737557,2,NA,1,"2016-Oct-14 11:38:15",0.306351383765206,NA,"2016-Oct-14 11:45:08",1,2,"2016-Oct-14 11:46:51","2016-Oct-14 12:00:39",3,NA,0,9,"2016-Oct-14 12:01:24",1,NA,0.206111117241679,"2016-Oct-14 12:03:09",0.160605735615835,NA,4,1,NA,NA,"2016-Oct-14 12:06:00",NA,NA,0,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,2,NA,NA,1,7,NA,7,NA,7,NA,2,NA,"2016-Oct-14 12:10:42",NA,2,1,1,1,4,3,1,1,2,"2016-Oct-14 12:11:45",8,2,"media\AA_f98ae107-0b9a-4aca-8e2a-c57406b18a32_note_sec19.3gpp",NA,NA,NA,NA,6,NA,"Was not told",NA,"2016-Oct-14 12:13:13",1,2,NA,NA,NA,1,NA,3,NA,NA,"uuid:f98ae107-0b9a-4aca-8e2a-c57406b18a32",1610121154,"uuid:f98ae107-0b9a-4aca-8e2a-c57406b18a32",15
"24","Oct 15, 2016 11:44:19 AM","Oct 14, 2016 11:08:22 AM","Oct 14, 2016 12:35:52 PM",1,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:08:00 AM",88888888,88888888,1,1,"2016-Oct-14 11:09:30",1,1,27,1,NA,1,NA,NA,3,1,0,2,NA,1,"11",NA,1,1,NA,2,8,NA,2,2,NA,"37",NA,NA,1,NA,"Muganda",1,NA,"2016-Oct-14 11:15:15",10,NA,"1 9 10 8",NA,"5 2 4",NA,"2016-Oct-14 11:18:42",5,3,2,2,5,"2016-Oct-14 11:22:08",3,3,NA,2,2,0.295793101217853,1,1,NA,NA,NA,NA,"2016-Oct-14 11:08:23",1,"4 6 8",NA,"2016-Oct-14 11:31:56",NA,2,1,2,2,"2016-Oct-14 11:36:48",NA,NA,"media\AA_7585f31c-0827-4e4f-b821-20816fe96809_note8_1.3gpp",NA,0.757446586504132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,NA,NA,2,NA,2,0.778245185102135,NA,NA,2,NA,2,2,NA,NA,1,1,NA,"2016-Oct-14 11:44:56",NA,0.0584213992113521,1,NA,0.54615568381828,NA,1,1,"2016-Oct-14 11:45:11",0.885011911337551,NA,"2016-Oct-14 11:53:22",2,2,"2016-Oct-14 11:54:54","2016-Oct-14 12:08:22",11,NA,3,1,"2016-Oct-14 12:09:33",1,NA,0.261140424024373,"2016-Oct-14 12:09:57",0.644732542263247,NA,NA,NA,4,1,"2016-Oct-14 12:10:32",NA,NA,2,1,"2 3",NA,NA,NA,2,NA,2,2,NA,NA,2,NA,NA,3,5,NA,7,NA,7,NA,3,NA,"2016-Oct-14 12:17:04",NA,1,2,1,2,2,3,1,2,1,"2016-Oct-14 12:18:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:33:16",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"uuid:7585f31c-0827-4e4f-b821-20816fe96809",1610121154,"uuid:7585f31c-0827-4e4f-b821-20816fe96809",1
"25","Oct 15, 2016 11:45:17 AM","Oct 14, 2016 11:15:15 AM","Oct 14, 2016 5:05:17 PM",31,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:15:00 AM",12345678,12345678,1,2,"2016-Oct-14 11:17:01",1,3,26,2,NA,1,NA,NA,3,1,0,2,NA,1,"11",NA,3,1,NA,2,11,NA,2,2,NA,"1",NA,NA,1,NA,"Muganda",1,NA,"2016-Oct-14 11:24:03",13,NA,"9 4 5 6",NA,"1 7",NA,"2016-Oct-14 11:32:43",5,1,1,2,5,"2016-Oct-14 11:35:03",2,1,NA,2,2,0.3420042685024,NA,NA,3,1,NA,NA,"2016-Oct-14 11:15:16",1,"1 2 6",NA,"2016-Oct-14 11:40:58",NA,1,2,2,1,"2016-Oct-14 11:43:05",NA,NA,"media\AA_df97fdf8-4174-4ed6-bcbd-ecad33265dd4_note8_1.3gpp",NA,0.867446948297466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,2,NA,2,0.246258462169145,2,NA,NA,NA,1,NA,1,NA,2,1,NA,"2016-Oct-14 11:48:38",NA,0.18133958510652,1,NA,0.0542330911195065,1,NA,1,"2016-Oct-14 11:50:32",0.0771864096158724,NA,"2016-Oct-14 11:56:16",2,2,"2016-Oct-14 11:58:04","2016-Oct-14 12:10:03",4,NA,0,7,"2016-Oct-14 12:11:04",1,NA,0.208639181297875,"2016-Oct-14 12:13:13",0.79913674998433,NA,NA,NA,1,1,"2016-Oct-14 12:15:31",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,1,NA,NA,1,2,NA,7,NA,7,NA,2,NA,"2016-Oct-14 12:22:48",NA,1,1,1,1,4,3,1,1,2,"2016-Oct-14 12:23:46",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:24:37",2,NA,NA,NA,NA,1,NA,2,NA,NA,"uuid:df97fdf8-4174-4ed6-bcbd-ecad33265dd4",1610121154,"uuid:df97fdf8-4174-4ed6-bcbd-ecad33265dd4",8
"26","Oct 15, 2016 11:48:00 AM","Oct 13, 2016 4:57:52 PM","Oct 14, 2016 12:42:18 PM",20,NA,NA,NA,NA,1,NA,1,NA,"Oct 13, 2016 5:00:00 PM",12345678,12345678,2,1,"2016-Oct-13 17:03:20",1,1,20,6,NA,3,NA,NA,2,0,1,0,NA,0,"2",NA,3,1,NA,1,6,2,NA,2,NA,"1",NA,NA,1,NA,"Muganda",3,NA,"2016-Oct-14 11:47:13",1,NA,"9 3 10 5",NA,"1 2",NA,"2016-Oct-14 11:52:51",3,2,3,4,5,"2016-Oct-14 11:58:16",2,1,NA,1,2,0.699754913316812,NA,NA,NA,NA,1,1,"2016-Oct-13 16:57:53",1,"1 2 3",NA,"2016-Oct-14 12:03:23",NA,1,1,2,2,"2016-Oct-14 12:05:10",NA,NA,"media\AA_3d3388dd-27f0-4146-896f-5611bdf11b6d_note8_1.3gpp",NA,0.693437596933565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.922516299447761,NA,NA,2,NA,1,1,NA,NA,2,2,NA,"2016-Oct-14 12:17:53",NA,0.0967930623995437,1,NA,0.0299811732053419,2,NA,1,"2016-Oct-14 12:19:12",0.689499494505095,NA,"2016-Oct-14 12:20:13",2,2,"2016-Oct-14 12:20:26","2016-Oct-14 12:32:05",5,NA,2,4,"2016-Oct-14 12:32:27",1,NA,0.158813238783446,"2016-Oct-14 12:32:39",0.601478669659329,NA,NA,NA,4,1,"2016-Oct-14 12:32:50",NA,NA,0,NA,NA,NA,NA,NA,1,2,NA,2,NA,NA,2,NA,NA,3,4,NA,2,NA,4,NA,5,NA,"2016-Oct-14 12:33:39",NA,1,1,2,NA,NA,NA,2,2,2,"2016-Oct-14 12:33:57",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:34:13",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:3d3388dd-27f0-4146-896f-5611bdf11b6d",1610121154,"uuid:3d3388dd-27f0-4146-896f-5611bdf11b6d",25
"27","Oct 15, 2016 11:48:30 AM","Oct 14, 2016 11:03:36 AM","Oct 14, 2016 12:56:39 PM",10,NA,NA,NA,NA,2,NA,1,NA,"Oct 14, 2016 11:29:00 AM",88888888,88888888,2,1,"2016-Oct-14 11:30:09",2,1,32,2,NA,1,NA,NA,7,5,1,5,NA,4,"11",NA,4,1,NA,2,10,NA,2,2,NA,"37",NA,NA,1,NA,"Muganda",2,NA,"2016-Oct-14 11:53:04",1,NA,"1 10 11 6",NA,"5 1 7",NA,"2016-Oct-14 11:58:26",5,NA,3,6,5,"2016-Oct-14 12:00:12",1,1,NA,1,NA,0.48202987630554,NA,NA,3,NA,NA,NA,"2016-Oct-14 11:03:37",1,"3 6 8",NA,"2016-Oct-14 12:04:39",NA,2,1,1,1,"2016-Oct-14 12:17:28",NA,NA,NA,NA,0.840566257401066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,NA,2,NA,2,0.839449291941465,NA,NA,2,NA,2,2,NA,NA,2,1,NA,"2016-Oct-14 12:24:16",NA,0.171327890666389,1,NA,0.432816053620878,1,NA,1,"2016-Oct-14 12:26:35",0.534795765377461,NA,"2016-Oct-14 12:30:58",1,2,"2016-Oct-14 12:31:38","2016-Oct-14 12:35:22",3,NA,1,1,"2016-Oct-14 12:36:05",1,NA,0.24051260832871,"2016-Oct-14 12:37:30",0.859782619024546,NA,NA,NA,4,1,"2016-Oct-14 12:38:16",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,3,NA,NA,4,2,NA,7,NA,7,NA,3,NA,"2016-Oct-14 12:41:02",NA,2,2,1,2,2,3,1,1,2,"2016-Oct-14 12:41:46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:42:00",2,NA,NA,NA,NA,1,NA,2,NA,NA,"uuid:5cd8f810-7f1e-4225-9efe-9f08c2e10131",1610121154,"uuid:5cd8f810-7f1e-4225-9efe-9f08c2e10131",15
"28","Oct 15, 2016 11:56:05 AM","Oct 14, 2016 11:11:29 AM","Oct 15, 2016 11:39:53 AM",8,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:22:00 AM",12345678,12345678,4,1,"2016-Oct-14 11:23:20",1,3,29,1,NA,3,NA,NA,2,1,0,1,NA,0,"1",NA,3,1,NA,2,7,2,NA,1,NA,"2 29",NA,NA,21,NA,"Munyankole",3,NA,"2016-Oct-14 11:36:39",7,NA,"1 6 8",NA,"4",NA,"2016-Oct-14 11:42:46",5,NA,3,1,5,"2016-Oct-14 11:48:28",2,3,NA,2,1,0.353646204444445,NA,NA,1,3,NA,NA,"2016-Oct-14 11:11:30",1,"4 7 8",NA,"2016-Oct-14 12:01:25",NA,1,1,2,2,"2016-Oct-14 12:05:00",NA,NA,"media\AA_d630cffe-aef1-434f-a54c-02b5cb586e83_note8_1.3gpp",NA,0.242027186169766,2,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.04836088149566,2,NA,NA,NA,2,NA,2,NA,2,1,NA,"2016-Oct-14 12:22:18",NA,0.472385460678299,1,NA,0.647564724495099,NA,2,1,"2016-Oct-14 12:26:22",0.626013920418016,NA,"2016-Oct-14 12:32:21",3,1,"2016-Oct-14 12:35:34","2016-Oct-14 12:50:26",17,"Born again",4,1,"2016-Oct-14 12:51:47",1,NA,0.373718093713083,"2016-Oct-14 12:54:20",0.367507350430315,NA,4,1,NA,NA,"2016-Oct-14 12:57:39",NA,NA,3,0,NA,NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,1,3,NA,7,NA,7,NA,2,NA,"2016-Oct-14 13:05:07",NA,1,1,1,1,3,3,1,2,2,"2016-Oct-14 13:06:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 13:06:20",NA,NA,NA,NA,NA,1,NA,5,NA,NA,"uuid:d630cffe-aef1-434f-a54c-02b5cb586e83",1610121154,"uuid:d630cffe-aef1-434f-a54c-02b5cb586e83",66
"29","Oct 15, 2016 12:10:21 PM","Oct 14, 2016 11:21:51 AM","Oct 14, 2016 1:18:54 PM",3,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:22:00 AM",88888888,88888888,2,1,"2016-Oct-14 11:24:14",2,3,30,2,NA,2,NA,NA,4,2,1,2,NA,3,"11",NA,4,1,NA,1,11,NA,2,2,NA,"1",NA,NA,1,NA,"Muganda",3,NA,"2016-Oct-14 11:36:27",8,NA,"1 10 11 8",NA,"5 1",NA,"2016-Oct-14 11:41:07",4,NA,3,5,5,"2016-Oct-14 11:44:21",3,1,NA,3,NA,0.816832346582696,NA,NA,NA,NA,3,NA,"2016-Oct-14 11:21:52",1,"1 4 6",NA,"2016-Oct-14 11:53:56",NA,2,2,1,2,"2016-Oct-14 11:55:26",NA,NA,"media\AA_f631f469-bc3d-4549-9711-e0bd03ae99cd_note8_1.3gpp",NA,0.0274248317705208,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.830387456598534,NA,NA,2,NA,2,2,NA,NA,1,1,NA,"2016-Oct-14 12:02:47",NA,0.692313909997435,NA,1,0.317088175240949,2,NA,1,"2016-Oct-14 12:05:17",0.789886249732381,NA,"2016-Oct-14 12:13:04",3,2,"2016-Oct-14 12:16:05","2016-Oct-14 12:49:55",11,NA,1,2,"2016-Oct-14 12:50:58",1,NA,0.0496955519482086,"2016-Oct-14 12:53:32",0.620481650845071,NA,NA,NA,4,1,"2016-Oct-14 12:56:02",NA,NA,3,2,"3",NA,NA,NA,1,2,NA,2,NA,NA,2,NA,NA,1,3,NA,7,NA,5,NA,2,NA,"2016-Oct-14 13:01:58",NA,1,1,1,NA,4,3,1,1,2,"2016-Oct-14 13:02:55",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 13:03:31",2,NA,NA,NA,NA,1,NA,6,NA,NA,"uuid:f631f469-bc3d-4549-9711-e0bd03ae99cd",1610121154,"uuid:f631f469-bc3d-4549-9711-e0bd03ae99cd",16
"30","Oct 15, 2016 12:11:37 PM","Oct 14, 2016 11:07:19 AM","Oct 14, 2016 1:00:43 PM",27,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:19:00 AM",12345678,12345678,2,1,"2016-Oct-14 11:20:02",1,1,42,1,NA,2,NA,NA,3,1,0,2,NA,1,"11",NA,3,1,NA,1,19,NA,2,2,NA,"1",NA,NA,1,NA,"Muganda",4,NA,"2016-Oct-14 11:28:30",7,NA,"1 9 6 8",NA,"5 1 4",NA,"2016-Oct-14 11:35:22",5,1,3,3,5,"2016-Oct-14 11:38:11",2,2,NA,3,2,0.152158674483719,3,3,NA,NA,NA,NA,"2016-Oct-14 11:07:20",1,"1 3 5",NA,"2016-Oct-14 11:47:08",NA,1,2,2,1,"2016-Oct-14 11:50:19",NA,NA,"media\AA_2d99ae1e-4b9c-4a95-9f7d-7898824310e8_note8_1.3gpp",NA,0.459106319209595,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.698103846868076,NA,NA,2,NA,1,2,NA,NA,2,1,NA,"2016-Oct-14 11:57:46",NA,0.432185769656621,1,NA,0.268441880522622,1,NA,1,"2016-Oct-14 12:00:05",0.319993697443015,NA,"2016-Oct-14 12:06:57",1,1,"2016-Oct-14 12:09:21","2016-Oct-14 12:20:26",4,NA,2,2,"2016-Oct-14 12:21:05",2,1,0.951580146400785,"2016-Oct-14 12:24:02",0.391414861245899,NA,2,1,NA,NA,"2016-Oct-14 12:27:15",NA,NA,0,NA,NA,NA,NA,NA,2,NA,1,2,NA,NA,2,NA,NA,5,5,NA,7,NA,7,NA,2,NA,"2016-Oct-14 12:36:33",NA,1,1,1,1,1,3,1,1,2,"2016-Oct-14 12:37:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:37:33",2,NA,NA,NA,NA,1,NA,4,NA,NA,"uuid:2d99ae1e-4b9c-4a95-9f7d-7898824310e8",1610121154,"uuid:2d99ae1e-4b9c-4a95-9f7d-7898824310e8",15
"31","Oct 15, 2016 12:11:50 PM","Oct 14, 2016 10:56:55 AM","Oct 15, 2016 12:10:59 PM",50,NA,NA,NA,NA,1,NA,1,NA,"Oct 14, 2016 11:03:00 AM",11111111,11111111,2,1,"2016-Oct-14 11:05:36",2,2,23,2,NA,1,NA,NA,5,3,1,3,NA,3,"11",NA,1,1,NA,2,6,2,NA,2,NA,"1",NA,NA,1,NA,"Muganda",3,NA,"2016-Oct-14 11:15:23",1,NA,"1 9 6 8",NA,"1 4",NA,"2016-Oct-14 11:21:13",5,NA,3,5,5,"2016-Oct-14 11:25:21",3,1,NA,3,2,0.198623278319908,1,1,NA,NA,NA,NA,"2016-Oct-14 10:56:56",0,"2 3 5",NA,"2016-Oct-14 11:34:25",NA,2,2,1,1,"2016-Oct-14 11:38:14",NA,NA,"media\AA_321d6bc5-59a9-4ff2-8c97-0647c625cc52_note8_1.3gpp",NA,0.678649791154126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.701449216487449,NA,NA,2,NA,2,NA,NA,NA,1,1,NA,"2016-Oct-14 11:48:41",NA,0.223215147441598,1,NA,0.0603530563202146,2,NA,1,"2016-Oct-14 11:51:19",0.547710069636645,NA,"2016-Oct-14 12:00:47",2,2,"2016-Oct-14 12:04:56","2016-Oct-14 12:20:32",11,NA,1,2,"2016-Oct-14 12:21:25",1,NA,0.139697772330256,"2016-Oct-14 12:25:13",0.532873257394498,NA,NA,NA,3,1,"2016-Oct-14 12:28:55",NA,NA,0,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,2,NA,NA,1,7,NA,7,NA,9,NA,2,NA,"2016-Oct-14 12:36:28",NA,1,2,2,NA,NA,NA,1,1,1,"2016-Oct-14 12:37:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-14 12:39:24",2,NA,NA,NA,NA,1,NA,2,NA,NA,"uuid:321d6bc5-59a9-4ff2-8c97-0647c625cc52",1610121154,"uuid:321d6bc5-59a9-4ff2-8c97-0647c625cc52",15
"32","Oct 15, 2016 12:14:50 PM","Oct 13, 2016 2:54:25 PM","Oct 15, 2016 12:14:12 PM",21,NA,NA,NA,NA,1,NA,1,NA,"Oct 13, 2016 2:56:00 PM",12345678,12345678,2,1,"2016-Oct-13 14:57:24",2,1,20,2,NA,2,NA,NA,3,1,1,1,NA,2,"11",NA,3,1,NA,1,6,2,NA,2,NA,"37",NA,NA,1,NA,"Muganda",5,NA,"2016-Oct-13 15:04:42",1,NA,"1 9 11 8",NA,"1",NA,"2016-Oct-13 15:07:57",5,3,NA,6,5,"2016-Oct-13 15:10:11",3,2,NA,2,2,0.567386406835103,NA,NA,1,3,NA,NA,"2016-Oct-13 14:54:25",1,"1 6 7",NA,"2016-Oct-13 15:21:17",NA,2,2,1,1,"2016-Oct-13 15:28:29",NA,NA,"media\AA_491f1edc-69bc-4d43-9b53-5b2b9e179a50_note8_1.3gpp",NA,0.740012327026921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.337232593397992,NA,2,NA,NA,2,NA,NA,2,2,1,NA,"2016-Oct-13 15:37:37",NA,0.628315766383958,NA,2,0.797136390627806,NA,2,1,"2016-Oct-13 15:40:26",0.905815852842149,NA,"2016-Oct-13 15:46:46",1,1,"2016-Oct-13 15:50:33","2016-Oct-13 16:06:25",9,NA,7,1,"2016-Oct-13 16:07:14",1,NA,0.952633371106032,"2016-Oct-13 16:11:15",0.387360651977562,NA,1,1,NA,NA,"2016-Oct-13 16:14:39",NA,NA,1,1,"4",NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,2,7,NA,7,NA,5,NA,3,NA,"2016-Oct-13 16:23:25",NA,1,2,1,NA,7,3,1,2,2,"2016-Oct-13 16:24:28",7,1,"media\AA_491f1edc-69bc-4d43-9b53-5b2b9e179a50_note_sec19.3gpp",NA,NA,NA,NA,6,NA,"She only heard the adverts about the free movies.",NA,"2016-Oct-13 16:27:19",2,NA,NA,NA,NA,1,NA,3,NA,NA,"uuid:491f1edc-69bc-4d43-9b53-5b2b9e179a50",1610121154,"uuid:491f1edc-69bc-4d43-9b53-5b2b9e179a50",16
