"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","audio","audio_consent","consent_text","consent","note_3","date_time","id","id_2","district","tracking","time_2","sex_q2_1","day_q2_2","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","note2_6","members_q2_6","child_q2_7","older_q2_8","younger_q2_9","q2_9err","born_q2_10","lc1_naba_vht_q2_11","q2_12err","discuss_q2_13","big_city_q2_14","kla_q2_14","vill16_q2_15","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","tribe_q2_25","q2_25_oth","tribe1","uga_q2_22","uga_q2_22b","time_3","activity_q3_1","q3_1_oth","free_time_q3_2","q3_2err","convers_q3_3","q3_3err","time_4","news_q4_1","oly_q4_2","africa_cup_q4_3","watchTV_q4_1","mobile_q4_2","time_5","living_cond_q5_1","living_tribe_q5_2","living_tribe_q5_2b","cond_parents_q5_3","cond_children_q5_4","randomdraw1","hardwork_q5_5","hardwork_q5_6","religious_q5_7","religious_q5_8","willing_q5_9","willing_q5_10","time_6","new_ideas_q6_2a_c1","goals_q6_2","q6_2err","time_7","note7_1","achiever_q7_1","kneel_q7_3","woman_earns_q7_3","women_leaders_q7_5","time_8","note8","note_sec8","audio_sec8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","note8_1f","time_9","note9_1","randomdraw4","citizens_q9_1a_1","citizens_q9_1a_2","randomdraw5","government_q9_1b_1","government_q9_1b_2","elders_q9_2","time_10","randomdraw6","note_10_1","time_11","robbed_police_q11_5","gov_resp_q11_2","time_12","time_13","religion_q14_1","q14_1_oth","religion_times_q14_2","pray_private_q14_4","time_14","killed_witch_q14_1","possible_kill_q14_1b","randomdraw9","time_15","randomdraw11","note15_1son","move_son_q15_3","move_daughter_q15_3","time_16","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note16_2","once_week_q16_2","once_week_q16_2b","once_month_q16_2b","friends_fam_q16_3","note17","note17_1","dwelling_q16_1","q16_1_oth","note17_2","rooms_q16_2","walls_q16_5","q16_5_oth","floor_q16_6","q16_6_oth","light_q16_7","q16_7_oth","fuel_q16_8","q16_8_oth","time_18","note18_1","radio_q17_1","tv_q17_2","cellphone_q17_5","cellpone_internet_q17_5a","cellphone_battery_q17_5b","cellphone_unit_q17_5b_units","chair_q17_7","sofa_q17_8","motor_cycle_q17_15","time_19","films_q17_1","other_attend_q17_2","audio_sec19","note_sec19","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_sec19_2","time_20","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","followup_q18_3","note20","observe_conditions_q18_4","note20_2","note21","survey_language","survey_language_oth","comments","instanceID","formdef_version","KEY","tc_id"
"11","Oct 19, 2016 7:15:22 PM","Oct 19, 2016 12:31:50 PM","Oct 19, 2016 2:13:20 PM",19,NA,NA,NA,NA,2,NA,1,NA,"Oct 19, 2016 12:32:00 PM",41036291,41036291,4,1,"2016-Oct-19 12:33:40",1,2,43,1,NA,1,NA,NA,10,6,0,9,NA,2,"11",NA,1,1,1,1,1,4,NA,2,NA,"27",NA,NA,14,NA,"Mufumbira",3,NA,"2016-Oct-19 12:48:03",1,NA,"9 3 6 8",NA,"5",NA,"2016-Oct-19 12:54:10",1,NA,NA,6,5,"2016-Oct-19 12:56:41",1,3,NA,1,2,0.583503838059572,NA,NA,3,1,NA,NA,"2016-Oct-19 12:31:50",0,"1 4 7",NA,"2016-Oct-19 13:09:06",NA,1,1,1,2,"2016-Oct-19 13:12:46",NA,NA,NA,NA,0.983769626593891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,2,NA,2,0.966607526717098,NA,NA,1,NA,2,1,NA,NA,1,1,NA,"2016-Oct-19 13:26:38",NA,0.705654701519091,NA,2,0.228319194723967,1,NA,2,"2016-Oct-19 13:28:50",0.979916584465806,NA,"2016-Oct-19 13:36:52",1,1,"2016-Oct-19 13:41:25","2016-Oct-19 13:55:49",2,NA,3,1,"2016-Oct-19 13:57:01",1,NA,0.81952016568858,"2016-Oct-19 13:59:44",0.357132625938666,NA,1,NA,"2016-Oct-19 14:03:11",NA,NA,3,0,NA,NA,NA,NA,2,NA,1,1,NA,NA,2,NA,NA,4,7,NA,7,NA,5,NA,3,NA,"2016-Oct-19 14:08:22",NA,2,2,1,2,3,3,1,2,2,"2016-Oct-19 14:09:11",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-19 14:10:17",2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,"uuid:557e77c0-2d52-433c-9e81-9e520235eaee",1610190714,"uuid:557e77c0-2d52-433c-9e81-9e520235eaee",75
"12","Oct 19, 2016 7:17:16 PM","Oct 19, 2016 8:54:40 AM","Oct 19, 2016 10:40:24 AM",42,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 9:02:00 AM",41036351,41036351,4,2,"2016-Oct-19 09:05:01",2,1,27,2,NA,2,NA,NA,4,2,1,2,NA,4,"7",NA,1,2,2,2,5,2,NA,2,NA,"2 27 29",NA,NA,21,NA,"Munyankole",3,NA,"2016-Oct-19 09:12:48",1,NA,"1 10 11 8",NA,"5 3",NA,"2016-Oct-19 09:17:41",4,NA,NA,6,5,"2016-Oct-19 09:21:17",3,3,NA,2,1,0.342826243387146,NA,NA,1,NA,NA,NA,"2016-Oct-19 08:54:41",1,"4 6 7",NA,"2016-Oct-19 09:30:53",NA,1,2,2,1,"2016-Oct-19 09:32:19",NA,NA,"media\AA_853dcfd3-7be5-46a0-a134-c56217ad0e2b_note8_1.3gpp",NA,0.73968487362395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.0234251533151971,2,NA,NA,NA,2,NA,2,NA,1,1,NA,"2016-Oct-19 09:42:24",NA,0.410115050298813,1,NA,0.870231559874643,NA,2,2,"2016-Oct-19 09:46:07",0.538797296310941,NA,"2016-Oct-19 09:51:52",1,2,"2016-Oct-19 09:56:17","2016-Oct-19 10:12:36",4,NA,1,1,"2016-Oct-19 10:13:06",NA,NA,0.810572976919208,"2016-Oct-19 10:15:44",0.258991078882119,NA,1,NA,"2016-Oct-19 10:18:29",NA,NA,2,1,"3",NA,NA,NA,1,1,NA,1,NA,NA,3,NA,NA,2,2,NA,5,NA,5,NA,2,NA,"2016-Oct-19 10:24:40",NA,2,2,1,2,7,3,1,2,2,"2016-Oct-19 10:25:16",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-19 10:26:31",2,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,"uuid:853dcfd3-7be5-46a0-a134-c56217ad0e2b",1610190714,"uuid:853dcfd3-7be5-46a0-a134-c56217ad0e2b",71
"13","Oct 19, 2016 7:17:23 PM","Oct 19, 2016 9:20:07 AM","Oct 19, 2016 11:02:45 AM",12,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 9:35:00 AM",41036071,41036071,4,1,"2016-Oct-19 09:38:22",1,2,30,1,NA,1,NA,NA,2,0,0,1,NA,0,"11",NA,1,1,2,2,1,2,NA,2,NA,"29 30",NA,NA,22,NA,"Munyarwanda",1,NA,"2016-Oct-19 09:43:53",8,NA,"1 9 4 8",NA,"5",NA,"2016-Oct-19 09:49:01",5,NA,2,1,5,"2016-Oct-19 09:51:53",2,2,NA,2,2,0.00113623936275065,3,1,NA,NA,NA,NA,"2016-Oct-19 09:20:07",1,"2 4 6",NA,"2016-Oct-19 10:04:17",NA,2,1,2,1,"2016-Oct-19 10:07:07",NA,NA,"media\AA_0e786b45-0f67-4e8d-90f8-9e922e617d52_note8_1.3gpp",NA,0.809028668606038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,NA,NA,2,NA,1,0.5513366164054,NA,2,NA,NA,2,NA,NA,2,1,1,NA,"2016-Oct-19 10:15:27",NA,0.038878645778374,1,NA,0.443835560042696,2,NA,1,"2016-Oct-19 10:17:41",0.551654739957025,NA,"2016-Oct-19 10:24:51",2,2,"2016-Oct-19 10:27:31","2016-Oct-19 10:39:38",9,NA,1,1,"2016-Oct-19 10:40:32",2,1,0.576998989253564,"2016-Oct-19 10:44:19",0.123876806557785,NA,1,NA,"2016-Oct-19 10:46:34",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,3,NA,NA,1,5,NA,7,NA,9,NA,2,NA,"2016-Oct-19 10:51:32",NA,1,2,1,1,5,3,2,2,2,"2016-Oct-19 10:52:21",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-19 10:53:21",2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,"uuid:0e786b45-0f67-4e8d-90f8-9e922e617d52",1610190714,"uuid:0e786b45-0f67-4e8d-90f8-9e922e617d52",71
"14","Oct 19, 2016 7:19:17 PM","Oct 19, 2016 9:36:50 AM","Oct 19, 2016 11:18:33 AM",29,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 9:37:00 AM",41036151,41036151,4,1,"2016-Oct-19 09:40:30",2,2,34,2,NA,1,NA,NA,5,2,1,3,NA,2,"11",NA,3,1,1,2,19,NA,2,2,NA,"1",NA,NA,1,NA,"Muganda",2,NA,"2016-Oct-19 09:44:43",15,"Community health services","1 4 6 8",NA,"1 4",NA,"2016-Oct-19 09:49:01",5,1,1,2,5,"2016-Oct-19 09:50:09",2,2,NA,2,2,0.54816802572254,NA,NA,3,2,NA,NA,"2016-Oct-19 09:36:51",0,"1 3 5",NA,"2016-Oct-19 09:55:45",NA,2,2,2,1,"2016-Oct-19 09:57:26",NA,NA,"media\AA_9519c06b-2c47-4c9c-af85-1ce9fe4c7438_note8_1.3gpp",NA,0.0349661783730519,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.668428779806276,NA,NA,2,NA,1,2,NA,NA,1,1,NA,"2016-Oct-19 10:05:01",NA,0.508481954293455,NA,1,0.826911263696288,NA,1,1,"2016-Oct-19 10:07:06",0.0554790243306642,NA,"2016-Oct-19 10:12:55",3,2,"2016-Oct-19 10:15:02","2016-Oct-19 10:25:06",9,NA,2,1,"2016-Oct-19 10:25:50",2,1,0.0786894836645867,"2016-Oct-19 10:27:45",0.127634980084157,NA,1,NA,"2016-Oct-19 10:29:42",NA,NA,1,1,"5",NA,"She only came to the hopital",NA,2,NA,1,1,NA,NA,2,NA,NA,6,5,NA,7,NA,5,NA,3,NA,"2016-Oct-19 10:34:00",NA,1,1,1,1,6,2,1,1,1,"2016-Oct-19 10:34:42",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-19 10:35:20",2,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,"uuid:9519c06b-2c47-4c9c-af85-1ce9fe4c7438",1610190714,"uuid:9519c06b-2c47-4c9c-af85-1ce9fe4c7438",75
"15","Oct 19, 2016 7:19:38 PM","Oct 19, 2016 11:42:33 AM","Oct 19, 2016 1:08:47 PM",12,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 11:55:00 AM",41036051,41036051,4,1,"2016-Oct-19 11:56:48",1,2,28,1,NA,2,NA,NA,5,3,0,4,NA,3,"11",NA,4,2,1,2,7,2,NA,2,NA,"34",NA,NA,29,NA,"Mutooro",3,NA,"2016-Oct-19 12:05:57",7,NA,"1 10 6 8",NA,"5 3",NA,"2016-Oct-19 12:10:43",4,NA,NA,1,5,"2016-Oct-19 12:12:28",3,1,NA,2,2,0.40144602648015,NA,NA,3,2,NA,NA,"2016-Oct-19 11:42:34",1,"4 7 8",NA,"2016-Oct-19 12:23:22",NA,2,2,2,2,"2016-Oct-19 12:26:18",NA,NA,"media\AA_34542561-ad9e-419e-9179-d9cf164931c0_note8_1.3gpp",NA,0.459949630371837,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.275990898856711,2,NA,NA,NA,2,NA,2,NA,1,1,NA,"2016-Oct-19 12:32:46",NA,0.661536335370811,NA,1,0.81381812744471,NA,2,2,"2016-Oct-19 12:35:08",0.246864635978601,NA,"2016-Oct-19 12:43:00",3,1,"2016-Oct-19 12:45:39","2016-Oct-19 12:55:15",3,NA,1,3,"2016-Oct-19 12:55:56",1,NA,0.971975061897254,"2016-Oct-19 12:58:20",0.322867352029635,NA,1,NA,"2016-Oct-19 13:00:18",NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,1,NA,NA,3,NA,NA,1,5,NA,7,NA,5,NA,2,NA,"2016-Oct-19 13:03:29",NA,1,2,1,2,1,3,1,2,1,"2016-Oct-19 13:04:15",7,NA,"media\AA_34542561-ad9e-419e-9179-d9cf164931c0_note_sec19.3gpp",NA,NA,NA,NA,7,NA,NA,NA,"2016-Oct-19 13:05:15",2,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,"uuid:34542561-ad9e-419e-9179-d9cf164931c0",1610190714,"uuid:34542561-ad9e-419e-9179-d9cf164931c0",71
"16","Oct 19, 2016 7:20:48 PM","Oct 19, 2016 9:09:11 AM","Oct 19, 2016 10:26:15 AM",5,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 9:16:00 AM",41036041,41036041,4,1,"2016-Oct-19 09:18:46",2,3,50,2,NA,1,NA,NA,4,2,1,2,NA,10,"11",NA,3,1,1,2,6,2,NA,2,NA,"37",NA,NA,1,NA,"Muganda",5,NA,"2016-Oct-19 09:23:17",1,NA,"1 9 10 11",NA,"1 4",NA,"2016-Oct-19 09:26:43",5,NA,3,6,4,"2016-Oct-19 09:28:37",3,2,NA,1,1,0.842577519348008,NA,NA,NA,NA,3,1,"2016-Oct-19 09:09:11",1,"3 4 6",NA,"2016-Oct-19 09:35:25",NA,2,2,2,2,"2016-Oct-19 09:36:50",NA,NA,"media\AA_0b24659f-0c28-42f2-ba6c-6218f0dd3009_note8_1.3gpp",NA,0.224600583738803,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.652537284278136,NA,2,NA,NA,1,NA,NA,2,1,1,NA,"2016-Oct-19 09:42:24",NA,0.813130591225435,NA,1,0.430191486373836,1,NA,1,"2016-Oct-19 09:44:15",0.533261717978514,NA,"2016-Oct-19 09:52:03",2,1,"2016-Oct-19 09:53:37","2016-Oct-19 10:03:45",3,NA,1,1,"2016-Oct-19 10:04:11",2,1,0.362569926545844,"2016-Oct-19 10:07:11",0.025445786465418,NA,1,NA,"2016-Oct-19 10:08:50",NA,NA,1,0,NA,NA,NA,NA,2,NA,1,1,NA,NA,1,NA,NA,1,3,NA,1,NA,1,NA,3,NA,"2016-Oct-19 10:14:57",NA,1,2,1,1,7,3,2,2,2,"2016-Oct-19 10:15:43",7,4,"media\AA_0b24659f-0c28-42f2-ba6c-6218f0dd3009_note_sec19.3gpp",NA,NA,NA,NA,7,NA,NA,NA,"2016-Oct-19 10:16:46",2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,"uuid:0b24659f-0c28-42f2-ba6c-6218f0dd3009",1610190714,"uuid:0b24659f-0c28-42f2-ba6c-6218f0dd3009",75
"17","Oct 19, 2016 7:20:56 PM","Oct 19, 2016 10:20:46 AM","Oct 19, 2016 4:28:04 PM",3,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 10:21:00 AM",41036331,41036331,4,1,"2016-Oct-19 10:23:32",1,1,52,1,NA,2,NA,NA,3,1,0,2,NA,2,"11",NA,3,1,1,2,5,2,NA,2,NA,"2 34",NA,NA,29,NA,"Mutooro",3,NA,"2016-Oct-19 10:31:32",6,NA,"1 9 6 8",NA,"4",NA,"2016-Oct-19 10:36:21",5,NA,3,NA,5,"2016-Oct-19 10:38:30",3,2,NA,2,2,0.701292682357207,NA,NA,NA,NA,3,NA,"2016-Oct-19 10:20:47",0,"4 5 8",NA,"2016-Oct-19 10:46:28",NA,1,2,1,1,"2016-Oct-19 10:48:20",NA,NA,"media\AA_04aa1766-cdca-4b1c-97c7-9660ca087abd_note8_1.3gpp",NA,0.72378390814323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.840298351568529,NA,NA,2,NA,NA,2,NA,NA,1,1,NA,"2016-Oct-19 10:56:02",NA,0.459864721679836,2,NA,0.506411724558905,NA,2,1,"2016-Oct-19 10:58:27",0.500501125329228,NA,"2016-Oct-19 11:01:18",3,2,"2016-Oct-19 11:04:15","2016-Oct-19 11:18:24",3,NA,1,3,"2016-Oct-19 11:19:07",2,1,0.599429199404544,"2016-Oct-19 11:21:38",0.341465192479053,NA,1,NA,"2016-Oct-19 11:24:07",NA,NA,1,0,NA,NA,NA,NA,2,NA,3,1,NA,NA,2,NA,NA,2,6,NA,7,NA,5,NA,2,NA,"2016-Oct-19 11:30:22",NA,2,2,1,2,5,3,1,2,2,"2016-Oct-19 11:31:08",7,4,"media\AA_04aa1766-cdca-4b1c-97c7-9660ca087abd_note_sec19.3gpp",NA,NA,NA,NA,5,NA,NA,NA,"2016-Oct-19 11:32:56",2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,"uuid:04aa1766-cdca-4b1c-97c7-9660ca087abd",1610190714,"uuid:04aa1766-cdca-4b1c-97c7-9660ca087abd",71
"18","Oct 19, 2016 7:20:57 PM","Oct 19, 2016 11:10:56 AM","Oct 19, 2016 2:37:25 PM",29,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 11:11:00 AM",41036241,41036241,4,1,"2016-Oct-19 11:21:18",2,1,34,2,NA,2,NA,NA,5,3,1,3,NA,3,"10",NA,2,1,1,1,19,NA,2,2,NA,"1 29 31 34",NA,NA,29,NA,"Mutooro",2,NA,"2016-Oct-19 11:27:09",15,"School secretary","9 11 6 8",NA,"5 1 3 7",NA,"2016-Oct-19 11:29:43",5,NA,3,4,5,"2016-Oct-19 11:31:15",2,3,NA,2,2,0.75350306380974,NA,NA,NA,NA,3,3,"2016-Oct-19 11:10:57",1,"2 5 6",NA,"2016-Oct-19 11:35:37",NA,1,2,2,1,"2016-Oct-19 11:36:47",NA,NA,"media\AA_e7cbe8bd-ead2-475d-86ac-89d37963bcbb_note8_1.3gpp",NA,0.369335119141967,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.865592779224025,NA,NA,2,NA,1,1,NA,NA,1,1,NA,"2016-Oct-19 11:42:56",NA,0.50391023083406,NA,2,0.810967598665715,NA,1,2,"2016-Oct-19 11:45:30",0.0753606486617199,NA,"2016-Oct-19 11:49:27",2,1,"2016-Oct-19 11:51:32","2016-Oct-19 11:59:14",9,NA,3,1,"2016-Oct-19 11:59:44",2,2,0.213011222162225,"2016-Oct-19 12:01:49",0.264898565622516,NA,1,NA,"2016-Oct-19 12:04:04",NA,NA,2,2,"2",NA,NA,NA,2,NA,2,1,NA,NA,2,NA,NA,4,5,NA,7,NA,5,NA,2,NA,"2016-Oct-19 12:07:38",NA,1,1,1,1,1,3,1,1,2,"2016-Oct-19 12:08:21",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-19 12:09:04",2,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,"uuid:e7cbe8bd-ead2-475d-86ac-89d37963bcbb",1610190714,"uuid:e7cbe8bd-ead2-475d-86ac-89d37963bcbb",75
"19","Oct 19, 2016 7:20:58 PM","Oct 19, 2016 9:10:48 AM","Oct 19, 2016 10:35:37 AM",21,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 9:19:00 AM",41036141,41036141,4,1,"2016-Oct-19 09:22:44",2,2,30,2,NA,2,NA,NA,8,6,1,6,NA,5,"11",NA,3,1,1,2,10,NA,2,2,NA,"1 31",NA,NA,24,NA,"Munyoro",3,NA,"2016-Oct-19 09:30:07",1,NA,"9 11 6 8",NA,"5 4 7",NA,"2016-Oct-19 09:35:00",4,NA,NA,6,1,"2016-Oct-19 09:36:49",3,3,NA,3,2,0.683129896349599,NA,NA,NA,NA,1,1,"2016-Oct-19 09:10:49",1,"4 5 8",NA,"2016-Oct-19 09:44:23",NA,1,2,2,2,"2016-Oct-19 09:46:30",NA,NA,"media\AA_014d4253-053b-469d-ae66-5f2469596398_note8_1.3gpp",NA,0.69820958698267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.764981735185135,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,"2016-Oct-19 09:53:11",NA,0.706009412877769,NA,1,0.269458759787979,1,NA,2,"2016-Oct-19 09:55:53",0.241638472847925,NA,"2016-Oct-19 09:59:01",2,2,"2016-Oct-19 10:00:47","2016-Oct-19 10:13:44",3,NA,1,1,"2016-Oct-19 10:14:54",2,1,0.646743128705263,"2016-Oct-19 10:16:43",0.215821211303124,NA,1,NA,"2016-Oct-19 10:19:54",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,1,5,NA,7,NA,6,NA,2,NA,"2016-Oct-19 10:23:44",NA,2,2,1,2,3,3,1,2,2,"2016-Oct-19 10:24:28",7,3,"media\AA_014d4253-053b-469d-ae66-5f2469596398_note_sec19.3gpp",NA,NA,NA,NA,7,NA,NA,NA,"2016-Oct-19 10:25:37",2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,"uuid:014d4253-053b-469d-ae66-5f2469596398",1610190714,"uuid:014d4253-053b-469d-ae66-5f2469596398",71
"20","Oct 19, 2016 7:22:36 PM","Oct 19, 2016 2:32:33 PM","Oct 19, 2016 3:54:30 PM",12,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 2:41:00 PM",41036021,41036021,4,1,"2016-Oct-19 14:43:19",1,1,51,1,NA,2,NA,NA,8,6,0,7,NA,19,"9",NA,3,1,1,1,7,2,NA,2,NA,"27 29",NA,NA,1,NA,"Muganda",3,NA,"2016-Oct-19 14:50:48",1,NA,"1 9 6 8",NA,"1",NA,"2016-Oct-19 14:55:55",5,NA,1,1,5,"2016-Oct-19 14:57:36",3,1,NA,1,1,0.537441023788446,NA,NA,3,3,NA,NA,"2016-Oct-19 14:32:34",1,"3 5 8",NA,"2016-Oct-19 15:05:50",NA,1,2,1,2,"2016-Oct-19 15:09:34",NA,NA,"media\AA_2dc43cb7-2066-4b54-b6e3-63a74f84a62f_note8_1.3gpp",NA,0.668390372906771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.515787558133471,NA,2,NA,NA,1,NA,NA,2,1,1,NA,"2016-Oct-19 15:18:19",NA,0.431616223013269,1,NA,0.545362861384835,NA,1,1,"2016-Oct-19 15:21:25",0.0423694876036919,NA,"2016-Oct-19 15:28:42",2,2,"2016-Oct-19 15:30:52","2016-Oct-19 15:41:09",3,NA,1,1,"2016-Oct-19 15:41:49",2,1,0.109844308614353,"2016-Oct-19 15:45:08",0.220962340370445,NA,1,NA,"2016-Oct-19 15:47:28",NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,3,NA,NA,4,5,NA,7,NA,5,NA,2,NA,"2016-Oct-19 15:50:32",NA,2,1,1,2,2,3,1,1,2,"2016-Oct-19 15:51:48",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-Oct-19 15:52:37",2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,"uuid:2dc43cb7-2066-4b54-b6e3-63a74f84a62f",1610190714,"uuid:2dc43cb7-2066-4b54-b6e3-63a74f84a62f",75
"21","Oct 19, 2016 7:22:54 PM","Oct 19, 2016 12:36:01 PM","Oct 19, 2016 2:42:52 PM",38,NA,NA,NA,NA,1,NA,1,NA,"Oct 19, 2016 12:40:00 PM",41036281,41036281,4,3,"2016-Oct-19 12:50:27",1,3,39,1,NA,2,NA,NA,5,2,0,4,NA,2,"1",NA,2,1,2,2,3,4,NA,30,NA,"2",NA,NA,22,NA,"Munyarwanda",1,NA,"2016-Oct-19 12:59:23",1,NA,"9 10 11 8",NA,"5 4",NA,"2016-Oct-19 13:07:30",5,2,2,2,1,"2016-Oct-19 13:12:38",1,1,NA,1,1,0.600276752061477,NA,NA,1,3,NA,NA,"2016-Oct-19 12:36:02",1,"1 6 8",NA,"2016-Oct-19 13:23:28",NA,1,2,1,2,"2016-Oct-19 13:27:02",NA,NA,"media\AA_7369ba79-fded-4268-95a2-4b5cb9c75dda_note8_1.3gpp",NA,0.861068767622965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,NA,NA,2,NA,2,0.74184236040219,NA,NA,2,NA,2,2,NA,NA,1,1,NA,"2016-Oct-19 13:39:24",NA,0.235476534621943,1,NA,0.747021817145928,NA,2,1,"2016-Oct-19 13:43:59",0.618651903662801,NA,"2016-Oct-19 13:55:51",1,1,"2016-Oct-19 13:58:30","2016-Oct-19 14:13:12",5,NA,1,4,"2016-Oct-19 14:16:33",1,NA,0.893064354551869,"2016-Oct-19 14:23:04",0.500030650860386,NA,NA,1,"2016-Oct-19 14:28:02",NA,NA,3,1,"4",NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,1,3,NA,2,NA,1,NA,2,NA,"2016-Oct-19 14:35:54",NA,1,2,2,NA,NA,NA,2,2,2,"2016-Oct-19 14:36:21",7,4,"media\AA_7369ba79-fded-4268-95a2-4b5cb9c75dda_note_sec19.3gpp",NA,NA,NA,NA,5,NA,NA,NA,"2016-Oct-19 14:38:28",2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,"uuid:7369ba79-fded-4268-95a2-4b5cb9c75dda",1610190714,"uuid:7369ba79-fded-4268-95a2-4b5cb9c75dda",71
