"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","consent_text","consent","note_3","resp_status","resp_interviewed","date_time","id_c","id_2_c","district_calc","id","id_2","district","sex_q2_1","day_q2_2","age_q2_3_c","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","lc1_naba_vht_q2_11","q2_12err","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","activity_q3_1","q3_1_oth","frequency_discussion_q3_1","convers_q3_3","q3_3err","granchildren_q3_4","granchildren_boys_q3_5","food_q4_2","news_q4_1","watchTV_q4_1","mobile_q4_2","randomdraw1","random_order","note_q5_1","doctor_q5_1a","teacher_q5_1a","principal_q5_1a","official_q5_1a","judge_q5_1a","police_q5_1a","clergy_q5_1a","note_q5_1_b","doctor_q5_1b","teacher_q5_1b","police_q5_1b","clergy_q5_1b","principal_q5_1b","official_q5_1b","judge_q5_1b","note_q5_1_c","police_q5_1c","clergy_q5_1c","principal_q5_1c","official_q5_1c","judge_q5_1c","doctor_q5_1c","teacher_q5_1c","note_q5_1_d","police_q5_1d","clergy_q5_1d","doctor_q5_1d","teacher_q5_1d","principal_q5_1d","official_q5_1d","judge_q5_1d","note_q5_1_e","principal_q5_1e","official_q5_1e","judge_q5_1e","doctor_q5_1e","teacher_q5_1e","police_q5_1e","clergy_q5_1e","note_q5_1_f","principal_q5_1f","official_q5_1f","judge_q5_1f","police_q5_1f","clergy_q5_1f","doctor_q5_1f","teacher_q5_1f","goals_q6_2","q6_2err","note7_1","boys_school_q7_1","able_marry_q7_2","final_say_q7_3","child_rearing_q7_4","note8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","spiral_risk_q8_7","note8_8","empathy_pair_q8_8","empathy_husband_q8_9","free_riding_ran","free_riding","free_riding_lug","free.riding_q8_10","free.riding_q8_10_oth","free.riding_q8_10_no","free.riding_q8_10_2","free.riding_q8_10_2no","revenge_q8_11","note8_12","forum_ran","forum","R_gender","R_not_gender","R_gender_lug","R_not_gender_lug","reporting_exp_q8_12","reporting_intro","reporting_intro_2","reporting_cost1_q8_13a","reporting_cost2_q8_13b","reporting_cost3_q8_13c","intervention_q9_1","interv_consequence_q9_2","randomdraw6","tribe_q2_25","q2_25_oth","tribe1","religion_q14_1","q14_1_oth","religion_times_q14_2","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note_17","beating_freq_q17_2","beating_yes_q17_2b","beating_no_q17_2b","note_17_2","hh_violence_yesno_q17_2","incidents_q17_2b","hh_violence_freq_q17_3","hh_violence_yes_q17_3b","hh_violence_no_q17_3b","ipv_efficacy_q17_4","films_q17_1","other_attend_q17_2","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_19","q19_1","organizers_q18_1","followup_fest_q18_2","attendance_q18_3","cooperative_q20_1","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","note20","observe_conditions_q18_4","note20_2","survey_language","survey_language_oth","woman_kneeling","comments","instanceID","formdef_version","KEY","tc_id"
"54","May 21, 2017 12:40:48 PM","May 20, 2017 12:25:29 PM","May 20, 2017 1:18:09 PM",35,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 12:26:00 PM",NA,NA,NA,"w41344551","w41344551",4,2,1,NA,45,2,NA,2,NA,"2",NA,11,NA,2,2,NA,"1",NA,NA,1,NA,3,"1 4 7 10",NA,5,3,"Bananas",5,2,5,0.455990901204813,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 4",NA,NA,2,2,2,1,NA,NA,0.936159857975879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,NA,NA,2,NA,2,0.275196453408889,2,NA,NA,NA,1,NA,2,NA,2,1,1,NA,1,2,0.394193627109811,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.509447495824607,"Nabakyala","woman","Man","omukazi","omusajja",1,NA,NA,1,2,2,1,2,0.20807771127047,1,NA,"Muganda",2,NA,1,NA,NA,8,5,"1 2 3",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,5,NA,1,NA,2,NA,"uuid:3267aea1-6953-4908-b498-5eff8e3d0455",1705192037,"uuid:3267aea1-6953-4908-b498-5eff8e3d0455",82
"55","May 21, 2017 12:41:03 PM","May 20, 2017 10:54:51 AM","May 20, 2017 1:17:52 PM",36,NA,NA,NA,NA,1,NA,2,1,"May 20, 2017 11:10:00 AM",NA,NA,NA,"t40216061","t40216061",4,1,2,NA,45,1,NA,5,NA,"11",NA,18,NA,4,2,NA,"2",NA,NA,3,NA,2,"4 10",NA,NA,NA,"Matooke cassava",3,2,5,0.935433489843303,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"3 7 9",NA,NA,2,1,1,1,NA,NA,0.819800840920781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,NA,NA,1,1,NA,0.744169317642654,NA,NA,2,NA,1,1,NA,NA,2,1,1,NA,2,2,0.576908129365119,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.794445247467391,"Police","man","Woman","omusajja","omukazi",1,NA,NA,2,1,2,1,2,0.0567502690798086,22,NA,"Munyarwanda",3,NA,1,NA,NA,4,0,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,"uuid:6830dc88-c038-48b0-b20b-f0ec913efeda",1705192037,"uuid:6830dc88-c038-48b0-b20b-f0ec913efeda",98
"56","May 21, 2017 12:41:32 PM","May 20, 2017 11:09:11 AM","May 20, 2017 12:36:36 PM",1,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 11:09:00 AM",NA,NA,NA,"t41337051","t41337051",4,1,NA,NA,52,1,NA,2,NA,"6 7",NA,3,3,NA,2,NA,"2 3",NA,NA,1,NA,4,"8",NA,4,8,"Potatoes",5,1,5,0.441371680783763,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 4 9",NA,NA,2,2,2,1,NA,NA,0.218598420361621,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.0037479105847068,1,NA,NA,NA,1,NA,2,NA,2,2,2,NA,2,2,0.927331472328693,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",2,NA,"That would  be  romour mongering",NA,NA,1,NA,0.61284778070004,"Nabakyala","man","Woman","omusajja","omukazi",2,NA,NA,2,2,2,2,2,0.764175938165303,24,NA,"Munyoro",3,NA,0,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,"uuid:9baed1a1-a463-4d20-8e03-24297f62326c",1705192037,"uuid:9baed1a1-a463-4d20-8e03-24297f62326c",81
"57","May 21, 2017 12:41:37 PM","May 20, 2017 10:32:34 AM","May 20, 2017 12:37:43 PM",34,NA,NA,NA,NA,1,NA,1,1,"May 20, 2017 10:51:00 AM",40216111,40216111,"Mubende",NA,NA,NA,1,1,23,NA,NA,NA,1,NA,"2 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,1,"5 1 2 3 10",NA,4,3,"Cassava",5,5,5,0.0407579265708524,1,NA,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 4 9",NA,NA,1,1,1,2,NA,NA,0.459762719721224,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.329737165570275,1,NA,NA,NA,1,NA,1,NA,1,1,1,NA,2,2,0.68015514790244,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.985896675219126,"Police","man","Woman","omusajja","omukazi",1,NA,NA,2,2,2,2,2,0.0148899746996821,1,NA,"Muganda",NA,NA,NA,NA,NA,3,1,"4",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Doesn't know he thought it was a promotion",1,3,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,4,"The survey was conducted from his work place ","uuid:ab351c99-fcfb-47f4-8c7b-87462d8b5660",1705192037,"uuid:ab351c99-fcfb-47f4-8c7b-87462d8b5660",98
"58","May 21, 2017 12:41:40 PM","May 20, 2017 1:16:44 PM","May 20, 2017 1:57:30 PM",34,NA,NA,NA,NA,1,NA,1,1,"May 20, 2017 1:17:00 PM",40216011,40216011,"Mubende",NA,NA,NA,1,1,20,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"5 2 3 4 10",NA,NA,NA,"Sweet potatoes",5,1,5,0.782886600510307,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 7",NA,NA,2,1,2,1,NA,NA,0.637926778944493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0.42853803678971,NA,2,NA,NA,2,NA,NA,2,2,1,1,NA,2,2,0.645334497711503,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.305588644830975,"LC1","man","Woman","omusajja","omukazi",1,NA,NA,2,1,2,1,2,0.63052428615331,26,NA,"Musoga",NA,NA,NA,NA,NA,2,1,"3",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,3,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,"The respondent was just coming from prison so he was reluctant about answering some questions and he ","uuid:f2179dd5-7ec2-4c11-9c8a-77234136f177",1705192037,"uuid:f2179dd5-7ec2-4c11-9c8a-77234136f177",98
"59","May 21, 2017 12:41:41 PM","May 20, 2017 3:58:40 PM","May 20, 2017 4:49:25 PM",34,NA,NA,NA,NA,1,NA,1,1,"May 20, 2017 4:00:00 PM",40216431,40216431,"Mubende",NA,NA,NA,1,1,37,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"1 7 10",NA,4,5,"Matooke",5,6,5,0.138229401362662,1,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 9",NA,NA,2,1,1,1,NA,NA,0.461374817807819,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.251093973005581,2,NA,NA,NA,1,NA,1,NA,1,1,1,NA,1,2,0.589577184916288,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.453343022966038,"Nabakyala","man","Woman","omusajja","omukazi",2,NA,NA,1,1,2,2,1,0.382085090444802,1,NA,"Muganda",NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,"The respondent stays with the second wife at times so the survey was conducted from another village","uuid:a1ec5136-79a2-4ae6-8be7-f3a41675094d",1705192037,"uuid:a1ec5136-79a2-4ae6-8be7-f3a41675094d",98
"60","May 21, 2017 12:42:23 PM","May 20, 2017 9:04:21 AM","May 20, 2017 10:19:15 AM",32,NA,NA,NA,NA,1,NA,1,1,"May 20, 2017 9:23:00 AM",41610101,41610101,"Mubende",NA,NA,NA,1,2,27,NA,NA,NA,3,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Writing music",3,"1 2 4 10",NA,3,3,"Posho",5,2,5,0.167699439988807,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 4",NA,NA,2,1,2,1,NA,NA,0.846189095074055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,NA,NA,2,NA,2,0.911551859901469,NA,NA,2,NA,2,2,NA,NA,1,1,1,NA,1,2,0.744973953356643,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.682707861767139,"Police","man","Woman","omusajja","omukazi",2,NA,NA,2,2,2,1,1,0.26271802219309,26,NA,"Musoga",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,NA,NA,NA,NA,NA,4,NA,1,NA,3,NA,"uuid:1172158c-c409-4cf9-adf2-842dfd668ed3",1705192037,"uuid:1172158c-c409-4cf9-adf2-842dfd668ed3",94
"61","May 21, 2017 12:54:10 PM","May 20, 2017 11:03:35 AM","May 20, 2017 12:49:55 PM",21,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 11:14:00 AM",NA,NA,NA,"t41312031","t41312031",4,2,3,NA,49,2,NA,1,NA,"11",NA,11,NA,2,2,NA,"27 29",NA,NA,1,NA,1,"1 4",NA,4,3,"Matooke",1,6,1,0.555204162993543,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 3 5",NA,NA,2,2,2,2,NA,NA,0.135194780901797,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.480174894079617,NA,2,NA,NA,2,NA,NA,1,1,1,1,NA,1,2,0.466133456741901,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,2,NA,0.76253793508264,"Police","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,1,1,0.689509692922225,1,NA,"Muganda",9,NA,1,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,4,NA,NA,NA,6,NA,"Aids, ",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,"uuid:3abf0158-f163-4f88-9eea-f8104e9f9925",1705192037,"uuid:3abf0158-f163-4f88-9eea-f8104e9f9925",80
"62","May 21, 2017 12:54:13 PM","May 20, 2017 12:58:37 PM","May 20, 2017 2:53:24 PM",21,NA,NA,NA,NA,1,NA,1,1,"May 20, 2017 1:08:00 PM",41312091,41312091,"Mubende",NA,NA,NA,2,2,28,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"1",NA,3,3,"Matooke",5,3,1,0.843357687670347,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,"1 3 7",NA,NA,1,1,2,2,NA,NA,0.47162959875565,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.0884756161708242,2,NA,NA,NA,2,NA,2,NA,1,1,2,NA,1,2,0.00916748251734423,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.806671907778763,"Police","woman","Man","omukazi","omusajja",2,NA,NA,2,2,1,1,2,0.636364787286195,14,NA,"Mufumbira",NA,NA,NA,NA,NA,2,1,"2",NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,2,NA,"uuid:899f708c-a739-4040-81bd-a2fe075293cc",1705192037,"uuid:899f708c-a739-4040-81bd-a2fe075293cc",80
"63","May 21, 2017 12:54:13 PM","May 20, 2017 3:01:38 PM","May 20, 2017 4:05:15 PM",21,NA,NA,NA,NA,1,NA,1,1,"May 20, 2017 3:11:00 PM",41312331,41312331,"Mubende",NA,NA,NA,2,1,33,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"1",NA,4,5,"Matooke",5,6,1,0.551344757510839,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 4",NA,NA,1,1,2,1,NA,NA,0.773981605916988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,NA,NA,2,NA,2,0.527378222725072,NA,2,NA,NA,2,NA,NA,2,1,1,1,NA,1,2,0.659961665671708,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.46821963763234,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,2,2,0.789956848358956,22,NA,"Munyarwanda",NA,NA,NA,NA,NA,3,1,"2",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,"uuid:016ed290-4453-47f2-a3e1-65079b511918",1705192037,"uuid:016ed290-4453-47f2-a3e1-65079b511918",80
"64","May 21, 2017 12:54:18 PM","May 20, 2017 7:53:04 AM","May 20, 2017 11:11:17 AM",22,NA,NA,NA,NA,1,NA,1,1,"May 20, 2017 10:23:00 AM",41312131,41312131,"Mubende",NA,NA,NA,2,1,27,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,3,"1 3 10",NA,4,5,"Matooke ",5,3,5,0.399261858754898,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 5 9",NA,NA,2,2,1,1,NA,NA,0.959297768425925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,1,1,NA,0.30060819164443,2,NA,NA,NA,1,NA,2,NA,1,2,1,NA,2,2,0.562200358194134,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.299226783198598,"LC1","woman","Man","omukazi","omusajja",2,NA,NA,1,1,2,1,2,0.524314808077615,24,NA,"Munyoro",NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,2,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,"uuid:1eb0648b-55f6-4921-ae01-50831ad84308",1705192037,"uuid:1eb0648b-55f6-4921-ae01-50831ad84308",80
"65","May 21, 2017 12:55:23 PM","May 20, 2017 10:15:37 AM","May 20, 2017 11:17:57 AM",6,NA,NA,NA,NA,1,NA,1,1,"May 20, 2017 10:26:00 AM",41312241,41312241,"Mubende",NA,NA,NA,1,3,42,NA,NA,NA,1,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,"5 1 3 4 7 10",NA,4,5,"Banana",5,3,5,0.321144452866858,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 3",NA,NA,1,2,1,1,NA,NA,0.15722520328227,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.428582633491807,NA,2,NA,NA,1,NA,NA,2,1,2,2,NA,2,1,0.24503562753227,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.833611448479007,"Police","man","Woman","omusajja","omukazi",1,NA,NA,2,1,2,1,1,0.157371131884621,21,NA,"Munyankole",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,"uuid:baa1f359-f88e-4ff3-8f23-5fe5251b3098",1705192037,"uuid:baa1f359-f88e-4ff3-8f23-5fe5251b3098",80
"66","May 21, 2017 12:55:27 PM","May 20, 2017 12:38:13 PM","May 20, 2017 1:52:35 PM",6,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 12:45:00 PM",NA,NA,NA,"t41312071","t41312071",4,1,2,NA,63,1,NA,1,NA,"11",NA,18,NA,4,2,NA,"30",NA,NA,1,NA,2,"5 1 4 7 10",NA,3,3,"Bananas",4,1,5,0.516217865798649,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 3 9",NA,NA,2,2,2,1,NA,NA,0.464147663009249,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.381532743964118,NA,2,NA,NA,2,NA,NA,2,1,1,1,NA,1,1,0.269531841906753,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",2,NA,"Might end up being beaten",NA,NA,1,NA,0.0590614282816659,"LC1","man","Woman","omusajja","omukazi",1,NA,NA,2,2,2,1,1,0.699421023458478,22,NA,"Munyarwanda",9,NA,6,NA,NA,3,0,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,4,NA,1,NA,3,NA,"uuid:ba806dcb-f92a-44b3-979d-bc7630a87913",1705192037,"uuid:ba806dcb-f92a-44b3-979d-bc7630a87913",80
