"","SubmissionDate","starttime","endtime","enum","note_1","note_2","intro","consent_text","consent","note_3","resp_status","resp_interviewed","date_time","id_c","id_2_c","district_calc","id","id_2","district","sex_q2_1","day_q2_2","age_q2_3_c","age_q2_3","rel_q2_4","q2_4_oth","status_q2_5","q2_5_oth","lc1_naba_vht_q2_11","q2_12err","educ_q2_21","read_q2_22","read_q2_22b","lang_q2_23","q2_23_oth","other_lang_q2_24","q2_24err","q2_24_oth","activity_q3_1","q3_1_oth","frequency_discussion_q3_1","convers_q3_3","q3_3err","granchildren_q3_4","granchildren_boys_q3_5","food_q4_2","news_q4_1","watchTV_q4_1","mobile_q4_2","randomdraw1","random_order","note_q5_1","doctor_q5_1a","teacher_q5_1a","principal_q5_1a","official_q5_1a","judge_q5_1a","police_q5_1a","clergy_q5_1a","note_q5_1_b","doctor_q5_1b","teacher_q5_1b","police_q5_1b","clergy_q5_1b","principal_q5_1b","official_q5_1b","judge_q5_1b","note_q5_1_c","police_q5_1c","clergy_q5_1c","principal_q5_1c","official_q5_1c","judge_q5_1c","doctor_q5_1c","teacher_q5_1c","note_q5_1_d","police_q5_1d","clergy_q5_1d","doctor_q5_1d","teacher_q5_1d","principal_q5_1d","official_q5_1d","judge_q5_1d","note_q5_1_e","principal_q5_1e","official_q5_1e","judge_q5_1e","doctor_q5_1e","teacher_q5_1e","police_q5_1e","clergy_q5_1e","note_q5_1_f","principal_q5_1f","official_q5_1f","judge_q5_1f","police_q5_1f","clergy_q5_1f","doctor_q5_1f","teacher_q5_1f","goals_q6_2","q6_2err","note7_1","boys_school_q7_1","able_marry_q7_2","final_say_q7_3","child_rearing_q7_4","note8","note8_1","randomdraw2","action_q8_1a_1","action_q8_1b_1","action_q8_1b_2_1","action_q8_1c_1","action_q8_1d_1","action_q8_1d_2_1","action_q8_1a_2","action_q8_1b_2","action_q8_1b_2_2","action_q8_1c_2","action_q8_1d_2","action_q8_1d_2_2","action_q8_1a_3","action_q8_1b_3","action_q8_1b_2_3","action_q8_1c_3","action_q8_1d_3","action_q8_1d_2_3","action_q8_1a_4","action_q8_1b_4","action_q8_1b_2_4","action_q8_1c_4","action_q8_1d_4","action_q8_1d_2_4","note8_2","disobeys_q8_1a","disobeys_yes","disobeys_no","randomdraw3","chat_q8_1b","fin_pressure_q8_1c","no_housework_q8_1e","note8_3","disobeys_community_q8_2","housework_comm_q8_4","chat_community_q8_5","fin_press_comm_q8_6","react_q8_7","intervene_q8_9","spiral_risk_q8_7","note8_8","empathy_pair_q8_8","empathy_husband_q8_9","free_riding_ran","free_riding","free_riding_lug","free.riding_q8_10","free.riding_q8_10_oth","free.riding_q8_10_no","free.riding_q8_10_2","free.riding_q8_10_2no","revenge_q8_11","note8_12","forum_ran","forum","R_gender","R_not_gender","R_gender_lug","R_not_gender_lug","reporting_exp_q8_12","reporting_intro","reporting_intro_2","reporting_cost1_q8_13a","reporting_cost2_q8_13b","reporting_cost3_q8_13c","intervention_q9_1","interv_consequence_q9_2","randomdraw6","tribe_q2_25","q2_25_oth","tribe1","religion_q14_1","q14_1_oth","religion_times_q14_2","note16_1","note16_1_2","beaten_comm_q16_1","woman_beaten_q16_1b","report_q16_1c","q16_1err","report_q16_1c_oth","note_17","beating_freq_q17_2","beating_yes_q17_2b","beating_no_q17_2b","note_17_2","hh_violence_yesno_q17_2","incidents_q17_2b","hh_violence_freq_q17_3","hh_violence_yes_q17_3b","hh_violence_no_q17_3b","ipv_efficacy_q17_4","films_q17_1","other_attend_q17_2","content_q17_1b","q19_3err","content_q17_1b_oth","hear_q19_4","q19_4err","hear_q19_4_oth","note_19","q19_1","organizers_q18_1","followup_fest_q18_2","attendance_q18_3","cooperative_q20_1","person_q18_1","relationship_person_q18_2","q18_2_oth","q18_2berr","note18","note20","observe_conditions_q18_4","note20_2","survey_language","survey_language_oth","woman_kneeling","comments","instanceID","formdef_version","KEY","tc_id"
"41","May 21, 2017 12:38:44 PM","May 20, 2017 5:07:18 PM","May 20, 2017 6:37:13 PM",33,NA,NA,NA,NA,1,NA,1,1,"May 20, 2017 5:07:00 PM",40216231,40216231,"Mubende",NA,NA,NA,1,1,28,NA,NA,NA,2,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"5 3 10",NA,4,1,"Muwogo",4,2,5,0.630631365552214,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 9",NA,NA,1,1,1,1,NA,NA,0.157775846076124,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.591026613005336,NA,2,NA,NA,2,NA,NA,2,1,1,1,NA,1,2,0.313049836357668,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,2,NA,0.792130462849073,"Police","man","Woman","omusajja","omukazi",1,NA,NA,1,1,2,1,1,0.723963563356651,1,NA,"Muganda",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,3,"None","uuid:60e59545-c6c3-46ad-be84-05313aa2adb4",1705192037,"uuid:60e59545-c6c3-46ad-be84-05313aa2adb4",98
"42","May 21, 2017 12:39:12 PM","May 20, 2017 11:24:47 AM","May 20, 2017 12:26:33 PM",17,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 11:29:00 AM",NA,NA,NA,"t41344061","t41344061",4,2,1,NA,34,2,NA,1,NA,"2",NA,19,NA,2,2,NA,"1",NA,NA,16,NA,3,"5 1 4 7 10",NA,6,5,"Matooke",5,4,5,0.602332318914754,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 3 4",NA,NA,2,1,2,1,NA,NA,0.000910412354433343,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.598078292046245,NA,2,NA,NA,2,NA,NA,2,1,1,2,NA,2,2,0.748132720840662,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.601128927930184,"Nabakyala","woman","Man","omukazi","omusajja",1,NA,NA,1,1,2,1,2,0.320837322193152,1,NA,"Muganda",2,NA,1,NA,NA,2,2,"1",NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,5,NA,1,NA,1,NA,"uuid:1732279d-b505-4431-b3f1-55ad9f319ba2",1705192037,"uuid:1732279d-b505-4431-b3f1-55ad9f319ba2",82
"43","May 21, 2017 12:39:12 PM","May 20, 2017 12:58:05 PM","May 20, 2017 2:02:47 PM",17,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 1:05:00 PM",NA,NA,NA,"w41344531","w41344531",4,2,2,NA,25,2,NA,1,NA,"6",NA,10,NA,2,31,NA,"2",NA,NA,5,NA,3,"1 7 10",NA,2,5,"Kalo",5,6,5,0.885419604789845,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,1,"3 4 9",NA,NA,2,1,2,1,NA,NA,0.236584280174603,2,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.505017617902518,NA,2,NA,NA,2,NA,NA,2,1,1,1,NA,2,1,0.635956372589373,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.0692555482004953,"LC1","woman","Man","omukazi","omusajja",2,NA,NA,1,1,2,2,2,0.716368468216442,24,NA,"Munyoro",3,NA,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,5,NA,1,NA,1,NA,"uuid:9a74b940-4296-4eea-b367-063395c94be0",1705192037,"uuid:9a74b940-4296-4eea-b367-063395c94be0",82
"44","May 21, 2017 12:39:15 PM","May 20, 2017 2:14:45 PM","May 20, 2017 3:20:10 PM",17,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 2:23:00 PM",NA,NA,NA,"w41344521","w41344521",4,2,1,NA,39,2,NA,1,NA,"11",NA,4,2,NA,1,NA,"37",NA,NA,1,NA,3,"5 1 2 3 4 7",NA,NA,NA,"Matooke",4,2,5,0.301818069033767,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 2 9",NA,NA,1,1,1,2,NA,NA,0.779054641147898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,NA,NA,2,NA,2,0.189959406174419,2,NA,NA,NA,1,NA,1,NA,1,1,1,NA,1,2,0.952008531241205,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,1,NA,0.201107472499524,"LC1","woman","Man","omukazi","omusajja",2,NA,NA,2,2,2,2,2,0.0923755603249398,1,NA,"Muganda",9,NA,3,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,4,NA,1,NA,1,NA,"uuid:974217a4-e230-4c8e-9417-77716c817140",1705192037,"uuid:974217a4-e230-4c8e-9417-77716c817140",82
"45","May 21, 2017 12:39:41 PM","May 20, 2017 1:32:16 PM","May 20, 2017 2:23:41 PM",37,NA,NA,NA,NA,1,NA,2,1,"May 20, 2017 1:33:00 PM",NA,NA,NA,"t40216051","t40216051",4,2,1,NA,40,1,NA,5,NA,"11",NA,10,NA,2,2,NA,"1",NA,NA,7,NA,3,"1 2 3 10",NA,6,4,"Matooke",5,6,5,0.613425395139007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 4 9",NA,NA,2,2,2,1,NA,NA,0.168119041381725,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.216345918546861,2,NA,NA,NA,1,NA,2,NA,1,1,1,NA,1,1,0.283920658163828,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.986370999045508,"Police","woman","Man","omukazi","omusajja",1,NA,NA,2,2,2,2,2,0.711200982812645,21,NA,"Munyankole",2,NA,1,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,"uuid:70a0cd51-7ee0-4f1c-b98b-a9c6f3859878",1705192037,"uuid:70a0cd51-7ee0-4f1c-b98b-a9c6f3859878",98
"46","May 21, 2017 12:39:45 PM","May 20, 2017 3:37:05 PM","May 20, 2017 5:04:51 PM",37,NA,NA,NA,NA,1,NA,2,1,"May 20, 2017 3:47:00 PM",NA,NA,NA,"t40216071","t40216071",4,2,2,NA,45,2,NA,1,NA,"6",NA,9,NA,2,2,NA,"37",NA,NA,1,NA,3,"5 10",NA,4,5,"Matooke",2,6,5,0.947971046898485,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,1,"2 7 9",NA,NA,2,2,2,1,NA,NA,0.327251046818743,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.0131514328157796,2,NA,NA,NA,1,NA,1,NA,2,1,1,NA,1,2,0.0680039525096742,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",2,NA,"Can't rush because its the first time.",NA,NA,1,NA,0.359085362349711,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,2,2,0.577586140450991,1,NA,"Muganda",9,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,"uuid:5a2b2bdb-141b-4497-9870-002ee01f6d27",1705192037,"uuid:5a2b2bdb-141b-4497-9870-002ee01f6d27",98
"47","May 21, 2017 12:40:21 PM","May 20, 2017 10:00:18 AM","May 20, 2017 11:34:35 AM",26,NA,NA,NA,NA,1,NA,2,1,"May 20, 2017 10:08:00 AM",NA,NA,NA,"w41344561","w41344561",4,2,1,NA,26,2,NA,1,NA,"11",NA,5,4,NA,2,NA,"20",NA,NA,9,NA,3,"5 1 2 3 4 10",NA,6,5,"Matooke",5,3,5,0.521058882685744,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 4 9",NA,NA,1,2,1,1,NA,NA,0.728013246538491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.425130085820297,NA,2,NA,NA,1,NA,NA,2,2,2,1,NA,1,2,0.166413091782611,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",2,NA,"Because its their private issue betweeb husband and wife,",NA,NA,1,NA,0.621540322236769,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,2,2,0.000598330926393054,1,NA,"Muganda",3,NA,1,NA,NA,5,2,"4",NA,NA,NA,NA,NA,NA,NA,1,3,1,1,NA,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,6,NA,1,NA,2,"The survey was fair though the respondent was over complaining that the questions are very many and she was attending to her business too and we were also seated by the roadside.","uuid:1ad18381-45b1-4b59-ade2-b080306a44c4",1705192037,"uuid:1ad18381-45b1-4b59-ade2-b080306a44c4",82
"48","May 21, 2017 12:40:22 PM","May 20, 2017 11:39:24 AM","May 20, 2017 1:24:06 PM",26,NA,NA,NA,NA,1,NA,2,1,"May 20, 2017 11:47:00 AM",NA,NA,NA,"w41344511","w41344511",4,2,2,NA,33,2,NA,1,NA,"11",NA,10,NA,2,2,NA,"1",NA,NA,12,NA,3,"8",NA,4,5,"Matooke",4,6,4,0.0506699680716943,1,NA,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 3 4",NA,NA,2,2,1,1,NA,NA,0.880346438209072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,2,NA,2,0.540934843896841,NA,2,NA,NA,2,NA,NA,2,1,2,1,NA,1,2,0.086894762718446,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",2,NA,"Its dupifficult to interfere with other peoples affairs.",NA,NA,1,NA,0.554112602048214,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,2,2,2,0.377329980877901,1,NA,"Muganda",9,NA,3,NA,NA,20,1,"4",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,"Survey was fair though the respondent was asking for a repeat on the different options several times and the children were also moving up and down in our interview room.","uuid:ada2c271-1d28-4492-9de7-2175b0e21302",1705192037,"uuid:ada2c271-1d28-4492-9de7-2175b0e21302",82
"49","May 21, 2017 12:40:29 PM","May 20, 2017 2:59:30 PM","May 20, 2017 4:23:13 PM",26,NA,NA,NA,NA,1,NA,2,1,"May 20, 2017 3:05:00 PM",NA,NA,NA,"t41344051","t41344051",4,2,2,NA,27,9,NA,7,NA,"4",NA,9,NA,3,2,NA,"1 31",NA,NA,8,NA,3,"4 10",NA,4,5,"Irish potatoes",4,6,5,0.322577972928014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 4 9",NA,NA,2,1,1,1,NA,NA,0.33440820513801,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.386521843661183,NA,2,NA,NA,1,NA,NA,2,1,1,1,NA,1,2,0.684436379759859,"you see a group of people from your community standing nearby, discussing the incident","nolaba ekibinja ky abantu okuva mukitundu kyo nga bayimiridde okumpi, nga bogera ku kiguddewo",1,NA,NA,NA,NA,2,NA,0.476402965173083,"Nabakyala","woman","Man","omukazi","omusajja",1,NA,NA,1,1,1,1,2,0.445975666546944,24,NA,"Munyoro",2,NA,1,NA,NA,2,1,"4",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,3,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,6,NA,1,NA,1,"Survey was okay though the kid was disturbing the mum during the survey.","uuid:06cb8dae-f823-41aa-8384-73cc2318e904",1705192037,"uuid:06cb8dae-f823-41aa-8384-73cc2318e904",82
"50","May 21, 2017 12:40:36 PM","May 20, 2017 10:28:49 AM","May 20, 2017 12:57:42 PM",27,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 10:40:00 AM",NA,NA,NA,"t40216011","t40216011",4,2,2,NA,34,2,NA,2,NA,"11",NA,18,NA,4,2,NA,"37",NA,NA,5,NA,3,"5 1 2 3 4 7 10",NA,4,5,"Matooke",5,3,1,0.972142072136861,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,"1 2 4",NA,NA,2,1,2,2,NA,NA,0.482760006928634,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.31489104923815,2,NA,NA,NA,1,NA,2,NA,2,1,1,NA,1,2,0.179930360265805,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.341674393439079,"Nabakyala","woman","Man","omukazi","omusajja",1,NA,NA,1,1,1,2,2,0.889824343862118,22,NA,"Munyarwanda",2,NA,1,NA,NA,5,3,"1 2",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,4,NA,1,NA,1,NA,"uuid:a7b61a69-d85d-4afb-9fc3-449e476cda77",1705192037,"uuid:a7b61a69-d85d-4afb-9fc3-449e476cda77",98
"51","May 21, 2017 12:40:39 PM","May 20, 2017 4:26:02 PM","May 20, 2017 5:43:16 PM",27,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 4:26:00 PM",NA,NA,NA,"t40216021","t40216021",4,2,1,NA,55,2,NA,1,NA,"2 5 8",NA,10,NA,2,2,NA,"37",NA,NA,1,NA,1,"1 10",NA,4,5,"Matooke ",5,6,5,0.194948934651025,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 7 9",NA,NA,2,1,2,1,NA,NA,0.234876325263678,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0.50565049014889,NA,2,NA,NA,2,NA,NA,2,1,1,1,NA,1,2,0.157663762660813,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.585977520575874,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,1,1,0.777604694150207,1,NA,"Muganda",2,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,4,NA,1,NA,2,"She got misunderstandings with the husband and he abandoned the family responsibilities, he no longer comes home! ","uuid:26d5047b-3ae5-4e70-a3fb-d52652027f59",1705192037,"uuid:26d5047b-3ae5-4e70-a3fb-d52652027f59",98
"52","May 21, 2017 12:40:47 PM","May 20, 2017 9:56:31 AM","May 20, 2017 11:00:00 AM",35,NA,NA,NA,NA,1,NA,2,1,"May 20, 2017 9:57:00 AM",NA,NA,NA,"w41344611","w41344611",4,2,3,NA,27,2,NA,2,NA,"11",NA,6,4,NA,2,NA,"2",NA,NA,1,NA,3,"5 1 2 3 4 7 10",NA,4,5,"Bananas",4,1,5,0.918104251588194,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,"1 3 4",NA,NA,1,1,1,1,NA,NA,0.971501652478798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,NA,NA,2,NA,1,0.732897395635255,NA,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,2,0.238877599590285,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",1,NA,NA,NA,NA,1,NA,0.290984977747606,"LC1","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,1,2,0.195933133978465,1,NA,"Muganda",3,NA,1,NA,NA,3,1,"4",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,4,NA,1,NA,1,NA,"uuid:d3b8dcf2-6733-4e22-a7e9-3ba1eb98c391",1705192037,"uuid:d3b8dcf2-6733-4e22-a7e9-3ba1eb98c391",82
"53","May 21, 2017 12:40:47 PM","May 20, 2017 11:00:13 AM","May 20, 2017 12:03:11 PM",35,NA,NA,NA,NA,1,NA,2,2,"May 20, 2017 11:06:00 AM",NA,NA,NA,"w41344591","w41344591",4,2,2,NA,18,2,NA,2,NA,"11",NA,3,4,NA,30,NA,"2",NA,NA,1,NA,4,"1 3 10",NA,4,2,"Bananas",1,1,1,0.485918028911473,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 5 9",NA,NA,1,1,1,2,NA,NA,0.978970235059222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,NA,NA,1,1,NA,0.870265345075568,NA,NA,2,NA,2,1,NA,NA,1,2,1,NA,1,2,0.180125108439963,"you know that you are the only who has observed the incident","ng omanyi nti gwe weka alabye ekintu ekiguddewo",2,NA,"The victim might deny when asked",NA,NA,2,NA,0.39115533657111,"Nabakyala","woman","Man","omukazi","omusajja",2,NA,NA,1,1,1,2,2,0.796191203289282,22,NA,"Munyarwanda",2,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,7,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,NA,1,NA,1,NA,"uuid:d15c24de-8d38-48c5-9cd9-358f0758aca4",1705192037,"uuid:d15c24de-8d38-48c5-9cd9-358f0758aca4",82
