"","SubmissionDate","starttime","endtime","tl","note_1","note_2","intro","consent_text","consent","note_3","date_time","id","gender_q2_1","age_q2_2","vht_naba","long_VHT_q2_3","unit_q2_3vht","number_q2_3vht","started_VHT_q2_4","paid_q2_5vht","earn_q2_6vht","long_naba_q2_3","unit_q2_3naba","number_q2_3naba","started_naba_q2_4","paid_q2_5naba","earn_q2_6naba","hospital_q2_7","unit_q2_7","number_q2_7","hospital_q2_7b","unit_q2_7b","number_q2_7b","households_q2_8","visits_q2_9","visits_q2_9units","visits_q2_9number","note_3_1","violence_q3_1f","other_q3_1g","other_q3_1g_number","q3_2err","note_3_3","victim_q3_3a","perpetrator_q3_3b","victim_fam_q3_3c","perpetrator_fam_q3_3d","victim_friends_q3_3e","perpetrator_friends_q3_3f","neighbors_q3_3g","other_q3_3h","other_q3_3h_number","q3_3err","viol_unreported_q3_2","viol_unreported_q3_3b","viol_nomedic_q3_5","viol_nomedic_q3_5why","advice_q3_6","years_vill_q2_12","people_known_q2_13","intervene_q8_9","friends_fam_q16_3","note_q6_1","rounds_q6_1","machete_q6_2","killed_witch_q14_1","possible_kill_q14_1b","witchdoctor_q6_4","films_q17_1","other_attend_q17_2","note_thanks","instanceID","formdef_version","KEY","tc_id"
"62","11/14/2016 19:42","11/11/2016 10:56","11/11/2016 10:56",3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uuid:4d1bd112-aded-446e-9673-08c2ba170bb2",1611022330,"uuid:4d1bd112-aded-446e-9673-08c2ba170bb2",NA
"63","11/14/2016 19:43","11/11/2016 10:57","11/11/2016 12:00",3,NA,NA,NA,NA,1,NA,"11/11/2016 10:57","V309141",1,70,1,NA,2,6,"Through teachings and seminars",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,90,200,NA,3,1,NA,10,"Hygiene matters",0,NA,NA,6,2,0,0,0,1,1,"0",0,NA,NA,NA,1,"Ignorance","Gathers a group of fellow LCS to counsel them",56,2,1,1,NA,2,4,1,1,2,7,4,NA,"uuid:b826e833-839c-41e3-9225-1314361465f5",1611022330,"uuid:b826e833-839c-41e3-9225-1314361465f5",42
"64","11/14/2016 19:43","11/12/2016 16:14","11/12/2016 17:15",3,NA,NA,NA,NA,1,NA,"11/12/2016 16:25","V310202",2,39,1,NA,2,8,"I was among the people that were chosen by the  Lc chairperson and later was called to the subcountry for training ",2,"Yes ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,90,200,NA,2,3,NA,6,"0",0,NA,NA,3,0,0,0,0,0,3,"O",0,NA,NA,NA,1,"Most women don't work and in such cases the man refuses to give him assistance to seek medical care or treatment ","First ask her why do you think it so? Thereafter I derive the advise from what she told me ",19,2,2,1,NA,1,2,2,2,2,4,2,NA,"uuid:870a6005-dd18-45ae-afe3-f807e71ee8a2",1611022330,"uuid:870a6005-dd18-45ae-afe3-f807e71ee8a2",58
"65","11/14/2016 19:43","11/14/2016 16:10","11/14/2016 16:58",3,NA,NA,NA,NA,1,NA,"11/14/2016 16:16","V309331",2,48,2,NA,NA,NA,NA,NA,NA,NA,2,25,"Trust from the village members",2,"Trader",NA,2,1,NA,2,2,NA,NA,NA,NA,NA,10,"0",0,NA,NA,10,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Fear of the spouce","That she goes and council them",15,2,1,1,NA,2,1,1,1,2,7,2,NA,"uuid:6ead5d0d-bbf1-4303-a9f2-7ed8a95d4ee4",1611022330,"uuid:6ead5d0d-bbf1-4303-a9f2-7ed8a95d4ee4",43
"66","11/14/2016 19:52","11/14/2016 15:55","11/14/2016 16:27",3,NA,NA,NA,NA,1,NA,"11/14/2016 15:55","V309334",1,24,1,NA,1,1,"There is a colleague of mine who encouraged me and later I joined.",2,"Mechanist ",NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,30,200,NA,3,2,NA,0,"The injection on the right thigh in children ",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,"Most cases its use men don't have money and sometimes they intend to punish their  women ","To take the case to the LC leaders ",3,2,1,1,NA,1,2,2,2,NA,4,2,NA,"uuid:6c4c4b4e-5028-4116-965d-94b53fe4b424",1611022330,"uuid:6c4c4b4e-5028-4116-965d-94b53fe4b424",43
"67","11/14/2016 20:08","11/14/2016 13:10","11/14/2016 13:30",4,NA,NA,NA,NA,1,NA,"11/14/2016 13:10","V310281",2,59,2,NA,NA,NA,NA,NA,NA,NA,2,12,"I was elected by the residents of my village to represent them",2,"Farming",NA,1,2,NA,1,15,NA,NA,NA,NA,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,"I counsel the couple",20,2,1,1,NA,2,2,1,1,3,8,2,NA,"uuid:fb673228-45b0-4de2-b687-d2d16689fb3d",1611022330,"uuid:fb673228-45b0-4de2-b687-d2d16689fb3d",60
"68","11/14/2016 20:09","11/14/2016 13:58","11/14/2016 14:27",4,NA,NA,NA,NA,1,NA,"11/14/2016 13:58","V310282",2,51,1,NA,2,5,"I was elected by village residents",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,30,250,NA,2,1,NA,0,"They always ask me why they don't always find heal workers in the health centers",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I ask her always the cause of the fighting and then counsel them",40,2,1,2,NA,2,1,2,1,2,7,2,NA,"uuid:9a143859-ef59-49ed-9f2c-69a2d6a2e2cf",1611022330,"uuid:9a143859-ef59-49ed-9f2c-69a2d6a2e2cf",60
"69","11/14/2016 20:09","11/14/2016 14:53","11/14/2016 15:16",4,NA,NA,NA,NA,1,NA,"11/14/2016 14:53","V310283",1,56,1,NA,2,5,"I was appointed to be a VHT by the subcounty medical personnel",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,30,250,NA,2,2,NA,0,"They have been asking me about how easy we can contribute towards accessing good water",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I first find out why she was beaten then I counsel her accordingly",56,2,1,1,NA,2,2,NA,NA,3,8,4,NA,"uuid:939fc912-03a0-41ea-a160-5d5879d28a28",1611022330,"uuid:939fc912-03a0-41ea-a160-5d5879d28a28",60
"70","11/14/2016 20:32","11/14/2016 12:03","11/14/2016 12:33",2,NA,NA,NA,NA,1,NA,"11/14/2016 12:03","V305271",2,37,1,NA,2,5,"I was elected by the people of the village ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,89,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"I first counsel her then later talk to both the husband and the wife ",7,2,1,1,NA,1,2,1,1,3,8,4,NA,"uuid:078e010f-14c8-44af-9be8-2b10b746025d",1611022330,"uuid:078e010f-14c8-44af-9be8-2b10b746025d",36
"71","11/14/2016 20:33","11/14/2016 12:45","11/14/2016 13:05",2,NA,NA,NA,NA,1,NA,"11/14/2016 12:46","V305272",2,26,1,NA,1,8,"I was appointed by some employees of an NGO that had a project at my village",2,"Farming and poultry ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,60,NA,3,1,NA,2,"0",0,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I tell her to report the case to police",4,2,1,1,NA,1,2,2,2,3,7,1,NA,"uuid:bd7a4f0f-aa18-457c-8088-b4e74fa61e70",1611022330,"uuid:bd7a4f0f-aa18-457c-8088-b4e74fa61e70",36
"72","11/14/2016 20:33","11/14/2016 13:23","11/14/2016 13:37",2,NA,NA,NA,NA,1,NA,"11/14/2016 13:23","V305273",2,37,1,NA,2,8,"I was elected by the village people ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,80,NA,3,1,NA,2,"0",0,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I talk to both of them ",16,2,1,1,NA,1,2,2,1,3,7,1,NA,"uuid:b9169ad8-562a-44aa-ad13-a0c1ffa9bd39",1611022330,"uuid:b9169ad8-562a-44aa-ad13-a0c1ffa9bd39",36
"73","11/14/2016 20:33","11/14/2016 13:38","11/14/2016 14:08",2,NA,NA,NA,NA,1,NA,"11/14/2016 13:41","V305274",2,50,2,NA,NA,NA,NA,NA,NA,NA,2,2,"I was elected by the village people ",2,"Farming ",NA,1,30,NA,2,1,NA,NA,NA,NA,NA,2,"0",0,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Women fear their husband's ","I call the husband and discuss the cause of the violence ",50,1,1,1,NA,2,4,1,1,3,5,1,NA,"uuid:8065afd4-f9a1-4292-922e-0655adf46764",1611022330,"uuid:8065afd4-f9a1-4292-922e-0655adf46764",36
"74","11/15/2016 19:17","11/15/2016 10:09","11/15/2016 11:02",3,NA,NA,NA,NA,1,NA,"11/15/2016 10:10","V309332",2,36,1,NA,2,1,"2015",2,"Bursar",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,30,50,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,"Report to the LC1",18,2,1,1,NA,1,4,2,1,NA,7,4,NA,"uuid:20e82a51-94e0-4781-9081-cb3e0490890a",1611022330,"uuid:20e82a51-94e0-4781-9081-cb3e0490890a",43
"75","11/15/2016 19:17","11/15/2016 12:05","11/15/2016 13:11",3,NA,NA,NA,NA,1,NA,"11/15/2016 12:08","V309333",2,56,1,NA,2,6,"Training ",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,90,NA,2,1,25,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Counsel both husband and wife ",36,2,1,1,NA,1,4,1,NA,3,7,3,NA,"uuid:79fe9e8c-934b-407a-9fa8-a9edd24995de",1611022330,"uuid:79fe9e8c-934b-407a-9fa8-a9edd24995de",43
"76","11/15/2016 20:10","11/15/2016 13:32","11/15/2016 14:23",3,NA,NA,NA,NA,1,NA,"11/15/2016 13:35","v311102",2,51,1,NA,2,10,"Some NGO mobilized them and took them for a training. The NGO also gave them some medicine to start up with.",2,"She grows crops for sale and also owns a small shop",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,2,50,NA,3,12,NA,3,"0",0,NA,NA,2,1,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Advise them to go and report to the authorities for further assistance.",26,3,1,1,NA,1,1,NA,1,2,6,2,NA,"uuid:d7fabb67-f303-400d-b8a8-729f032b62b4",1611022330,"uuid:d7fabb67-f303-400d-b8a8-729f032b62b4",62
"77","11/15/2016 20:23","11/15/2016 11:01","11/15/2016 11:38",2,NA,NA,NA,NA,1,NA,"11/15/2016 11:02","V301153",2,44,1,NA,2,7,"I was appointed by a health worker to help with an HIV project ",2,"Tailoring and farming ",NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,1,260,NA,4,3,NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"These women have no money and resources ","I try to talk to the couple and if it all fails then I call my superior from FODE to intervene ",7,2,1,1,NA,2,2,1,1,2,7,4,NA,"uuid:973b0f4e-2bd2-4a06-9dbb-77937efe59ba",1611022330,"uuid:973b0f4e-2bd2-4a06-9dbb-77937efe59ba",32
"78","11/15/2016 20:23","11/15/2016 13:29","11/15/2016 13:47",2,NA,NA,NA,NA,1,NA,"11/15/2016 13:30","V301152",2,38,1,NA,2,10,"A doctor from the sub county came looking for volunteers at my village ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,15,NA,2,1,45,NA,3,2,NA,2,"0",0,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I try to talk to the husband and her wife to find a peaceful solution",38,1,1,1,NA,1,2,1,1,3,7,1,NA,"uuid:8bb36b44-3e5d-4827-ae3b-8901e73caee0",1611022330,"uuid:8bb36b44-3e5d-4827-ae3b-8901e73caee0",32
"79","11/15/2016 20:23","11/15/2016 12:21","11/15/2016 12:59",2,NA,NA,NA,NA,1,NA,"11/15/2016 12:21","V301154",2,36,1,NA,2,5,"I started as an apprentice for another VHT",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,1,80,NA,3,4,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"I confront the husband with the wife to try to  find a solution to the problem ",18,1,1,1,NA,1,2,2,2,3,8,4,NA,"uuid:c26c3d21-f1ea-4554-8869-de6495c0ddc4",1611022330,"uuid:c26c3d21-f1ea-4554-8869-de6495c0ddc4",32
"80","11/15/2016 20:38","11/15/2016 13:03","11/15/2016 13:18",4,NA,NA,NA,NA,1,NA,"11/15/2016 13:03","V301191",2,46,1,NA,1,3,"I was elected by lc1 committee",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,28,NA,3,2,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I counsel the couple",11,3,2,1,NA,2,2,2,1,3,7,4,NA,"uuid:2f297383-69fe-4d96-87e9-787871f7fbde",1611022330,"uuid:2f297383-69fe-4d96-87e9-787871f7fbde",33
"81","11/15/2016 20:38","11/15/2016 14:17","11/15/2016 14:34",4,NA,NA,NA,NA,1,NA,"11/15/2016 14:17","V301192",2,35,2,NA,NA,NA,NA,NA,NA,NA,2,1,"I was elected by the residents of my village",2,"Farming",NA,1,15,NA,1,45,NA,NA,NA,NA,NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I call for a meeting of both then I counsel the couple",14,2,1,2,NA,2,2,1,1,2,7,1,NA,"uuid:6546d59e-a385-4a27-a3ad-fb3484052bf0",1611022330,"uuid:6546d59e-a385-4a27-a3ad-fb3484052bf0",33
"82","11/16/2016 7:03","11/15/2016 13:30","11/15/2016 14:05",3,NA,NA,NA,NA,1,NA,"11/15/2016 13:41","V311101",2,39,2,NA,NA,NA,NA,NA,NA,NA,2,8,"Women would come to me with their issues after refusing to acknowledge the voted Nabakyala",2,"Through farming",NA,1,20,NA,1,30,NA,NA,NA,NA,NA,6,"Family issues about drunk men who come back late in the night",3,NA,NA,1,0,1,0,0,1,0,"Through rumours not a specific person",3,NA,NA,NA,2,NA,"I investigate the cause, sometimes if a man is angry with you it's best to keep quiet.",23,3,1,1,NA,1,2,2,1,2,8,NA,NA,"uuid:5ac86666-3a3c-4296-a38f-c29e986995db",1611022330,"uuid:5ac86666-3a3c-4296-a38f-c29e986995db",62
"83","11/16/2016 20:01","11/16/2016 12:41","11/16/2016 13:07",3,NA,NA,NA,NA,1,NA,"11/16/2016 12:41","V308163",2,54,1,NA,2,20,"I was selected by the Lc chairperson ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,2,300,NA,4,4,NA,3,"Deworming in children ",3,NA,NA,1,1,0,0,1,0,0,"O",0,NA,NA,NA,2,NA,"I first ask why she thinks it's so and thereafter I advice accordingly and if need be i forwards the matter the CDO( community Development Officer)",40,2,1,1,NA,2,2,2,1,3,8,4,NA,"uuid:56bd622c-35a7-4c5b-9865-ef601fb0ea0d",1611022330,"uuid:56bd622c-35a7-4c5b-9865-ef601fb0ea0d",39
"84","11/16/2016 20:03","11/16/2016 12:55","11/16/2016 13:12",3,NA,NA,NA,NA,1,NA,"11/16/2016 12:55","V308162",1,58,1,NA,2,15,"I was selected by the people in the community",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,60,NA,1,5,474,NA,3,1,NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I visit that household and ask the what could be the problem",19,2,1,1,NA,2,2,1,1,2,7,1,NA,"uuid:a438f10a-5a7e-44b5-97b8-cc0bfed67fc5",1611022330,"uuid:a438f10a-5a7e-44b5-97b8-cc0bfed67fc5",39
"85","11/16/2016 20:18","11/16/2016 10:19","11/16/2016 11:00",3,NA,NA,NA,NA,1,NA,"11/16/2016 10:20","V308161",1,50,1,NA,2,16,"I was selected by community members",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,5,243,NA,3,2,NA,5,"0",0,NA,NA,5,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I make sure I reach out to the husband and talk to him first",50,2,1,1,NA,1,2,1,1,3,7,4,NA,"uuid:1de4af1b-9f4f-44a9-be95-18e13fd39199",1611022330,"uuid:1de4af1b-9f4f-44a9-be95-18e13fd39199",39
"86","11/16/2016 20:23","11/16/2016 15:50","11/16/2016 16:26",3,NA,NA,NA,NA,1,NA,"11/16/2016 15:50","V311103",1,27,1,NA,2,10,"Was elected by the village members",2,"Farming and poultry",NA,NA,NA,NA,NA,NA,NA,1,40,NA,2,1,40,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,"There husbands are always harsh on them and they fear to be beaten , they decide to keep quiet","I tell her to report to the Lc1",27,1,1,1,NA,2,1,2,1,3,7,1,NA,"uuid:c9f55cfc-9f3a-4a38-814c-4ac67e90ebd2",1611022330,"uuid:c9f55cfc-9f3a-4a38-814c-4ac67e90ebd2",62
"87","11/16/2016 20:23","11/16/2016 16:38","11/16/2016 17:47",3,NA,NA,NA,NA,1,NA,"11/16/2016 16:38","V311104",2,42,1,NA,2,2,"Was elected by village members  and trained by government health workers",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,1,15,NA,3,2,NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"Tell her to report to the LC1",25,2,1,1,NA,2,5,2,1,3,8,4,NA,"uuid:ae96fb0b-be4f-4c1c-aca6-5d455d654c20",1611022330,"uuid:ae96fb0b-be4f-4c1c-aca6-5d455d654c20",62
"88","11/16/2016 20:32","11/16/2016 16:00","11/16/2016 16:13",4,NA,NA,NA,NA,1,NA,"11/16/2016 16:00","V308182",2,29,1,NA,1,3,"The chairman Lc1 appointed me",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,20,100,NA,3,3,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,"I ask her why she was beaten then I I counsel her",6,3,1,1,NA,2,2,1,1,3,7,1,NA,"uuid:733531f7-966b-4810-aca7-c6321bfa46fb",1611022330,"uuid:733531f7-966b-4810-aca7-c6321bfa46fb",40
"89","11/16/2016 20:33","11/16/2016 18:39","11/16/2016 19:02",4,NA,NA,NA,NA,1,NA,"11/16/2016 18:39","V308183",1,44,1,NA,2,5,"I was elected by village residents",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,20,90,NA,3,3,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,"Before anything I first find out the reason as to why this violence has been happening then if the woman is in wrong I tell her to go back to apologize to the husband. And if it is the husband I call him and we talk about it ",20,2,1,1,NA,2,1,1,1,3,7,3,NA,"uuid:76aa9f73-d44d-4612-b048-5b2ebe309e4f",1611022330,"uuid:76aa9f73-d44d-4612-b048-5b2ebe309e4f",40
"90","11/16/2016 20:54","11/16/2016 12:28","11/16/2016 12:45",2,NA,NA,NA,NA,1,NA,"11/16/2016 12:28","V308134",1,68,1,NA,2,15,"I was appointed by the village committee ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,60,NA,4,4,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,"I tell her to report her issue to the chairperson ",35,1,1,1,NA,1,5,1,1,3,7,4,NA,"uuid:d0248899-8b57-4325-8055-674eee765ab3",1611022330,"uuid:d0248899-8b57-4325-8055-674eee765ab3",38
"91","11/16/2016 20:54","11/16/2016 16:39","11/16/2016 16:54",2,NA,NA,NA,NA,1,NA,"11/16/2016 16:39","V308132",1,38,1,NA,2,4,"I was elected by the village people ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,50,NA,3,10,NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Lack of money for medical expenses and transport to the hospital ","I refer her case to the nabakyala or the police ",38,1,1,1,NA,2,1,1,2,3,4,1,NA,"uuid:e758e507-99dd-46b2-a50c-e4f60e483afd",1611022330,"uuid:e758e507-99dd-46b2-a50c-e4f60e483afd",38
"92","11/16/2016 20:54","11/16/2016 12:53","11/16/2016 13:10",2,NA,NA,NA,NA,1,NA,"11/16/2016 12:54","V308133",1,45,1,NA,2,10,"I was elected by the people ",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,35,NA,4,4,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I offer counseling ",45,2,1,1,NA,1,2,2,1,3,7,2,NA,"uuid:f0f38a7e-0515-422f-aaa8-f75f0e017588",1611022330,"uuid:f0f38a7e-0515-422f-aaa8-f75f0e017588",38
"93","11/17/2016 19:26","11/17/2016 15:44","11/17/2016 16:08",3,NA,NA,NA,NA,1,NA,"11/17/2016 15:44","V306112",2,53,2,NA,NA,NA,NA,NA,NA,NA,2,5,"I was elected by the village women",2,"Farming ",NA,1,10,NA,2,1,NA,NA,NA,NA,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I ask her if she knows the reason for beating her, then go talk to the husband to get his side of the story ",39,2,1,1,NA,1,2,1,1,3,7,3,NA,"uuid:f16beed5-859e-41d6-bc13-e8055ebf98a1",1611022330,"uuid:f16beed5-859e-41d6-bc13-e8055ebf98a1",52
"94","11/17/2016 19:27","11/17/2016 17:22","11/17/2016 17:39",2,NA,NA,NA,NA,1,NA,"11/17/2016 17:22","V306114",2,58,1,NA,2,12,"I was appointed by the village committee ",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,10,NA,2,1,200,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,"I refer her to the chairperson ",20,2,1,1,NA,1,4,1,1,3,8,NA,NA,"uuid:a7383cd5-d764-4c28-888b-9e36da86552c",1611022330,"uuid:a7383cd5-d764-4c28-888b-9e36da86552c",52
"95","11/17/2016 20:06","11/17/2016 15:31","11/17/2016 15:59",3,NA,NA,NA,NA,1,NA,"11/17/2016 15:31","V308132",1,48,1,NA,2,16,"Subcounty leaders came to our village and asked community members to elect the VHT and i was elected",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,2,78,NA,3,1,NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"Financial problems and most men are drunkards and they cannot pay for medical bills","I call them for counselling  both with the husband if he fails to adjust i file a police case",48,1,1,1,NA,2,5,2,1,2,5,1,NA,"uuid:96a1bda6-2826-46b2-8891-51addaef0f36",1611022330,"uuid:96a1bda6-2826-46b2-8891-51addaef0f36",38
"96","11/17/2016 20:09","11/17/2016 12:27","11/17/2016 12:52",3,NA,NA,NA,NA,1,NA,"11/17/2016 12:27","V303222",2,44,1,NA,2,4,"I was selected by the chairperson to go for the VHT training",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,10,206,NA,3,1,NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I advise her to go to the chairperson or Community Development Officer for counseling",17,2,1,1,NA,1,2,1,2,3,7,4,NA,"uuid:36e4c928-4601-415d-9825-8c3b78346f4c",1611022330,"uuid:36e4c928-4601-415d-9825-8c3b78346f4c",47
"97","11/17/2016 20:11","11/17/2016 12:56","11/17/2016 14:21",3,NA,NA,NA,NA,1,NA,"11/17/2016 12:57","V310251",2,50,1,NA,2,2000,"I was trained ",2,"Farmer ",NA,NA,NA,NA,NA,NA,NA,1,35,NA,2,1,45,NA,2,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"Counselling her with the LC",23,2,1,1,NA,1,4,2,NA,NA,8,4,NA,"uuid:69bee72d-3467-4bb5-8288-11b4a1378539",1611022330,"uuid:69bee72d-3467-4bb5-8288-11b4a1378539",59
"98","11/17/2016 21:07","11/17/2016 9:59","11/17/2016 10:21",4,NA,NA,NA,NA,1,NA,"11/17/2016 9:59","V304081",2,50,1,NA,2,5,"I was elected by the village residents",2,"She owns a retail shop",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,1,200,NA,2,5,NA,9,"0",0,NA,NA,6,3,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I meet the couple and counsel them",31,3,1,1,NA,2,2,2,NA,2,7,1,NA,"uuid:fb9e6aea-1f40-43ae-8eec-0ac5f0634a24",1611022330,"uuid:fb9e6aea-1f40-43ae-8eec-0ac5f0634a24",34
"99","11/17/2016 21:07","11/17/2016 15:06","11/17/2016 15:27",4,NA,NA,NA,NA,1,NA,"11/17/2016 15:11","V304083",2,49,1,NA,2,5,"I was elected by the village by residents",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,1,26,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Always their husbands scare hurting them more","I refer them to the law makers",22,2,1,1,NA,2,2,NA,2,3,8,NA,NA,"uuid:974e8272-bb32-4e3e-a598-88f51bf7f85a",1611022330,"uuid:974e8272-bb32-4e3e-a598-88f51bf7f85a",34
"100","11/17/2016 21:07","11/17/2016 14:47","11/17/2016 15:05",4,NA,NA,NA,NA,1,NA,"11/17/2016 14:47","V304082",1,39,1,NA,2,5,"I was elected by the village residents",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,10,NA,1,1,38,NA,3,1,NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I first find out from the couple why they fought and then I counsel them",39,2,1,1,NA,2,2,NA,2,3,7,3,NA,"uuid:f42c2e7b-33fe-45b4-96d1-f5812904dd34",1611022330,"uuid:f42c2e7b-33fe-45b4-96d1-f5812904dd34",34
"101","11/17/2016 21:07","11/17/2016 15:34","11/17/2016 15:54",4,NA,NA,NA,NA,1,NA,"11/17/2016 15:35","V304084",2,62,1,NA,2,5,"I was elected by the village residents",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,15,NA,1,2,70,NA,2,2,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"I first find out the cause of the fights then I counsel them",62,3,1,1,NA,1,2,2,1,3,7,2,NA,"uuid:f547c5d7-ad7f-49ca-82e2-59f793865f2c",1611022330,"uuid:f547c5d7-ad7f-49ca-82e2-59f793865f2c",34
