"","SubmissionDate","starttime","endtime","tl","note_1","note_2","intro","consent_text","consent","note_3","date_time","id","gender_q2_1","age_q2_2","vht_naba","long_VHT_q2_3","unit_q2_3vht","number_q2_3vht","started_VHT_q2_4","paid_q2_5vht","earn_q2_6vht","long_naba_q2_3","unit_q2_3naba","number_q2_3naba","started_naba_q2_4","paid_q2_5naba","earn_q2_6naba","hospital_q2_7","unit_q2_7","number_q2_7","hospital_q2_7b","unit_q2_7b","number_q2_7b","households_q2_8","visits_q2_9","visits_q2_9units","visits_q2_9number","note_3_1","violence_q3_1f","other_q3_1g","other_q3_1g_number","q3_2err","note_3_3","victim_q3_3a","perpetrator_q3_3b","victim_fam_q3_3c","perpetrator_fam_q3_3d","victim_friends_q3_3e","perpetrator_friends_q3_3f","neighbors_q3_3g","other_q3_3h","other_q3_3h_number","q3_3err","viol_unreported_q3_2","viol_unreported_q3_3b","viol_nomedic_q3_5","viol_nomedic_q3_5why","advice_q3_6","years_vill_q2_12","people_known_q2_13","intervene_q8_9","friends_fam_q16_3","note_q6_1","rounds_q6_1","machete_q6_2","killed_witch_q14_1","possible_kill_q14_1b","witchdoctor_q6_4","films_q17_1","other_attend_q17_2","note_thanks","instanceID","formdef_version","KEY","tc_id"
"21","11/8/2016 20:17","11/8/2016 10:26","11/8/2016 11:24",2,NA,NA,NA,NA,1,NA,"11/8/2016 10:28","V307264",2,46,1,NA,2,10,"I was appointed by the chairperson through an NGO to serve as a VHT",2,"She tends in a retail shop,  she is also a farmer",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,15,40,NA,3,4,NA,10,"Youths are always asking about the availability of condoms",20,NA,NA,7,3,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I talk to her husband and tell him to stop being violent to his wife",26,2,1,1,NA,1,1,1,2,2,7,1,NA,"uuid:bb778579-ab67-4d63-a8cf-005fa5a5f147",1611022330,"uuid:bb778579-ab67-4d63-a8cf-005fa5a5f147",57
"22","11/8/2016 20:17","11/8/2016 11:24","11/8/2016 11:53",2,NA,NA,NA,NA,1,NA,"11/8/2016 11:31","V307263",2,36,1,NA,1,7,"I was elected by the people ",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,30,40,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"I ask her what she thinks is the reason for her husband's violence then base on that to find a solution",30,3,1,1,NA,1,1,1,1,2,8,4,NA,"uuid:9cd2f62f-b917-452a-9bf9-91841b6c2ea3",1611022330,"uuid:9cd2f62f-b917-452a-9bf9-91841b6c2ea3",57
"23","11/8/2016 20:17","11/8/2016 11:56","11/8/2016 12:05",2,NA,NA,NA,NA,1,NA,"11/8/2016 11:56","V307262",2,23,1,NA,1,7,"I was appointed the village people ",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,10,20,NA,3,0,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,"I ask her for the reason for her beating",5,4,1,1,NA,1,1,1,1,3,7,4,NA,"uuid:ce34dbb5-6dd8-4a12-a631-3d173237b001",1611022330,"uuid:ce34dbb5-6dd8-4a12-a631-3d173237b001",57
"24","11/8/2016 20:17","11/8/2016 17:05","11/8/2016 17:27",2,NA,NA,NA,NA,1,NA,"11/8/2016 17:05","V307261",2,56,2,NA,NA,NA,NA,NA,NA,NA,2,15,"I was elected by the people",2,"Tailoring",NA,1,10,NA,1,10,NA,NA,NA,NA,NA,6,"0",0,NA,NA,6,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I talk to the husband and find out the reason behind  the violence ",36,2,1,1,NA,1,2,1,1,3,8,4,NA,"uuid:652c64aa-d628-4ff1-89b7-8d9777691128",1611022330,"uuid:652c64aa-d628-4ff1-89b7-8d9777691128",57
"25","11/8/2016 21:19","11/8/2016 16:07","11/8/2016 16:35",3,NA,NA,NA,NA,1,NA,"11/8/2016 16:07","V307232",1,46,1,NA,1,3,"I was selected by the citizens",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,15,NA,1,25,65,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"I call the two of them and counsel them",46,1,1,1,NA,2,2,1,1,3,5,1,NA,"uuid:693127f5-a2de-4796-901c-e751fc5f7e16",1611022330,"uuid:693127f5-a2de-4796-901c-e751fc5f7e16",56
"26","11/8/2016 21:31","11/8/2016 17:01","11/8/2016 17:26",3,NA,NA,NA,NA,1,NA,"11/8/2016 19:01","V307234",2,47,2,NA,NA,NA,NA,NA,NA,NA,2,1,"The former nabakyala got a problem and people chosen me",2,"Farming",NA,1,30,NA,1,45,NA,NA,NA,NA,NA,4,"0",0,NA,NA,4,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I call them and ask the reasons for fighting and then counsel them accordingly",25,2,1,1,NA,2,4,1,1,3,7,2,NA,"uuid:388dfde3-88f5-4f72-be3b-ce54b3da2a5f",1611022330,"uuid:388dfde3-88f5-4f72-be3b-ce54b3da2a5f",69
"27","11/8/2016 21:31","11/8/2016 17:39","11/8/2016 18:05",3,NA,NA,NA,NA,1,NA,"11/8/2016 17:39","V307231",2,37,1,NA,2,3,"I was selected by the chairperson of our village",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,60,89,NA,3,1,NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I ask her why she was beaten and then call the husband for counseling",24,2,1,1,NA,2,2,2,2,3,6,1,NA,"uuid:c77bbdef-1264-4acf-8f4d-40c72fb5405a",1611022330,"uuid:c77bbdef-1264-4acf-8f4d-40c72fb5405a",56
"28","11/8/2016 21:39","11/8/2016 13:51","11/8/2016 14:14",4,NA,NA,NA,NA,1,NA,"11/8/2016 13:51","V306241",2,38,1,NA,2,5,"I was elected by the residents of my village in the local council",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,51,NA,3,4,NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"They fear for their husbands being imprisoned","I always first listen to the cause of the fight and then I counsel them",19,2,1,1,NA,2,2,1,1,3,7,2,NA,"uuid:50f8cb78-aac8-4bbe-b48e-eb3102ca4592",1611022330,"uuid:50f8cb78-aac8-4bbe-b48e-eb3102ca4592",53
"29","11/8/2016 21:40","11/8/2016 16:38","11/8/2016 17:20",4,NA,NA,NA,NA,1,NA,"11/8/2016 16:39","V306241",1,40,1,NA,2,5,"The LC1 committee members elected me",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,65,NA,3,2,NA,2,"They always get a lot of counseling from me in marital issues",4,NA,NA,0,1,0,0,0,0,0,"I personally had them fight and I intervened",1,NA,NA,NA,1,"They always fear their husbands being imprisoned and yet they still love them","I first find out as to why she was beaten,then I give him a long counseling",8,2,1,1,NA,2,2,1,1,2,8,NA,NA,"uuid:367d81e1-2231-4c38-86f4-86af05676eaf",1611022330,"uuid:367d81e1-2231-4c38-86f4-86af05676eaf",53
"30","11/9/2016 18:36","11/9/2016 15:31","11/9/2016 16:43",2,NA,NA,NA,NA,1,NA,"11/9/2016 15:42","V307233",2,45,1,NA,2,3,"2013",2,"Yes",NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,50,NA,4,0,NA,1,"0",0,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,1,"They don't go to the hospital","Go to nabakyala",45,2,1,1,NA,2,4,2,1,3,7,NA,NA,"uuid:0159dc5d-0f5d-4aab-84a8-0843226f4747",1611022330,"uuid:0159dc5d-0f5d-4aab-84a8-0843226f4747",56
"31","11/9/2016 20:29","11/9/2016 12:52","11/9/2016 13:05",4,NA,NA,NA,NA,1,NA,"11/9/2016 12:53","V306061",1,42,1,NA,2,2,"I was invited over by a health organization that was training VHTs",2,"Farming",NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,50,NA,3,3,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,"To beigin giving her husband respect",19,3,1,1,NA,2,2,2,1,3,5,2,NA,"uuid:031bfe6e-a866-41d1-bb62-b42ff3475964",1611022330,"uuid:031bfe6e-a866-41d1-bb62-b42ff3475964",50
"32","11/9/2016 20:29","11/9/2016 13:32","11/9/2016 13:49",4,NA,NA,NA,NA,1,NA,"11/9/2016 13:32","V306062",2,50,2,NA,NA,NA,NA,NA,NA,NA,2,5,"She was elected by the residents of kibalangulu",2,"Farming",NA,1,30,NA,1,90,NA,NA,NA,NA,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I advise her to go for counseling",22,3,1,1,NA,2,2,2,NA,NA,6,1,NA,"uuid:61b317d9-0c7e-4c1b-95a7-b072f979ff30",1611022330,"uuid:61b317d9-0c7e-4c1b-95a7-b072f979ff30",50
"33","11/9/2016 20:31","11/9/2016 10:35","11/9/2016 12:37",2,NA,NA,NA,NA,1,NA,"11/9/2016 10:35","V409082",1,60,2,NA,NA,NA,NA,NA,NA,NA,2,25,"People choose her ",2,"Farming ",NA,2,2,NA,2,3,NA,NA,NA,NA,NA,5,"How to get food ",0,NA,NA,3,1,0,0,1,0,0,"O",0,NA,NA,NA,1,"Because they don't have money and health facilities are far ","I try to tell her that don't leave your home ",14,3,1,2,NA,2,1,2,1,4,7,NA,NA,"uuid:52269995-78df-47b2-9643-6848796bcb82",1611022330,"uuid:52269995-78df-47b2-9643-6848796bcb82",92
"34","11/10/2016 19:59","11/10/2016 12:59","11/10/2016 13:36",4,NA,NA,NA,NA,1,NA,"11/10/2016 13:00","V307091",1,60,1,NA,2,4,"I was appointed by the Health center of my subcounty",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,30,50,NA,3,2,NA,0,"They always ask me about the how we can improve on the issues of our primary school",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"She should utilize the chairman to intervene in her issues",57,3,1,1,NA,2,2,NA,1,NA,7,3,NA,"uuid:54428710-5911-4a6f-b1bf-b83d516a4aed",1611022330,"uuid:54428710-5911-4a6f-b1bf-b83d516a4aed",54
"35","11/10/2016 20:00","11/10/2016 14:07","11/10/2016 14:26",4,NA,NA,NA,NA,1,NA,"11/10/2016 14:07","V307092",2,42,1,NA,2,5,"I was elected by the residents of this area",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,45,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"She fears the husband being imprisoned","I first arrange a counseling meeting for both of them",30,1,1,1,NA,2,2,2,2,3,7,2,NA,"uuid:5e749178-2708-4727-8088-7b93479a0708",1611022330,"uuid:5e749178-2708-4727-8088-7b93479a0708",54
"36","11/10/2016 20:00","11/10/2016 15:35","11/10/2016 15:53",4,NA,NA,NA,NA,1,NA,"11/10/2016 15:35","V307093",2,62,1,NA,2,5,"I was elected by the village residents",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,1,50,NA,3,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,"I counsel them",20,2,2,2,NA,2,1,2,1,2,8,NA,NA,"uuid:b0d8111e-61fd-440d-bbef-c9730b1cc079",1611022330,"uuid:b0d8111e-61fd-440d-bbef-c9730b1cc079",54
"37","11/10/2016 20:10","11/10/2016 9:03","11/10/2016 9:27",3,NA,NA,NA,NA,1,NA,"11/10/2016 9:03","V306051",2,32,1,NA,2,4,"Was  selected through USAiD project ",2,"Retail shop ",NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,10,70,NA,3,1,NA,3,"O",0,NA,NA,3,0,0,0,0,0,0,"O",0,NA,NA,NA,2,NA,"Tell her to go for medication first ",15,1,1,1,NA,2,2,2,1,NA,7,4,NA,"uuid:3520e988-1f3c-45c3-a986-a5ca82c414c9",1611022330,"uuid:3520e988-1f3c-45c3-a986-a5ca82c414c9",49
"38","11/10/2016 20:10","11/10/2016 9:32","11/10/2016 9:51",2,NA,NA,NA,NA,1,NA,"11/10/2016 9:32","V306052",2,47,1,NA,2,4,"Through Usaid project ",2,"Has clinic ",NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,5,70,NA,3,1,NA,5,"O",0,NA,NA,1,0,2,1,1,0,0,"O",0,NA,NA,NA,2,NA,"Try to cool her down and tell her to go back home ",47,1,1,1,NA,2,1,1,2,2,7,2,NA,"uuid:950feba0-aa2f-438a-9a3a-10588506e949",1611022330,"uuid:950feba0-aa2f-438a-9a3a-10588506e949",49
"39","11/10/2016 20:11","11/10/2016 11:44","11/10/2016 12:11",2,NA,NA,NA,NA,1,NA,"11/10/2016 11:44","V306053",2,50,1,NA,2,12,"Community selected us",2,"Farming ",NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,15,75,NA,3,1,NA,4,"About dewarming",20,NA,NA,3,1,0,0,0,0,0,"O",0,NA,NA,NA,2,NA,"Try to get in touch with the husband ",23,2,1,1,NA,2,1,1,1,2,7,3,NA,"uuid:903e42b1-9023-465b-b441-fdc816767b42",1611022330,"uuid:903e42b1-9023-465b-b441-fdc816767b42",49
"40","11/10/2016 20:20","11/10/2016 12:37","11/10/2016 13:04",2,NA,NA,NA,NA,1,NA,"11/10/2016 12:37","V306054",2,65,1,NA,2,3,"Doctors trained her and later took over as VHT",2,"Farming and tailoring ",NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,5,80,NA,3,1,NA,0,"Pregnant women ",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"First investigate who is wrong and advise accordingly ",30,2,1,1,NA,2,1,2,1,3,7,3,NA,"uuid:6b1a7637-9ca2-4e45-b747-6f86f4cfda34",1611022330,"uuid:6b1a7637-9ca2-4e45-b747-6f86f4cfda34",49
"41","11/11/2016 12:03","11/9/2016 14:56","11/9/2016 15:46",3,NA,NA,NA,NA,1,NA,"11/9/2016 15:03","V306073",1,51,1,NA,2,10,"I was voted by the citizens",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,30,40,NA,3,1,NA,0,"Defilement",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I help her according to the reasons why she was beaten",44,2,1,1,NA,2,2,1,1,3,7,4,NA,"uuid:38f2f6bd-d163-42a4-9cdc-37610b598504",1611022330,"uuid:38f2f6bd-d163-42a4-9cdc-37610b598504",51
"42","11/11/2016 12:03","11/10/2016 10:11","11/10/2016 10:42",3,NA,NA,NA,NA,1,NA,"11/10/2016 10:14","V307121",2,53,1,NA,2,15,"I was voted by the people",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,50,NA,3,1,NA,1,"Education, complaints about bad schools",2,NA,NA,1,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I go to their home and I talk to all of them",16,2,1,1,NA,2,1,2,2,3,5,1,NA,"uuid:a6e94ffc-63d1-4138-aed0-1b35976bd6d2",1611022330,"uuid:a6e94ffc-63d1-4138-aed0-1b35976bd6d2",55
"43","11/11/2016 12:03","11/10/2016 12:16","11/10/2016 12:34",3,NA,NA,NA,NA,1,NA,"11/10/2016 12:17","V307122",2,53,1,NA,2,4,"I was voted by people",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,20,NA,2,1,60,NA,3,2,NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I go there at home and ask all of them to reconcile",26,2,1,1,NA,2,2,2,1,3,7,4,NA,"uuid:b5c66c81-3f7a-4ffc-a3aa-d984866ec4d4",1611022330,"uuid:b5c66c81-3f7a-4ffc-a3aa-d984866ec4d4",55
"44","11/11/2016 12:03","11/11/2016 11:27","11/11/2016 12:02",3,NA,NA,NA,NA,1,NA,"11/11/2016 11:49","V309142",2,38,2,NA,NA,NA,NA,NA,NA,NA,2,20,"Women voted for me",2,"Farming",NA,1,30,NA,1,30,NA,NA,NA,NA,NA,3,"0",0,NA,NA,3,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I talk to the husband to know the reason and then counsel them",24,2,1,1,NA,2,1,2,NA,NA,7,4,NA,"uuid:85243a00-c48f-42fd-a14f-1213599f8248",1611022330,"uuid:85243a00-c48f-42fd-a14f-1213599f8248",42
"45","11/11/2016 19:55","11/10/2016 11:31","11/10/2016 12:34",2,NA,NA,NA,NA,1,NA,"11/10/2016 11:31","V302031",2,47,1,NA,2,20,"I started as volunteer for HIV programmes and later became a local VHT ",1,"Poultry and livestock ",NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,30,50,NA,2,3,NA,9,"Rape",17,NA,NA,8,1,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I ask her for the reason, then I base on that reason to talk to her husband",30,2,1,1,NA,1,2,1,1,3,8,1,NA,"uuid:0f5dddfc-403c-446c-bde5-41375a13437a",1611022330,"uuid:0f5dddfc-403c-446c-bde5-41375a13437a",44
"46","11/11/2016 19:56","11/10/2016 13:03","11/10/2016 13:28",2,NA,NA,NA,NA,1,NA,"11/10/2016 13:04","V302032",1,30,1,NA,2,7,"I was appointed by the people to volunteer as a VHT ",2,"Farming and retail business ",NA,NA,NA,NA,NA,NA,NA,1,5,NA,1,5,150,NA,3,2,NA,4,"0",0,NA,NA,4,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I advise her to seek  the  law ",12,2,1,1,NA,1,2,1,1,3,7,4,NA,"uuid:87158fe3-3ef7-41df-b1de-dbef57d863cd",1611022330,"uuid:87158fe3-3ef7-41df-b1de-dbef57d863cd",44
"47","11/11/2016 19:56","11/11/2016 10:53","11/11/2016 11:23",2,NA,NA,NA,NA,1,NA,"11/11/2016 10:53","V111111",2,44,1,NA,2,12,"I was appointed by the sub country hospital in charge to serve my area  ",1,"Farming, retail ",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,20,102,NA,4,4,NA,2,"0",0,NA,NA,2,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I talk to her husband about it then assemble a committee to counsel the couple",25,2,1,1,NA,1,2,1,1,3,7,3,NA,"uuid:5e68f04e-5185-4c01-8dfa-948fd666005d",1611022330,"uuid:5e68f04e-5185-4c01-8dfa-948fd666005d",59
"48","11/11/2016 19:56","11/11/2016 16:03","11/11/2016 16:14",2,NA,NA,NA,NA,1,NA,"11/11/2016 16:03","V333333",1,33,1,NA,1,3,"I was appointed by the chairperson ",2,"Farming , boda boda",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,20,102,NA,3,0,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I talk to them both as a couple ",33,2,1,1,NA,1,2,2,1,3,7,2,NA,"uuid:535457bf-6327-46e7-927a-714c61b49fe9",1611022330,"uuid:535457bf-6327-46e7-927a-714c61b49fe9",59
"49","11/11/2016 20:31","11/11/2016 13:48","11/11/2016 14:24",3,NA,NA,NA,NA,1,NA,"11/11/2016 13:48","V306072",2,41,1,NA,2,4,"She started with volunteering in distribution of deworming tablets in the community.",2,"Owns shop",NA,NA,NA,NA,NA,NA,NA,1,5,NA,2,1,167,NA,2,1,NA,6,"0",0,NA,NA,4,0,2,0,0,0,0,"0",0,NA,NA,NA,1,"Because of poverty and the women fearing their husbands","She calls them both and counsels them together.",20,2,1,1,NA,1,2,1,1,2,7,1,NA,"uuid:838d9c9f-c08f-4da1-8efc-c606d6281212",1611022330,"uuid:838d9c9f-c08f-4da1-8efc-c606d6281212",51
"50","11/11/2016 20:34","11/11/2016 12:58","11/11/2016 13:42",3,NA,NA,NA,NA,1,NA,"11/11/2016 12:58","V306074",2,60,2,NA,NA,NA,NA,NA,NA,NA,2,20,"She was voted by fellow women",2,"Farmer",NA,1,5,NA,2,2,NA,NA,NA,NA,NA,7,"Jobs",4,NA,NA,2,1,1,0,1,0,2,"0",0,NA,NA,NA,2,NA,"She meets with the husband first talks to him after she cousels  the couple together.",20,2,1,1,NA,1,2,1,2,3,7,3,NA,"uuid:5581d087-3554-4d77-bb50-477c5741e400",1611022330,"uuid:5581d087-3554-4d77-bb50-477c5741e400",51
"51","11/11/2016 20:43","11/11/2016 9:54","11/11/2016 10:16",4,NA,NA,NA,NA,1,NA,"11/11/2016 9:55","V311021",2,36,1,NA,2,5,"I was elected by LC1 committee",2,"Agricultural trader",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,30,150,NA,2,4,NA,0,"They always ask me why we are not given our own health center 2",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"They fear their husbands being imprisoned","I direct her to the nabakyala",36,2,1,1,NA,2,1,2,1,3,7,1,NA,"uuid:814c55ea-6f4a-41ae-8930-e1eea48e9af0",1611022330,"uuid:814c55ea-6f4a-41ae-8930-e1eea48e9af0",61
"52","11/11/2016 20:43","11/11/2016 11:12","11/11/2016 11:38",4,NA,NA,NA,NA,1,NA,"11/11/2016 11:12","V311022",2,55,2,NA,NA,NA,NA,NA,NA,NA,2,15,"I was elected by the village residents",2,"Farming",NA,2,1,NA,1,30,NA,NA,NA,NA,NA,0,"They always consult me about family matters",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I ask why the husband beats her and then I counsel both of them",28,1,1,1,NA,1,1,NA,1,NA,7,1,NA,"uuid:45154511-11f4-4f27-9cb3-f67cf1fb427d",1611022330,"uuid:45154511-11f4-4f27-9cb3-f67cf1fb427d",61
"53","11/11/2016 20:43","11/11/2016 12:27","11/11/2016 12:45",4,NA,NA,NA,NA,1,NA,"11/11/2016 12:27","V311023",1,37,1,NA,2,3,"The chairman LC1 appointed me directly",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,40,150,NA,3,2,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,"They fear the husbands being imprisoned","I first ask her why she was beaten by the husband then I counsel her accordingly",30,2,1,2,NA,2,2,1,1,3,3,1,NA,"uuid:0d8b9d6c-6347-4fc1-9b84-065bbc3bd881",1611022330,"uuid:0d8b9d6c-6347-4fc1-9b84-065bbc3bd881",61
"54","11/12/2016 21:59","11/12/2016 12:04","11/12/2016 12:29",4,NA,NA,NA,NA,1,NA,"11/12/2016 12:05","V311301",2,64,2,NA,NA,NA,NA,NA,NA,NA,2,6,"I was elected by village residents",2,"She is into events decorations",NA,1,40,NA,1,4,NA,NA,NA,NA,NA,4,"They always seek family advises from her",5,NA,NA,4,0,0,0,0,0,0,"0",0,NA,NA,NA,2,NA,"I call the husband and I get the full story and then I counsel them",17,3,1,1,NA,2,2,2,1,2,7,4,NA,"uuid:91853814-b39b-412f-ba48-653e9a7a7af2",1611022330,"uuid:91853814-b39b-412f-ba48-653e9a7a7af2",63
"55","11/12/2016 21:59","11/12/2016 12:44","11/12/2016 13:10",4,NA,NA,NA,NA,1,NA,"11/12/2016 12:45","V311302",2,35,1,NA,2,5,"I was appointed by the LC1 committee",2,"Farmer",NA,NA,NA,NA,NA,NA,NA,1,30,NA,1,15,40,NA,4,4,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,NA,"I first ask her why she is always beaten and then I counsel by her",22,3,1,1,NA,2,4,2,2,3,8,4,NA,"uuid:62779eaa-837f-44ab-9018-fb3dc67cb042",1611022330,"uuid:62779eaa-837f-44ab-9018-fb3dc67cb042",63
"56","11/12/2016 21:59","11/12/2016 14:48","11/12/2016 15:15",4,NA,NA,NA,NA,1,NA,"11/12/2016 14:48","V311303",1,20,1,NA,1,4,"I was appointed by the LC1 committee member",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,45,NA,1,30,100,NA,2,1,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I advise her to go to the law makers",20,2,1,1,NA,1,2,1,1,3,7,NA,NA,"uuid:146cc5d5-f7ae-4871-a984-e7ad1a52dd36",1611022330,"uuid:146cc5d5-f7ae-4871-a984-e7ad1a52dd36",63
"57","11/12/2016 22:00","11/12/2016 15:57","11/12/2016 16:23",4,NA,NA,NA,NA,1,NA,"11/12/2016 16:02","V311304",2,50,1,NA,2,5,"I was elected by the residents of my village",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,40,NA,1,15,250,NA,3,3,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"She fears the husband being imprisoned afterwards","I ask the husband why she beats the husband then later I counsel them both",30,3,1,1,NA,2,2,2,NA,3,8,NA,NA,"uuid:bd095bc4-4eb0-4c3b-b8e9-29d86251c0b4",1611022330,"uuid:bd095bc4-4eb0-4c3b-b8e9-29d86251c0b4",63
"58","11/12/2016 22:00","11/12/2016 17:08","11/12/2016 17:18",4,NA,NA,NA,NA,1,NA,"11/12/2016 17:08","V311305",2,46,1,NA,2,5,"I was elected by the residents",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,40,NA,1,20,105,NA,3,4,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,"I ask her the cause and I counsel her",30,3,1,1,NA,2,2,2,1,3,8,NA,NA,"uuid:691454e2-b32e-40c6-a14a-cc28cdb09e9d",1611022330,"uuid:691454e2-b32e-40c6-a14a-cc28cdb09e9d",63
"59","11/12/2016 22:12","11/12/2016 12:48","11/12/2016 13:01",2,NA,NA,NA,NA,1,NA,"11/12/2016 12:48","V311322",1,38,1,NA,2,10,"I was elected by the people because am educated",2,"Sugarcane business ",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,150,NA,4,4,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,"I call the chairperson and we try to counsel the couple",38,2,1,1,NA,1,2,2,1,3,7,1,NA,"uuid:913d4593-7867-49b1-a883-a3d54a2df00a",1611022330,"uuid:913d4593-7867-49b1-a883-a3d54a2df00a",64
"60","11/14/2016 7:18","11/12/2016 10:31","11/12/2016 10:42",3,NA,NA,NA,NA,1,NA,"11/12/2016 10:32","V310204",1,30,1,NA,2,6,"I was selected by the chairman",2,"Carpenter",NA,NA,NA,NA,NA,NA,NA,1,20,NA,1,20,45,NA,3,4,NA,0,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,"I go to their home and counsel them",28,2,1,1,NA,1,2,2,1,3,5,1,NA,"uuid:91192e8f-c067-43c5-9474-61d0e9858e93",1611022330,"uuid:91192e8f-c067-43c5-9474-61d0e9858e93",58
"61","11/14/2016 17:51","11/14/2016 10:25","11/14/2016 11:11",3,NA,NA,NA,NA,1,NA,"11/14/2016 10:25","V310201",1,43,1,NA,2,6,"People in my community trusted me and they elected me to be there VHT",2,"Farming",NA,NA,NA,NA,NA,NA,NA,1,30,NA,2,1,60,NA,3,4,NA,10,"0",0,NA,NA,6,2,2,0,0,0,0,"0",0,NA,NA,NA,1,"Financial problems, and there husbands cannot help them","Advise her to talk to her parents for counselling before reporting to the chairman",43,2,1,1,NA,2,1,2,1,2,8,4,NA,"uuid:b1253bae-9ebd-4764-b2f1-c82fd86f148a",1611022330,"uuid:b1253bae-9ebd-4764-b2f1-c82fd86f148a",58
